Time,Flight Number,Destination,Flight Name,Aircraft,Status
12:05 AM,G82508,Delhi (DEL),GoAir,A20N (VT-WGU),Departed 12:26 AM
12:05 AM,I5330,Delhi (DEL),AirAsia,A320 (VT-SIN),Departed 12:29 AM
12:05 AM,PG734,Bangkok (BKK),Bangkok Airways (Krabi Livery),A320 (HS-PGV),Departed 12:08 AM
12:10 AM,UA49,New York (EWR),United Airlines,B77W (N2748U),Departed 12:33 AM
12:20 AM,6E386,Chennai (MAA),IndiGo,A320 (VT-INY),Departed 12:31 AM
12:25 AM,6E6185,Cochin (COK),IndiGo,A20N (VT-IVX),Departed 12:38 AM
12:30 AM,SG612,Goa (GOI),SpiceJet,B737 (VT-SLB),Departed 1:11 AM
12:35 AM,G8383,Kannur (CNN),GoAir,A20N (VT-WGI),Departed 12:47 AM
12:35 AM,SG490,Kolkata (CCU),SpiceJet,B737 (VT-SYT),Departed 1:49 AM
12:45 AM,AI911,Dubai (DXB),Air India,B788 (VT-ANJ),Departed 1:19 AM
12:45 AM,6E848,Bengaluru (BLR),IndiGo,A320 (VT-IDP),Departed 1:28 AM
12:50 AM,SG6287,Chennai (MAA),SpiceJet,B738 (VT-SZB),Departed 1:26 AM
12:50 AM,6E6489,Delhi (DEL),IndiGo,A320 (VT-IEZ),Departed 1:18 AM
12:55 AM,DL25,New York (JFK),Delta Air Lines,B77L (N709DN),Departed 1:22 AM
1:00 AM,SG9888,Hyderabad (HYD),SpiceJet,B738 (VT-SYB),Unknown
1:10 AM,I5308,Bengaluru (BLR),AirAsia,A320 (VT-IMP),Departed 1:42 AM
1:20 AM,LX155,Zurich (ZRH),Swiss,A343 (HB-JMA),Departed 1:47 AM
1:25 AM,G821,Phuket (HKT),GoAir,A20N (VT-WGX),Departed 1:31 AM
1:25 AM,6E1768,Dubai (DXB),IndiGo,A320 (VT-IEL),Departed 1:35 AM
1:30 AM,AI191,New York (EWR),Air India,B77W (VT-ALM),Departed 2:39 AM
1:35 AM,AI31,Ahmedabad (AMD),Air India,B788 (VT-ANS),Departed 1:53 AM
1:35 AM,LH767,Munich (MUC),Lufthansa,A359 (D-AIXE),Departed 2:54 AM
1:40 AM,CX660,Hong Kong (HKG),Cathay Pacific,A333 (B-LAF),Departed 2:24 AM
1:50 AM,I5317,Kolkata (CCU),AirAsia,A320 (VT-AMD),Departed 1:56 AM
1:50 AM,6.00E+19,Singapore (SIN),IndiGo,A320 (VT-IFT),Departed 1:51 AM
1:50 AM,6.00E+154,Delhi (DEL),IndiGo,A320 (VT-IDQ),Departed 1:58 AM
2:00 AM,AI33,Goa (GOI),Air India,A20N (VT-EXV),Departed 2:12 AM
2:05 AM,AF217,Paris (CDG),Air France,B772 (F-GSPZ),Departed 2:29 AM
2:15 AM,BA138,London (LHR),British Airways (GREAT Festival of Creativity),B772 (G-YMML),Departed 2:44 AM
2:20 AM,SG6267,Delhi (DEL),SpiceJet,B738 (VT-SYW),Departed 2:47 AM
2:25 AM,BZ154,Ahmedabad (AMD),Blue Dart Aviation,B752 (VT-BDB),Departed 2:41 AM
2:25 AM,KU302,Kuwait City (KWI),Kuwait Airways,A20N (9K-AKL),Departed 5:21 AM
