Time,Flight Number,Destination,Flight Name,Aircraft,Status
12:05 AM,G82508,Delhi (DEL),GoAir,A20N (VT-WGB),Departed 12:13 AM
12:05 AM,I5330,Delhi (DEL),AirAsia,A320 (VT-ATB),Departed 12:17 AM
12:05 AM,PG734,Bangkok (BKK),Bangkok Airways (Shopee Livery),A320 (HS-PPD),Departed 12:15 AM
12:10 AM,UA49,New York (EWR),United Airlines,B77W (N2534U),Departed 1:13 AM
12:20 AM,6E386,Chennai (MAA),IndiGo,A20N (VT-ITN),Departed 12:37 AM
12:25 AM,6E6185,Cochin (COK),IndiGo,A320 (VT-IGX),Departed 12:40 AM
12:30 AM,SG612,Goa (GOI),SpiceJet,B737 (VT-SLA),Departed 12:51 AM
12:35 AM,G8383,Kannur (CNN),GoAir,A20N (VT-WGW),Departed 12:57 AM
12:35 AM,SG490,Kolkata (CCU),SpiceJet,B737 (VT-SYO),Departed 1:29 AM
12:45 AM,AI911,Dubai (DXB),Air India,B788 (VT-ANV),Departed 12:59 AM
12:45 AM,6E848,Bengaluru (BLR),IndiGo,A320 (VT-IGJ),Departed 12:46 AM
12:50 AM,SG6287,Chennai (MAA),SpiceJet,B738 (VT-SYD),Departed 12:49 AM
12:50 AM,6E6489,Delhi (DEL),IndiGo,A320 (VT-IHJ),Departed 1:03 AM
12:55 AM,DL25,New York (JFK),Delta Air Lines,B77L (N701DN),Departed 1:24 AM
1:10 AM,I5308,Bengaluru (BLR),AirAsia,A320 (VT-BKK),Departed 1:13 AM
1:20 AM,LX155,Zurich (ZRH),Swiss,A343 (HB-JMH),Departed 1:38 AM
1:25 AM,G821,Phuket (HKT),GoAir,A20N (VT-WJK),Departed 1:46 AM
1:25 AM,6E1768,Dubai (DXB),IndiGo,A320 (VT-IEC),Departed 1:35 AM
1:30 AM,AI191,New York (EWR),Air India,B77W (VT-ALQ),Departed 2:16 AM
1:35 AM,AI31,Ahmedabad (AMD),Air India,B788 (VT-ANE),Departed 1:59 AM
1:35 AM,LH767,Munich (MUC),Lufthansa,A359 (D-AIXD),Departed 1:49 AM
1:40 AM,CX660,Hong Kong (HKG),Cathay Pacific,A333 (B-LAD),Departed 1:54 AM
1:50 AM,I5317,Kolkata (CCU),AirAsia,A320 (VT-HYD),Departed 1:52 AM
1:50 AM,6.00E+19,Singapore (SIN),IndiGo,320,Unknown
1:50 AM,6.00E+154,Delhi (DEL),IndiGo,A320 (VT-IEL),Departed 1:47 AM
2:00 AM,AI33,Goa (GOI),Air India,A319 (VT-SCO),Departed 2:19 AM
2:05 AM,AF217,Paris (CDG),Air France,B772 (F-GSPU),Departed 2:25 AM
2:15 AM,BA138,London (LHR),British Airways,B772 (G-YMMN),Departed 2:32 AM
2:20 AM,SG6267,Delhi (DEL),SpiceJet,B738 (VT-SYW),Departed 2:24 AM
2:25 AM,BZ154,Ahmedabad (AMD),Blue Dart Aviation,75F,Unknown
2:25 AM,KU302,Kuwait City (KWI),Kuwait Airways,A320 (9K-AKK),Departed 2:02 AM
2:30 AM,IA442,Najaf (NJF),Iraqi Airways,B738 (YI-ASH),Departed 2:13 AM
2:30 AM,KE656,Seoul (ICN),Korean Air,A332 (HL8211),Departed 2:46 AM
2:30 AM,KL878,Amsterdam (AMS),KLM,B78X (PH-BKC),Departed 2:42 AM
2:30 AM,6.00E+272,Hyderabad (HYD),IndiGo,A20N (VT-ITW),Departed 2:35 AM
2:40 AM,WE336,Bangkok (BKK),THAI Smile,A320 (HS-TXC),Departed 2:51 AM
2:50 AM,MS969,Cairo (CAI),EgyptAir,A332 (SU-GCK),Departed 6:42 AM
2:55 AM,LH757,Frankfurt (FRA),Lufthansa,B744 (D-ABVS),Departed 3:11 AM
3:00 AM,VS355,London (LHR),Virgin Atlantic,B789 (G-VZIG),Departed 3:09 AM
3:00 AM,SG7064,Delhi (DEL),SpiceXpress,B737 (VT-SFD),Departed 3:14 AM
3:05 AM,BZ102,Delhi (DEL),Blue Dart Aviation,B752 (VT-BDA),Departed 3:16 AM
3:05 AM,UK924,Delhi (DEL),Vistara (Retro Livery),A20N (VT-ATV),Departed 3:07 AM
3:10 AM,UL142,Colombo (CMB),SriLankan Airlines,A320 (4R-ABM),Departed 3:14 AM
4:00 AM,G8461,Port Blair (IXZ),GoAir,A320 (VT-GOL),Departed 4:08 AM
4:00 AM,QR557,Doha (DOH),Qatar Airways,B77L (A7-BBH),Departed 4:10 AM
4:05 AM,ET611,Addis Ababa (ADD),Ethiopian Airlines,A359 (ET-AWM),Departed 4:23 AM
4:05 AM,J9402,Kuwait City (KWI),Jazeera Airways,A20N (9K-CBC),Departed 4:20 AM
4:05 AM,SG81,Bangkok (BKK),SpiceJet,B738 (VT-SYV),Departed 4:05 AM
4:15 AM,EK501,Dubai (DXB),Emirates,A388 (A6-EOH),Departed 4:43 AM
4:25 AM,SG7045,Sharjah (SHJ),SpiceJet,-,Unknown
4:40 AM,EY205,Abu Dhabi (AUH),Etihad,B77W (A6-ETP),Departed 4:53 AM
