Time,Flight Number,Destination,Flight Name,Aircraft,Status
12:05 AM,G82508,Delhi (DEL),GoAir,A20N (VT-WGD),Departed 12:26 AM
12:05 AM,I5330,Delhi (DEL),AirAsia,A320 (VT-DEL),Departed 12:41 AM
12:05 AM,PG734,Bangkok (BKK),Bangkok Airways (Krabi Livery),A320 (HS-PGV),Departed 12:44 AM
12:10 AM,UA49,New York (EWR),United Airlines,B77W (N2250U),Departed 12:39 AM
12:15 AM,6E848,Bengaluru (BLR),IndiGo,A320 (VT-IGU),Departed 12:50 AM
12:20 AM,6E386,Chennai (MAA),IndiGo,A20N (VT-IZA),Departed 12:34 AM
12:25 AM,6E6185,Cochin (COK),IndiGo,A320 (VT-IGY),Departed 12:32 AM
12:30 AM,SG612,Goa (GOI),SpiceJet,B737 (VT-SLB),Departed 12:51 AM
12:35 AM,G8383,Kannur (CNN),GoAir,A20N (VT-WGX),Departed 12:58 AM
12:35 AM,SG490,Kolkata (CCU),SpiceJet,B737 (VT-SYT),Departed 1:24 AM
12:45 AM,AI911,Dubai (DXB),Air India,B788 (VT-ANK),Departed 1:03 AM
12:50 AM,SG789,Bengaluru (BLR),SpiceJet,B738 (VT-SYM),Departed 1:06 AM
12:50 AM,SG6287,Chennai (MAA),SpiceJet,B738 (VT-SXC),Departed 1:28 AM
12:50 AM,6E5384,Hyderabad (HYD),IndiGo,A20N (VT-IZR),Departed 1:59 AM
12:50 AM,6E6489,Delhi (DEL),IndiGo,A20N (VT-ITZ),Departed 2:08 AM
12:55 AM,DL25,New York (JFK),Delta Air Lines,B77L (N702DN),Departed 1:40 AM
1:10 AM,I5308,Bengaluru (BLR),AirAsia,A320 (VT-ATQ),Departed 1:20 AM
1:20 AM,LX155,Zurich (ZRH),Swiss,A333 (HB-JHD),Departed 1:37 AM
1:25 AM,G821,Phuket (HKT),GoAir,A20N (VT-WJL),Departed 1:31 AM
1:25 AM,6E1768,Dubai (DXB),IndiGo,A320 (VT-INU),Departed 1:49 AM
1:30 AM,AI191,New York (EWR),Air India,B77W (VT-ALR),Departed 2:32 AM
1:35 AM,AI31,Ahmedabad (AMD),Air India,B788 (VT-ANT),Departed 1:55 AM
