Time,Flight Number,Destination,Flight Name,Aircraft,Status
12:05 AM,G82508,Delhi (DEL),GoAir,A20N (VT-WJE),Departed 1:54 AM
12:05 AM,I5330,Delhi (DEL),AirAsia,A320 (VT-ATB),Departed 12:16 AM
12:05 AM,PG734,Bangkok (BKK),Bangkok Airways (Shopee Livery),A320 (HS-PPD),Departed 12:20 AM
12:10 AM,UA49,New York (EWR),United Airlines,B77W (N2645U),Departed 12:39 AM
12:15 AM,6E848,Bengaluru (BLR),IndiGo,A320 (VT-IHR),Departed 12:33 AM
12:20 AM,6E386,Chennai (MAA),IndiGo,A320 (VT-IDS),Departed 12:29 AM
12:25 AM,6E6185,Cochin (COK),IndiGo,A320 (VT-IGX),Departed 12:34 AM
12:30 AM,SG612,Goa (GOI),SpiceJet,B737 (VT-SLA),Departed 12:44 AM
12:35 AM,G8383,Kannur (CNN),GoAir,A20N (VT-WGW),Departed 12:46 AM
12:35 AM,SG490,Kolkata (CCU),SpiceJet,B737 (VT-SLP),Departed 1:30 AM
12:45 AM,AI911,Dubai (DXB),Air India,B788 (VT-ANK),Departed 12:55 AM
12:50 AM,SG6287,Chennai (MAA),SpiceJet,B738 (VT-SGV),Departed 1:09 AM
12:50 AM,6E5384,Hyderabad (HYD),IndiGo,A320 (VT-IHC),Departed 12:49 AM
12:50 AM,6E6489,Delhi (DEL),IndiGo,A320 (VT-IGJ),Departed 1:11 AM
12:55 AM,DL25,New York (JFK),Delta Air Lines,B77L (N704DK),Departed 1:06 AM
12:55 AM,SQ425,Singapore (SIN),Singapore Airlines,B772 (9V-SVE),Departed 1:17 AM
1:10 AM,I5308,Bengaluru (BLR),AirAsia,A320 (VT-ATQ),Departed 1:14 AM
1:15 AM,SQ7951,Singapore (SIN),Singapore Airlines,74Y,Unknown
1:20 AM,LX155,Zurich (ZRH),Swiss,A343 (HB-JMA),Departed 1:27 AM
1:25 AM,G821,Phuket (HKT),GoAir,A20N (VT-WGE),Departed 1:36 AM
1:25 AM,6E1768,Dubai (DXB),IndiGo,A20N (VT-IZZ),Departed 2:10 AM
1:30 AM,AI191,New York (EWR),Air India,B77W (VT-ALX),Departed 2:32 AM
1:35 AM,AI31,Ahmedabad (AMD),Air India,B788 (VT-ANW),Departed 1:46 AM
1:35 AM,LH767,Munich (MUC),Lufthansa,A359 (D-AIXH),Departed 2:23 AM
1:40 AM,CX660,Hong Kong (HKG),Cathay Pacific,B77W (B-KPZ),Departed 1:49 AM
1:50 AM,I5317,Kolkata (CCU),AirAsia,A320 (VT-KOC),Departed 1:52 AM
1:50 AM,6.00E+19,Singapore (SIN),IndiGo,A320 (VT-IES),Departed 2:00 AM
1:50 AM,6.00E+154,Delhi (DEL),IndiGo,A20N (VT-IZM),Departed 1:58 AM
2:00 AM,AI33,Goa (GOI),Air India,A319 (VT-SCO),Departed 2:08 AM
2:05 AM,AF217,Paris (CDG),Air France,B772 (F-GSPQ),Departed 2:37 AM
2:15 AM,BA138,London (LHR),British Airways,B772 (G-YMMK),Departed 2:57 AM
2:20 AM,SG6267,Delhi (DEL),SpiceJet,B738 (VT-SZJ),Departed 2:26 AM
2:25 AM,KU302,Kuwait City (KWI),Kuwait Airways,A20N (9K-AKN),Departed 2:21 AM
2:25 AM,BZ654,Ahmedabad (AMD),Blue Dart Aviation,B752 (VT-BDM),Departed 3:03 AM
2:30 AM,KL878,Amsterdam (AMS),KLM,B78X (PH-BKD),Departed 2:48 AM
2:30 AM,6.00E+272,Hyderabad (HYD),IndiGo,A20N (VT-IZV),Departed 2:46 AM
2:40 AM,WE336,Bangkok (BKK),THAI Smile,A320 (HS-TXC),Departed 2:35 AM
2:50 AM,MS969,Cairo (CAI),EgyptAir,A332 (SU-GCK),Departed 3:10 AM
2:55 AM,LH757,Frankfurt (FRA),Lufthansa,B744 (D-ABVS),Departed 3:12 AM
3:00 AM,VS355,London (LHR),Virgin Atlantic,B789 (G-VWHO),Departed 3:14 AM
3:05 AM,BZ102,Delhi (DEL),Blue Dart Aviation,B752 (VT-BDQ),Departed 3:58 AM
3:05 AM,UK924,Delhi (DEL),Vistara,A20N (VT-TNP),Departed 3:08 AM
3:10 AM,UL142,Colombo (CMB),SriLankan Airlines,A21N (4R-ANC),Departed 3:16 AM
4:00 AM,QR557,Doha (DOH),Qatar Airways,B77W (A7-BEX),Departed 4:17 AM
4:00 AM,G8461,Port Blair (IXZ),GoAir,A320 (VT-GON),Departed 4:19 AM
4:05 AM,ET611,Addis Ababa (ADD),Ethiopian Airlines,A359 (ET-AVB),Departed 4:21 AM
4:05 AM,J9402,Kuwait City (KWI),Jazeera Airways,A320 (9K-CAN),Departed 4:00 AM
4:05 AM,SG81,Bangkok (BKK),SpiceJet,B738 (VT-SYV),Departed 4:10 AM
4:15 AM,EK501,Dubai (DXB),Emirates,A388 (A6-EDF),Departed 4:25 AM
4:15 AM,IY857,Sana'a (SAH),Yemenia,320,Unknown
4:15 AM,WB501,Kigali (KGL),RwandAir,738,Estimated dep. 4:15 AM
4:25 AM,SG7045,Sharjah (SHJ),SpiceJet,-,Unknown
4:40 AM,EY205,Abu Dhabi (AUH),Etihad,B77W (A6-ETQ),Departed 4:44 AM
4:55 AM,G8575,Goa (GOI),GoAir,A320 (VT-GOR),Departed 4:56 AM
4:55 AM,G9407,Sharjah (SHJ),Air Arabia,A320 (A6-ANB),Departed 5:14 AM
5:00 AM,6E6181,Kolkata (CCU),IndiGo,A20N (VT-IJH),Departed 5:13 AM
5:05 AM,FZ446,Dubai (DXB),flydubai,B738 (A6-FER),Departed 5:27 AM
5:05 AM,6E1766,Kuwait City (KWI),IndiGo,A320 (VT-IFD),Departed 5:21 AM
5:10 AM,BZ201,Bengaluru (BLR),Blue Dart Aviation,B752 (VT-BDA),Departed 5:44 AM
5:10 AM,G8347,Cochin (COK),GoAir,A20N (VT-WGP),Departed 5:11 AM
5:15 AM,SG6280,Srinagar (SXR),SpiceJet,B737 (VT-SYO),Departed 5:19 AM
5:15 AM,6E6186,Vadodara (BDQ),IndiGo,A20N (VT-IJU),Departed 5:24 AM
5:20 AM,I5715,Delhi (DEL),AirAsia,A320 (VT-ATF),Departed 5:31 AM
5:20 AM,SG6276,Jaipur (JAI),SpiceJet,B738 (VT-SXD),Departed 5:30 AM
5:20 AM,6.00E+207,Jaipur (JAI),IndiGo,A20N (VT-ITA),Departed 5:23 AM
5:25 AM,AI54,Cochin (COK),Air India,A319 (VT-SCP),Departed 5:35 AM
5:25 AM,BZ481,Hyderabad (HYD),Blue Dart Aviation,B752 (VT-BDB),Departed 5:57 AM
5:30 AM,AI986,Ahmedabad (AMD),Air India,A321 (VT-PPQ),Departed 5:50 AM
5:31 AM,HM261,Victoria (SEZ),Air Seychelles,A20N (S7-VEV),Departed 5:33 AM
5:31 AM,SG241,Kolkata (CCU),SpiceJet,B738 (VT-SYC),Departed 5:35 AM
5:35 AM,AI627,Nagpur (NAG),Air India,A20N (VT-CIH),Departed 5:41 AM
5:35 AM,6E6179,Ranchi (IXR),IndiGo,A320 (VT-IGT),Departed 5:37 AM
5:40 AM,AI570,Chennai (MAA),Air India,A20N (VT-CIH),Departed 11:18 AM
5:40 AM,AI605,Aurangabad (IXU),Air India,A319 (VT-SCR),Departed 5:55 AM
5:45 AM,G8390,Jaipur (JAI),GoAir,A20N (VT-WJD),Departed 6:06 AM
5:45 AM,SG421,Hyderabad (HYD),SpiceJet,B737 (VT-SYU),Departed 5:49 AM
5:50 AM,G8305,Chennai (MAA),GoAir,A320 (VT-GOL),Departed 6:22 AM
5:50 AM,9I649,Surat (STV),Alliance Air,ATR,Unknown
5:55 AM,SG6480,Guwahati (GAU),SpiceJet,B738 (VT-SYZ),Departed 6:16 AM
6:00 AM,AI83,Goa (GOI),Air India,A320 (VT-EXD),Departed 6:13 AM
6:00 AM,G8317,Bengaluru (BLR),GoAir,A20N (VT-WGW),Departed 6:00 AM
6:00 AM,G8329,Delhi (DEL),GoAir,A20N (VT-WJO),Departed 6:08 AM
6:00 AM,SG8160,Delhi (DEL),SpiceJet,B738 (VT-SGH),Departed 6:18 AM
6:05 AM,G82601,Nagpur (NAG),GoAir,A20N (VT-WGF),Departed 6:32 AM
6:05 AM,UK821,Chennai (MAA),Vistara,B738 (VT-TGA),Departed 6:30 AM
6:05 AM,6.00E+199,Bengaluru (BLR),IndiGo,A320 (VT-IFY),Departed 6:29 AM
6:05 AM,6E6613,Delhi (DEL),IndiGo,A320 (VT-IFT),Departed 6:11 AM
6:10 AM,AI615,Hyderabad (HYD),Air India,A321 (VT-PPV),Departed 6:47 AM
6:10 AM,UK873,Hyderabad (HYD),Vistara,A20N (VT-TNK),Departed 6:24 AM
6:10 AM,AI675,Kolkata (CCU),Air India,A20N (VT-EXG),Departed 6:39 AM
6:10 AM,6.00E+229,Chennai (MAA),IndiGo,A20N (VT-IVX),Departed 6:26 AM
6:15 AM,AI603,Bengaluru (BLR),Air India,A20N (VT-CIF),Departed 6:36 AM
6:15 AM,6E461,Hyderabad (HYD),IndiGo,A20N (VT-IVL),Departed 6:19 AM
6:20 AM,6E1835,Abu Dhabi (AUH),IndiGo,A21N (VT-IUL),Departed 6:40 AM
6:25 AM,SG6431,Hyderabad (HYD),SpiceJet,B737 (VT-SYT),Departed 6:44 AM
6:25 AM,6E567,Aurangabad (IXU),IndiGo,A20N (VT-IJE),Departed 6:34 AM
6:30 AM,GF57,Bahrain (BAH),Gulf Air,A321 (A9C-CB),Departed 6:43 AM
6:30 AM,UK928,Delhi (DEL),Vistara,A20N (VT-TNF),Departed 6:56 AM
6:30 AM,6E6182,Indore (IDR),IndiGo,A320 (VT-IGX),Departed 6:48 AM
6:35 AM,KQ205,Nairobi (NBO),Kenya Airways,B738 (5Y-CYC),Departed 7:15 AM
6:35 AM,SG6285,Dehradun (DED),SpiceJet,B738 (VT-SYB),Departed 6:50 AM
6:45 AM,UK861,Goa (GOI),Vistara,B738 (VT-TGB),Departed 7:10 AM
6:45 AM,6E5047,Delhi (DEL),IndiGo,A20N (VT-IZS),Departed 6:52 AM
6:50 AM,TK721,Istanbul (IST),Turkish Airlines,B77W (TC-LKC),Departed 7:21 AM
6:50 AM,IX243,Doha (DOH),Air India Express (Elephant/Camel Livery),B738 (VT-GHA),Departed 7:03 AM
6:50 AM,SG376,Patna (PAT),SpiceJet,B738 (VT-SPP),Departed 7:24 AM
6:50 AM,SL219,Bangkok (DMK),Thai Lion Air,B739 (HS-LVH),Departed 7:12 AM
6:55 AM,UK771,Kolkata (CCU),Vistara,B738 (VT-TGI),Departed 7:00 AM
7:00 AM,AI131,London (LHR),Air India,B77W (VT-ALQ),Departed 8:39 AM
7:00 AM,UK851,Bengaluru (BLR),Vistara,B738 (VT-TGG),Departed 7:25 AM
7:05 AM,AI635,Indore (IDR),Air India,A319 (VT-SCV),Departed 7:29 AM
7:10 AM,6E958,Guwahati (GAU),IndiGo,A20N (VT-IVV),Departed 7:28 AM
7:15 AM,KU304,Kuwait City (KWI),Kuwait Airways,A320 (9K-AKG),Departed 8:30 AM
7:20 AM,SG8162,Delhi (DEL),Corendon Airlines,B738 (TC-CON),Departed 7:35 AM
7:25 AM,SG611,Chennai (MAA),SpiceJet,B737 (VT-SLA),Departed 7:38 AM
7:25 AM,6.00E+213,Ahmedabad (AMD),IndiGo,A20N (VT-IJA),Departed 7:33 AM
7:25 AM,6E5301,Bhopal (BHO),IndiGo,A320 (VT-IHA),Departed 9:12 AM
7:30 AM,UK930,Delhi (DEL),Vistara,A20N (VT-TNV),Departed 7:40 AM
7:30 AM,AI961,Nairobi (NBO),Air India,B788 (VT-ANG),Departed 8:13 AM
7:35 AM,G8365,Ahmedabad (AMD),GoAir,A20N (VT-WJL),Departed 7:48 AM
7:35 AM,6E715,Bengaluru (BLR),IndiGo,A20N (VT-IZR),Departed 7:43 AM
7:45 AM,6E6749,Kolkata (CCU),IndiGo,A20N (VT-IZK),Departed 8:03 AM
7:45 AM,AI864,Delhi (DEL),Air india (Star Alliance Livery),A20N (VT-EXO),Departed 8:32 AM
7:45 AM,SG704,Varanasi (VNS),Corendon Airlines,B738 (TC-TJU),Departed 9:45 AM
7:45 AM,6E964,Delhi (DEL),IndiGo,A320 (VT-IGU),Departed 8:11 AM
7:50 AM,SG6373,Siliguri (IXB),SpiceJet,B738 (VT-SGG),Departed 8:08 AM
7:50 AM,9I625,Bhuj (BHJ),Alliance Air,AT76 (VT-RKL),Departed 8:15 AM
8:00 AM,G8327,Delhi (DEL),GoAir,A20N (VT-WGB),Departed 8:26 AM
8:05 AM,AI806,Delhi (DEL),Air India,A321 (VT-PPO),Departed 8:07 AM
8:15 AM,AI348,Delhi (DEL),Air India,B788 (VT-NAA),Departed 8:57 AM
8:15 AM,6E5323,Bengaluru (BLR),IndiGo,A20N (VT-IVA),Departed 8:20 AM
8:20 AM,I5302,Bengaluru (BLR),AirAsia,A320 (VT-SIN),Departed 8:18 AM
8:20 AM,SG497,Bengaluru (BLR),SpiceJet,B738 (VT-SLL),Departed 8:47 AM
8:25 AM,EY213,Abu Dhabi (AUH),Etihad,A320 (A6-EIY),Departed 8:54 AM
8:25 AM,6E5336,Delhi (DEL),IndiGo,A20N (VT-IVI),Departed 8:35 AM
8:30 AM,6.00E+63,Dubai (DXB),IndiGo,A320 (VT-IAX),Departed 8:44 AM
8:30 AM,6E5325,Nagpur (NAG),IndiGo,A20N (VT-IZW),Departed 9:01 AM
8:35 AM,6.00E+205,Siliguri (IXB),IndiGo,A20N (VT-IVT),Departed 8:51 AM
8:35 AM,G8705,Ranchi (IXR),GoAir,A320 (VT-GOR),Departed 8:37 AM
8:35 AM,SV969,Jeddah (JED),Saudia,74B,Unknown
8:35 AM,AI625,Lucknow (LKO),Air India,A319 (VT-SCO),Departed 8:42 AM
8:40 AM,I5546,Delhi (DEL),AirAsia,A320 (VT-ATB),Departed 9:04 AM
8:50 AM,6E5373,Patna (PAT),IndiGo,A20N (VT-IJU),Departed 9:09 AM
8:55 AM,SG63,Dhaka (DAC),SpiceJet,B738 (VT-SGJ),Departed 9:30 AM
8:55 AM,SG6356,Mangalore (IXE),SpiceJet,B738 (VT-SXC),Departed 9:08 AM
8:55 AM,6E382,Hyderabad (HYD),IndiGo,A320 (VT-IFA),Departed 9:06 AM
9:00 AM,AI671,Chennai (MAA),Air India,A20N (VT-CIO),Departed 10:07 AM
9:00 AM,AI866,Delhi (DEL),Air India,A20N (VT-EXQ),Departed 9:28 AM
9:05 AM,UK863,Bengaluru (BLR),Vistara,B738 (VT-TGH),Departed 9:25 AM
9:15 AM,AI639,Bengaluru (BLR),Air India,A20N (VT-CID),Departed 9:49 AM
9:15 AM,SG479,Jaisalmer (JSA),SpiceJet,B737 (VT-SYP),Departed 9:38 AM
