Time,Flight Number,Destination,Flight Name,Aircraft,Status
12:00 PM,G82504,Ahmedabad (AMD),GoAir,A320 (VT-GON),Departed 12:34 PM
12:00 PM,6E375,Coimbatore (CJB),IndiGo,A320 (VT-IAL),Departed 12:34 PM
12:05 PM,AI669,Bhubaneswar (BBI),Air India,A20N (VT-EXL),Departed 1:34 PM
12:05 PM,SG438,Gorakhpur (GOP),SpiceJet,B738 (VT-SGZ),Departed 12:37 PM
12:10 PM,6E578,Varanasi (VNS),IndiGo,A20N (VT-IVE),Departed 12:49 PM
12:15 PM,AI639,Bengaluru (BLR),Air India,A20N (VT-EXJ),Departed 1:44 PM
12:15 PM,G8465,Delhi (DEL),GoAir,A20N (VT-WJP),Departed 12:36 PM
12:15 PM,UK613,Udaipur (UDR),Vistara,B738 (VT-TGG),Departed 12:47 PM
12:15 PM,6E749,Udaipur (UDR),IndiGo,A320 (VT-IGV),Departed 12:42 PM
12:15 PM,6E821,Hyderabad (HYD),IndiGo,A20N (VT-IJF),Departed 12:56 PM
12:25 PM,SG6265,Guwahati (GAU),SpiceJet,B738 (VT-SYZ),Departed 12:54 PM
12:25 PM,SG6371,Amritsar (ATQ),SpiceJet,B738 (VT-SLL),Departed 1:06 PM
12:25 PM,6.00E+181,Ahmedabad (AMD),IndiGo,A20N (VT-IVW),Departed 1:01 PM
12:25 PM,6E787,Patna (PAT),IndiGo,A320 (VT-IHY),Departed 12:58 PM
12:30 PM,AI131,London (LHR),Air India,B77W (VT-ALP),Departed 1:12 PM
12:30 PM,AI647,Jamnagar (JGA),Air India,A20N (VT-EXF),Departed 1:36 PM
12:40 PM,G825,Bangkok (BKK),GoAir,A20N (VT-WJE),Departed 1:25 PM
12:40 PM,6E5329,Bengaluru (BLR),IndiGo,A320 (VT-IET),Departed 1:23 PM
12:45 PM,UK927,Goa (GOI),Vistara,A20N (VT-TNF),Departed 1:20 PM
12:45 PM,6E1831,Jeddah (JED),IndiGo,A20N (VT-IJA),Departed 1:15 PM
12:45 PM,9I627,Indore (IDR),Alliance Air,ATR,Unknown
12:50 PM,SG246,Varanasi (VNS),SpiceJet,B738 (VT-SLH),Departed 1:57 PM
12:55 PM,6.00E+168,Delhi (DEL),IndiGo,A20N (VT-ITH),Departed 1:26 PM
1:00 PM,MH175,Kuala Lumpur (KUL),Malaysia Airlines,B738 (9M-MXG),Departed 1:30 PM
1:00 PM,6E6219,Goa (GOI),IndiGo,A320 (VT-IHX),Departed 1:17 PM
1:00 PM,9I623,Diu (DIU),Alliance Air,AT76 (VT-RKL),Departed 1:09 PM
1:05 PM,AI677,Delhi (DEL),Air India,A20N (VT-EXN),Departed 1:47 PM
1:05 PM,SG2875,Kandla (IXY),SpiceJet,DH8D (VT-SUF),Departed 2:01 PM
1:10 PM,IX247,Dubai (DXB),Air India Express (Red Fort/Gwalior Fort Livery),B738 (VT-AXJ),Departed 3:59 PM
1:10 PM,6E5344,Chennai (MAA),IndiGo,A320 (VT-IHN),Departed 1:31 PM
1:15 PM,BA198,London (LHR),British Airways,B772 (G-YMMT),Departed 2:46 PM
1:15 PM,I5312,Chennai (MAA),AirAsia,A320 (VT-MOD),Departed 2:05 PM
1:15 PM,6E5317,Lucknow (LKO),IndiGo,A320 (VT-IHQ),Departed 1:39 PM
1:20 PM,2T518,Nanded (NDC),Trujet,AT75 (VT-TMU),Departed 4:19 PM
1:20 PM,6E6223,Dehradun (DED),IndiGo,A20N (VT-IZI),Departed 1:41 PM
1:25 PM,SG6378,Madurai (IXM),SpiceJet,B737 (VT-SYO),Departed 2:08 PM
1:30 PM,SG6477,Delhi (DEL),SpiceJet,B738 (VT-SYI),Departed 2:36 PM
1:35 PM,OG112,Belgaum (IXG),Star Air,E145 (VT-GSE),Departed 1:49 PM
1:40 PM,6.00E+176,Delhi (DEL),IndiGo,A20N (VT-IZK),Departed 2:28 PM
1:50 PM,AI921,Riyadh (RUH),Air India,A20N (VT-EXT),Departed 2:25 PM
1:50 PM,SG467,Hyderabad (HYD),SpiceJet,B738 (VT-SGY),Departed 2:22 PM
1:50 PM,6E711,Goa (GOI),IndiGo,A20N (VT-ITZ),Departed 2:00 PM
2:00 PM,IR811,Tehran (IKA),Iran Air,A332 (EP-IJB),Departed 2:33 PM
2:05 PM,UK775,Kolkata (CCU),Vistara,B738 (VT-TGI),Departed 2:55 PM
2:10 PM,AI617,Hyderabad (HYD),Air India,A319 (VT-SCR),Departed 3:01 PM
2:10 PM,SG2548,Jabalpur (JLR),SpiceJet,DH8D (VT-SQB),Departed 3:40 PM
2:20 PM,6E957,Thiruvananthapuram (TRV),IndiGo,A20N (VT-IZG),Departed 3:37 PM
2:25 PM,QR8605,Doha (DOH),Qatar Cargo,B77L (A7-BFS),Departed 3:04 PM
2:25 PM,6E324,Raipur (RPR),IndiGo,A21N (VT-IUD),Departed 2:56 PM
2:25 PM,6E342,Lucknow (LKO),IndiGo,A20N (VT-IZM),Departed 3:10 PM
2:30 PM,UK655,Jodhpur (JDH),Vistara,B738 (VT-TGD),Departed 3:00 PM
2:35 PM,AI340,Bangkok (BKK),Air India,A20N (VT-EXQ),Departed 3:36 PM
2:35 PM,G8382,Bengaluru (BLR),GoAir,A320 (VT-WAL),Departed 2:50 PM
2:40 PM,G85,Abu Dhabi (AUH),GoAir,A20N (VT-WGG),Departed 3:26 PM
2:40 PM,UK944,Delhi (DEL),Vistara,A320 (VT-TTI),Departed 3:14 PM
2:40 PM,6E933,Delhi (DEL),IndiGo,A320 (VT-IAO),Departed 3:28 PM
2:45 PM,SG6354,Andal (RDP),SpiceJet,B737 (VT-SLP),Departed 3:21 PM
2:45 PM,SG6365,Kolkata (CCU),SpiceJet,B738 (VT-SLF),Departed 3:07 PM
2:45 PM,6E768,Chennai (MAA),IndiGo,A320 (VT-IKA),Departed 3:15 PM
2:50 PM,SG2872,Belgaum (IXG),SpiceJet,DH8D (VT-SQJ),Departed 3:52 PM
2:50 PM,6.00E+83,Dubai (DXB),IndiGo,A320 (VT-IGU),Departed 3:18 PM
3:00 PM,AI965,Hyderabad (HYD),Air India,B744 (VT-EVA),Departed 3:42 PM
3:00 PM,I5481,Delhi (DEL),AirAsia,A320 (VT-JPR),Departed 3:33 PM
3:10 PM,G82605,Goa (GOI),GoAir,A320 (VT-GOM),Departed 3:45 PM
3:10 PM,SG6437,Thiruvananthapuram (TRV),SpiceJet,B738 (VT-SYJ),Departed 3:32 PM
3:15 PM,G8397,Lucknow (LKO),GoAir,A20N (VT-WGQ),Departed 3:48 PM
3:15 PM,6E419,Goa (GOI),IndiGo,A320 (VT-IGT),Departed 4:07 PM
3:20 PM,9I653,Shirdi (SAG),Alliance Air,AT76 (VT-RKL),Departed 4:34 PM
3:25 PM,AI442,Aurangabad (IXU),Air India,A20N (VT-EXG),Departed 3:55 PM
3:25 PM,6.00E+264,Bhopal (BHO),IndiGo,A320 (VT-IHD),Departed 3:49 PM
3:30 PM,EK507,Dubai (DXB),Emirates,B77W (A6-ECV),Departed 4:00 PM
3:30 PM,6E917,Vadodara (BDQ),IndiGo,A320 (VT-IKI),Departed 3:55 PM
