Time,Flight Number,Destination,Flight Name,Aircraft,Status
12:05 AM,G82508,Delhi (DEL),GoAir,A320 (VT-GOM),Departed 12:09 AM
12:05 AM,I5330,Delhi (DEL),AirAsia,A320 (VT-ATF),Departed 12:04 AM
12:05 AM,PG734,Bangkok (BKK),Bangkok Airways (Guilin Livery),A320 (HS-PGU),Departed 12:12 AM
12:10 AM,UA49,New York (EWR),United Airlines,B77W (N2749U),Departed 12:21 AM
12:15 AM,6E848,Bengaluru (BLR),IndiGo,A20N (VT-IZS),Departed 12:45 AM
12:20 AM,6E386,Chennai (MAA),IndiGo,A320 (VT-IGW),Departed 12:24 AM
12:25 AM,6E6185,Cochin (COK),IndiGo,A20N (VT-ITE),Departed 12:32 AM
12:30 AM,SG612,Goa (GOI),SpiceJet,B737 (VT-SLB),Departed 12:49 AM
12:35 AM,G8383,Kannur (CNN),GoAir,A20N (VT-WJA),Departed 12:46 AM
12:35 AM,SG490,Kolkata (CCU),SpiceJet,737,Estimated dep. 12:35 AM
12:45 AM,AI911,Dubai (DXB),Air India,B788 (VT-ANK),Departed 1:03 AM
12:50 AM,SG789,Bengaluru (BLR),SpiceJet,B738 (VT-SYC),Departed 12:56 AM
12:50 AM,SG6287,Chennai (MAA),SpiceJet,737,Departed 12:51 AM
12:50 AM,6E5384,Hyderabad (HYD),IndiGo,A20N (VT-IZI),Departed 1:00 AM
12:50 AM,6E6489,Delhi (DEL),IndiGo,A320 (VT-IKD),Departed 12:53 AM
12:55 AM,DL25,New York (JFK),Delta Air Lines,B77L (N703DN),Departed 1:07 AM
12:55 AM,SQ425,Singapore (SIN),Singapore Airlines,B772 (9V-SVC),Departed 1:13 AM
1:10 AM,I5308,Bengaluru (BLR),AirAsia,A320 (VT-ATQ),Departed 1:10 AM
1:20 AM,LX155,Zurich (ZRH),Swiss,A343 (HB-JMC),Departed 1:25 AM
1:25 AM,G821,Phuket (HKT),GoAir,A20N (VT-WGX),Departed 1:30 AM
1:25 AM,6E1768,Dubai (DXB),IndiGo,A320 (VT-IHA),Departed 1:35 AM
1:30 AM,AI191,New York (EWR),Air India,B77W (VT-ALR),Departed 1:46 AM
1:35 AM,AI31,Ahmedabad (AMD),Air India,B788 (VT-ANG),Departed 1:48 AM
1:35 AM,LH767,Munich (MUC),Lufthansa,A359 (D-AIXO),Departed 2:00 AM
1:40 AM,CX660,Hong Kong (HKG),Cathay Pacific,A333 (B-LAL),Departed 1:57 AM
1:50 AM,I5317,Kolkata (CCU),AirAsia,A320 (VT-HKG),Departed 1:45 AM
1:50 AM,6.00E+19,Singapore (SIN),IndiGo,A320 (VT-IES),Departed 1:56 AM
1:50 AM,6.00E+154,Delhi (DEL),IndiGo,A320 (VT-IEQ),Departed 1:52 AM
2:00 AM,AI33,Goa (GOI),Air India,A319 (VT-SCR),Departed 2:08 AM
2:05 AM,AF217,Paris (CDG),Air France,B77W (F-GSQC),Departed 2:19 AM
2:15 AM,BA138,London (LHR),British Airways,B772 (G-YMMO),Departed 2:33 AM
2:20 AM,SG6267,Delhi (DEL),SpiceJet,B738 (VT-SZA),Departed 2:15 AM
