Time,Flight Number,Destination,Flight Name,Aircraft,Status
12:05 AM,G82508,Delhi (DEL),GoAir,A20N (VT-WGU),Departed 12:40 AM
12:05 AM,I5330,Delhi (DEL),AirAsia,A320 (VT-VTZ),Departed 12:22 AM
12:05 AM,PG734,Bangkok (BKK),Bangkok Airways (Krabi Livery),A320 (HS-PGV),Departed 12:15 AM
12:10 AM,UA49,New York (EWR),United Airlines,B77W (N2136U),Departed 12:25 AM
12:15 AM,6E848,Bengaluru (BLR),IndiGo,A320 (VT-INZ),Departed 12:34 AM
12:20 AM,6E386,Chennai (MAA),IndiGo,A20N (VT-IJT),Departed 12:48 AM
12:25 AM,6E6185,Cochin (COK),IndiGo,A320 (VT-IHY),Departed 12:51 AM
12:30 AM,SG612,Goa (GOI),SpiceJet,B737 (VT-SLB),Departed 12:57 AM
12:35 AM,G8383,Kannur (CNN),GoAir,A20N (VT-WJR),Departed 12:55 AM
12:35 AM,SG490,Kolkata (CCU),SpiceJet,B737 (VT-SYT),Departed 1:13 AM
12:45 AM,AI911,Dubai (DXB),Air India,B788 (VT-ANZ),Departed 1:23 AM
12:50 AM,SG6287,Chennai (MAA),SpiceJet,B738 (VT-SXA),Departed 1:04 AM
12:50 AM,6E5384,Hyderabad (HYD),IndiGo,A20N (VT-IJR),Departed 1:10 AM
12:50 AM,6E6489,Delhi (DEL),IndiGo,A320 (VT-IEQ),Departed 1:09 AM
12:55 AM,DL25,New York (JFK),Delta Air Lines,B77L (N705DN),Departed 1:14 AM
1:10 AM,I5308,Bengaluru (BLR),AirAsia,A320 (VT-MOD),Departed 1:45 AM
1:20 AM,LX155,Zurich (ZRH),Swiss,A343 (HB-JMH),Departed 1:31 AM
1:25 AM,G821,Phuket (HKT),GoAir,A20N (VT-WGJ),Departed 1:26 AM
1:25 AM,6E1768,Dubai (DXB),IndiGo,A320 (VT-IHM),Departed 1:35 AM
1:30 AM,AI191,New York (EWR),Air India,B77W (VT-ALM),Departed 2:04 AM
1:35 AM,AI31,Ahmedabad (AMD),Air India,B788 (VT-ANK),Departed 1:53 AM
1:35 AM,LH767,Munich (MUC),Lufthansa,A359 (D-AIXK),Departed 1:50 AM
1:40 AM,CX660,Hong Kong (HKG),Cathay Pacific,B77W (B-KQD),Departed 1:48 AM
1:50 AM,I5317,Kolkata (CCU),AirAsia,A320 (VT-CCU),Departed 1:55 AM
1:50 AM,6.00E+19,Singapore (SIN),IndiGo,A320 (VT-IFI),Departed 1:58 AM
1:50 AM,6.00E+154,Delhi (DEL),IndiGo,A20N (VT-ITP),Departed 2:01 AM
2:00 AM,AI33,Goa (GOI),Air India,A319 (VT-SCM),Departed 2:41 AM
2:15 AM,BA138,London (LHR),British Airways,B772 (G-YMMK),Departed 2:31 AM
2:20 AM,SG6267,Delhi (DEL),SpiceJet,B738 (VT-SYY),Departed 2:39 AM
2:25 AM,KU302,Kuwait City (KWI),Kuwait Airways,A320 (9K-AKH),Departed 2:15 AM
2:25 AM,BZ154,Ahmedabad (AMD),Blue Dart Aviation,B752 (VT-BDA),Departed 2:33 AM
2:30 AM,KL878,Amsterdam (AMS),KLM,B78X (PH-BKC),Departed 2:46 AM
2:30 AM,6.00E+272,Hyderabad (HYD),IndiGo,A320 (VT-IFA),Departed 2:35 AM
2:35 AM,SG748,Hyderabad (HYD),SpiceJet,B738 (VT-SYX),Departed 2:36 AM
2:40 AM,WE336,Bangkok (BKK),THAI Smile,A320 (HS-TXC),Departed 2:41 AM
2:50 AM,MS969,Cairo (CAI),EgyptAir,A332 (SU-GCG),Departed 4:03 AM
2:55 AM,LH757,Frankfurt (FRA),Lufthansa,B744 (D-ABVM),Departed 4:06 AM
3:00 AM,VS355,London (LHR),Virgin Atlantic,B789 (G-VDIA),Departed 3:29 AM
3:00 AM,SG7064,Delhi (DEL),SpiceXpress,B737 (VT-SFB),Departed 3:23 AM
3:05 AM,UK924,Delhi (DEL),Vistara (Retro Livery),A20N (VT-ATV),Departed 3:18 AM
3:05 AM,BZ102,Delhi (DEL),Blue Dart Aviation,B752 (VT-BDQ),Departed 3:00 AM
3:10 AM,UL142,Colombo (CMB),SriLankan Airlines,A320 (4R-MRE),Departed 3:03 AM
4:00 AM,QR557,Doha (DOH),Qatar Airways,A333 (A7-AEN),Departed 4:14 AM
4:00 AM,G8461,Port Blair (IXZ),GoAir,A320 (VT-GOO),Departed 4:08 AM
4:05 AM,ET611,Addis Ababa (ADD),Ethiopian Airlines,A359 (ET-ATY),Departed 4:19 AM
4:05 AM,J9402,Kuwait City (KWI),Jazeera Airways,A320 (9K-CAN),Departed 4:23 AM
4:05 AM,SG81,Bangkok (BKK),SpiceJet,B738 (VT-SYV),Departed 4:17 AM
4:15 AM,WB501,Kigali (KGL),RwandAir,738,Estimated dep. 4:15 AM
4:15 AM,EK501,Dubai (DXB),Emirates (50th Anniversary - Dubai Rugby Sevens),A388 (A6-EEV),Departed 4:45 AM
4:25 AM,SG7045,Sharjah (SHJ),SpiceJet,-,Canceled
4:40 AM,EY205,Abu Dhabi (AUH),Etihad,B789 (A6-BLY),Departed 4:49 AM
4:50 AM,SG7032,Bengaluru (BLR),SpiceXpress,B738 (VT-SFF),Departed 6:31 AM
4:55 AM,G8575,Goa (GOI),GoAir,A20N (VT-WGD),Departed 5:00 AM
4:55 AM,G9407,Sharjah (SHJ),Air Arabia,A320 (A6-AOK),Departed 5:55 AM
5:00 AM,6E6181,Kolkata (CCU),IndiGo,A20N (VT-IZO),Departed 4:58 AM
5:05 AM,FZ446,Dubai (DXB),flydubai,B738 (A6-FEK),Departed 5:27 AM
5:05 AM,AI83,Goa (GOI),Air India,A20N (VT-EXJ),Departed 5:35 AM
5:05 AM,6E1766,Kuwait City (KWI),IndiGo,A320 (VT-IFT),Departed 5:03 AM
5:10 AM,BZ201,Bengaluru (BLR),Blue Dart Aviation,B752 (VT-BDB),Departed 5:40 AM
5:10 AM,G8347,Cochin (COK),GoAir,A20N (VT-WGP),Departed 5:11 AM
5:15 AM,6E6186,Vadodara (BDQ),IndiGo,A20N (VT-IVK),Departed 5:13 AM
5:20 AM,I5715,Delhi (DEL),AirAsia,A320 (VT-BKK),Departed 5:10 AM
5:20 AM,SG6276,Jaipur (JAI),SpiceJet,B738 (VT-SGJ),Departed 5:15 AM
5:20 AM,6.00E+207,Jaipur (JAI),IndiGo,A320 (VT-IAL),Departed 5:30 AM
5:20 AM,SG7086,Bengaluru (BLR),SpiceXpress,B737 (VT-SFE),Departed 5:38 AM
5:25 AM,AI54,Cochin (COK),Air India,A319 (VT-SCQ),Departed 5:34 AM
5:25 AM,BZ481,Hyderabad (HYD),Blue Dart Aviation,B752 (VT-BDM),Departed 5:46 AM
5:30 AM,AI986,Ahmedabad (AMD),Air India,A20N (VT-CID),Departed 5:52 AM
5:31 AM,UK954,Delhi (DEL),Vistara,A20N (VT-TNH),Departed 5:42 AM
5:31 AM,HM261,Victoria (SEZ),Air Seychelles,A20N (S7-VEV),Departed 5:49 AM
5:31 AM,SG241,Kolkata (CCU),SpiceJet,B738 (VT-SLM),Departed 6:00 AM
5:35 AM,AI627,Nagpur (NAG),Air India,A20N (VT-EXL),Departed 5:53 AM
5:35 AM,6E6179,Ranchi (IXR),IndiGo,A20N (VT-ITM),Departed 5:33 AM
5:40 AM,AI605,Aurangabad (IXU),Air India,A319 (VT-SCH),Departed 6:05 AM
5:40 AM,AI570,Chennai (MAA),Air India,A20N (VT-EXK),Departed 3:09 PM
5:45 AM,G8390,Jaipur (JAI),GoAir,A20N (VT-WGR),Departed 5:59 AM
5:45 AM,SG421,Hyderabad (HYD),SpiceJet,B737 (VT-SLP),Departed 6:03 AM
5:50 AM,G8305,Chennai (MAA),GoAir,A320 (VT-GOR),Departed 6:04 AM
5:50 AM,9I649,Surat (STV),Alliance Air,ATR,Unknown
5:55 AM,SG6480,Guwahati (GAU),SpiceJet,B738 (VT-SLH),Departed 6:21 AM
5:55 AM,SG6280,Jammu (IXJ),SpiceJet,B737 (VT-SYO),Departed 7:30 AM
6:00 AM,SG8160,Delhi (DEL),SpiceJet,B738 (VT-SGQ),Departed 6:18 AM
6:00 AM,G8317,Bengaluru (BLR),GoAir,A320 (VT-GOL),Departed 6:08 AM
6:00 AM,G8329,Delhi (DEL),GoAir,A20N (VT-WJR),Departed 6:10 AM
6:00 AM,UK845,Bengaluru (BLR),Vistara,B738 (VT-TGE),Departed 6:09 AM
6:01 AM,AI621,Chandigarh (IXC),Air India,A320 (VT-EXD),Departed 6:26 AM
6:01 AM,AI633,Bhopal (BHO),Air India,A319 (VT-SCV),Departed 6:34 AM
6:05 AM,G82601,Nagpur (NAG),GoAir,A20N (VT-WJC),Departed 6:12 AM
6:05 AM,UK821,Chennai (MAA),Vistara,B738 (VT-TGB),Departed 6:15 AM
6:05 AM,6.00E+199,Bengaluru (BLR),IndiGo,A20N (VT-IVG),Departed 6:11 AM
6:05 AM,6E6613,Delhi (DEL),IndiGo,A20N (VT-IJD),Departed 6:30 AM
6:10 AM,UK873,Hyderabad (HYD),Vistara,A20N (VT-TNE),Departed 6:26 AM
6:10 AM,AI675,Kolkata (CCU),Air India,A321 (VT-PPA),Departed 7:22 AM
6:10 AM,6.00E+229,Chennai (MAA),IndiGo,A320 (VT-IDL),Departed 6:19 AM
6:15 AM,AI603,Bengaluru (BLR),Air India,A20N (VT-CIE),Departed 7:14 AM
6:15 AM,6E461,Hyderabad (HYD),IndiGo,A20N (VT-ITR),Departed 6:22 AM
