Time,Flight Number,Destination,Flight Name,Aircraft,Status
4:50 AM,SG7032,Bengaluru (BLR),SpiceXpress,B738 (VT-SFF),Departed 5:11 AM
4:55 AM,G8575,Goa (GOI),GoAir,A320 (VT-GOR),Departed 4:51 AM
4:55 AM,G9407,Sharjah (SHJ),Air Arabia,A320 (A6-ANV),Departed 7:02 AM
5:00 AM,AI601,Rajkot (RAJ),Air India,A319 (VT-SCR),Departed 5:17 AM
5:00 AM,6E6181,Kolkata (CCU),IndiGo,A20N (VT-IJK),Departed 5:07 AM
5:05 AM,FZ446,Dubai (DXB),flydubai,B738 (A6-FEA),Departed 6:46 AM
5:05 AM,6E1766,Kuwait City (KWI),IndiGo,A320 (VT-IAS),Departed 6:15 AM
5:10 AM,G8347,Cochin (COK),GoAir,A20N (VT-WGE),Departed 5:15 AM
5:10 AM,BZ201,Bengaluru (BLR),Blue Dart Aviation,B752 (VT-BDQ),Departed 5:20 AM
5:15 AM,6E6186,Vadodara (BDQ),IndiGo,A20N (VT-IVO),Departed 5:14 AM
5:20 AM,I5715,Delhi (DEL),AirAsia,A320 (VT-SIN),Departed 5:26 AM
5:20 AM,SG6276,Jaipur (JAI),SpiceJet,B738 (VT-SYI),Departed 5:22 AM
5:20 AM,6.00E+207,Jaipur (JAI),IndiGo,A20N (VT-ITL),Departed 5:24 AM
5:20 AM,SG7086,Bengaluru (BLR),SpiceXpress,B737 (VT-SFE),Departed 5:18 AM
5:25 AM,BZ481,Hyderabad (HYD),Blue Dart Aviation,B752 (VT-BDM),Departed 5:57 AM
5:30 AM,HM261,Victoria (SEZ),Air Seychelles,A20N (S7-VEV),Departed 5:45 AM
5:31 AM,AI54,Cochin (COK),Air India,A319 (VT-SCL),Departed 5:40 AM
5:31 AM,AI986,Ahmedabad (AMD),Air India,A20N (VT-EXU),Departed 8:19 AM
5:31 AM,SG241,Kolkata (CCU),SpiceJet,B738 (VT-SLF),Departed 5:39 AM
5:31 AM,UK954,Delhi (DEL),Vistara,A20N (VT-TNK),Departed 5:49 AM
5:35 AM,6E6179,Ranchi (IXR),IndiGo,A320 (VT-IGJ),Departed 6:05 AM
5:45 AM,G8390,Jaipur (JAI),GoAir,A20N (VT-WJN),Departed 6:25 AM
5:45 AM,AI633,Bhopal (BHO),Air India,A319 (VT-SCV),Departed 6:32 AM
5:45 AM,SG421,Hyderabad (HYD),SpiceJet,B737 (VT-SYU),Departed 5:55 AM
5:50 AM,TC401,Dar-es-Salaam (DAR),Air Tanzania,B788 (5H-TCG),Departed 6:26 AM
5:50 AM,G8305,Chennai (MAA),GoAir,A320 (VT-GOL),Departed 6:17 AM
5:55 AM,LH8371,Hyderabad (HYD),Lufthansa Cargo,MD11 (D-ALCA),Departed 6:43 AM
5:55 AM,AI627,Nagpur (NAG),Air India,A20N (VT-EXJ),Departed 7:08 AM
5:55 AM,SG6280,Jammu (IXJ),SpiceJet,B737 (VT-SLP),Departed 8:05 AM
5:55 AM,SG6480,Guwahati (GAU),SpiceJet,B738 (VT-SYA),Departed 6:10 AM
6:00 AM,G8329,Delhi (DEL),GoAir,A320 (VT-GOJ),Departed 6:22 AM
6:00 AM,G8317,Bengaluru (BLR),GoAir,A20N (VT-WJE),Departed 6:28 AM
6:00 AM,SG8160,Delhi (DEL),SpiceJet,B738 (VT-SYM),Departed 6:35 AM
6:00 AM,UK845,Bengaluru (BLR),Vistara,B738 (VT-TGE),Departed 6:20 AM
6:05 AM,G82601,Nagpur (NAG),GoAir,A20N (VT-WGR),Departed 6:00 AM
6:05 AM,BZ4481,Hyderabad (HYD),Blue Dart Aviation,75F,Unknown
6:05 AM,UK821,Chennai (MAA),Vistara,B738 (VT-TGB),Departed 6:22 AM
6:05 AM,6.00E+199,Bengaluru (BLR),IndiGo,A320 (VT-IKB),Departed 6:37 AM
6:05 AM,6E6613,Delhi (DEL),IndiGo,A320 (VT-IHD),Departed 6:08 AM
6:10 AM,AI675,Kolkata (CCU),Air India,A20N (VT-EXV),Departed 6:29 AM
6:10 AM,UK873,Hyderabad (HYD),Vistara,A20N (VT-TNU),Departed 6:42 AM
6:10 AM,6.00E+229,Chennai (MAA),IndiGo,A320 (VT-INU),Departed 6:13 AM
6:15 AM,AI603,Bengaluru (BLR),Air India,A20N (VT-EXL),Departed 7:09 AM
6:15 AM,6E461,Hyderabad (HYD),IndiGo,A320 (VT-IDS),Departed 6:38 AM
6:20 AM,6E1835,Abu Dhabi (AUH),IndiGo,A21N (VT-IUB),Departed 6:58 AM
6:25 AM,6E567,Aurangabad (IXU),IndiGo,A320 (VT-IHE),Departed 6:52 AM
6:25 AM,SG6431,Hyderabad (HYD),SpiceJet,B737 (VT-SYP),Departed 6:49 AM
6:30 AM,GF57,Bahrain (BAH),Gulf Air,A321 (A9C-CF),Departed 6:55 AM
6:30 AM,UK928,Delhi (DEL),Vistara (Retro Livery),A20N (VT-ATV),Departed 6:59 AM
6:30 AM,6E6182,Indore (IDR),IndiGo,A20N (VT-IJF),Departed 6:53 AM
6:35 AM,KQ205,Nairobi (NBO),Kenya Airways,B738 (5Y-CYA),Departed 7:59 AM
6:35 AM,SG6285,Dehradun (DED),SpiceJet,B738 (VT-SXC),Departed 7:06 AM
6:35 AM,9I625,Bhuj (BHJ),Alliance Air,AT76 (VT-RKG),Departed 7:22 AM
6:45 AM,MK749,Port Louis (MRU),Air Mauritius,A332 (3B-NBM),Departed 7:30 AM
6:45 AM,AI581,Kozhikode (CCJ),Air India,A321 (VT-PPD),Departed 7:12 AM
6:45 AM,6E5047,Delhi (DEL),IndiGo,A320 (VT-IHK),Departed 7:03 AM
6:50 AM,TK721,Istanbul (IST),Turkish Airlines,B77W (TC-LKC),Departed 7:43 AM
6:50 AM,AI83,Goa (GOI),Air India,A20N (VT-EXH),Departed 7:32 AM
6:50 AM,SG376,Patna (PAT),SpiceJet,B738 (VT-SLJ),Departed 7:24 AM
6:50 AM,SL219,Bangkok (DMK),Thai Lion Air,B738 (HS-LUH),Departed 7:26 AM
6:55 AM,UK771,Kolkata (CCU),Vistara,B738 (VT-TGI),Departed 7:21 AM
7:00 AM,AI131,London (LHR),Air India,B77W (VT-ALM),Departed 9:56 AM
7:00 AM,UK851,Bengaluru (BLR),Vistara,B738 (VT-TGA),Departed 7:18 AM
7:10 AM,6E958,Guwahati (GAU),IndiGo,A320 (VT-IGX),Departed 7:28 AM
7:15 AM,KU304,Kuwait City (KWI),Kuwait Airways,A320 (9K-AKF),Departed 7:35 AM
7:20 AM,SG8152,Delhi (DEL),SpiceJet,B738 (VT-SYZ),Departed 7:40 AM
7:25 AM,SG611,Chennai (MAA),SpiceJet,B737 (VT-SLB),Departed 7:45 AM
7:25 AM,6.00E+213,Ahmedabad (AMD),IndiGo,A320 (VT-IDM),Departed 7:37 AM
7:25 AM,6E5301,Bhopal (BHO),IndiGo,A320 (VT-IHV),Departed 7:56 AM
7:30 AM,AI649,Amritsar (ATQ),Air India,A320 (VT-EXD),Departed 9:06 AM
7:35 AM,G8365,Ahmedabad (AMD),GoAir,A20N (VT-WJP),Departed 8:04 AM
7:35 AM,6E715,Bengaluru (BLR),IndiGo,A20N (VT-IVG),Departed 7:48 AM
7:45 AM,IX22,Vijayawada (VGA),Air India Express (Kathakali/Bharatanatyam Livery),B738 (VT-GHE),Departed 8:06 AM
7:45 AM,SG704,Varanasi (VNS),Corendon Airlines,B738 (TC-TJU),Departed 8:03 AM
7:45 AM,6E964,Delhi (DEL),IndiGo,A320 (VT-IEC),Departed 7:53 AM
7:45 AM,6E6749,Kolkata (CCU),IndiGo,A320 (VT-IHL),Departed 8:01 AM
7:50 AM,I5302,Bengaluru (BLR),AirAsia,A320 (VT-IMP),Departed 8:07 AM
7:50 AM,SG6373,Siliguri (IXB),SpiceJet,B738 (VT-SGQ),Departed 8:10 AM
7:55 AM,AI625,Lucknow (LKO),Air India,A321 (VT-PPV),Departed 8:30 AM
8:00 AM,G8327,Delhi (DEL),GoAir,A320 (VT-GOK),Departed 8:22 AM
8:00 AM,AI864,Delhi (DEL),Air India,A20N (VT-CIE),Departed 8:18 AM
8:10 AM,SG6356,Thiruvananthapuram (TRV),SpiceJet,B738 (VT-SLI),Departed 8:57 AM
8:15 AM,6E5323,Bengaluru (BLR),IndiGo,A20N (VT-IVN),Departed 8:29 AM
8:15 AM,AI348,Delhi (DEL),Air India,B788 (VT-ANQ),Departed 8:47 AM
8:20 AM,AI688,Dehradun (DED),Air India,A319 (VT-SCR),Departed 9:09 AM
8:20 AM,SG497,Bengaluru (BLR),SpiceJet,B738 (VT-SYJ),Departed 8:44 AM
8:25 AM,EY213,Abu Dhabi (AUH),Etihad,A320 (A6-EIQ),Departed 8:59 AM
8:25 AM,AI909,Dubai (DXB),Air India,B788 (VT-ANZ),Departed 9:19 AM
8:25 AM,SG6421,Kolkata (CCU),SpiceJet,737,Unknown
8:25 AM,6E5336,Delhi (DEL),IndiGo,A320 (VT-IEK),Departed 8:51 AM
8:30 AM,6.00E+63,Dubai (DXB),IndiGo,A320 (VT-IAL),Departed 8:46 AM
8:30 AM,6E5325,Nagpur (NAG),IndiGo,A20N (VT-IZP),Departed 8:54 AM
8:35 AM,G8381,Chandigarh (IXC),GoAir,A320 (VT-GOR),Departed 9:03 AM
8:35 AM,I5882,Delhi (DEL),AirAsia,A320 (VT-SXR),Departed 8:50 AM
8:35 AM,6.00E+205,Siliguri (IXB),IndiGo,A20N (VT-IZZ),Departed 8:41 AM
8:40 AM,I5315,Delhi (DEL),AirAsia,A320 (VT-BKK),Departed 9:01 AM
8:45 AM,UK970,Delhi (DEL),Vistara,A320 (VT-TTG),Departed 9:10 AM
8:50 AM,AI806,Delhi (DEL),Air India,A321 (VT-PPB),Departed 9:15 AM
8:50 AM,6E5373,Patna (PAT),IndiGo,A20N (VT-IVO),Departed 9:17 AM
8:55 AM,SG63,Dhaka (DAC),SpiceJet,B738 (VT-SGY),Departed 9:25 AM
8:55 AM,6E382,Hyderabad (HYD),IndiGo,A20N (VT-IVQ),Departed 9:12 AM
9:00 AM,AI866,Delhi (DEL),Air India,A20N (VT-CIF),Departed 12:02 PM
9:05 AM,UK863,Bengaluru (BLR),Vistara,B738 (VT-TGH),Departed 10:09 AM
9:15 AM,SG479,Jaisalmer (JSA),SpiceJet,B737 (VT-SYO),Departed 9:51 AM
9:15 AM,SG8133,Jodhpur (JDH),SpiceJet,B738 (VT-SGG),Departed 9:58 AM
9:20 AM,SG6361,Coimbatore (CJB),SpiceJet,B738 (VT-SLL),Departed 9:39 AM
9:20 AM,6E495,Chandigarh (IXC),IndiGo,A20N (VT-IZC),Departed 9:44 AM
9:25 AM,SG2873,Porbandar (PBD),SpiceJet,DH8D (VT-SUO),Departed 10:16 AM
9:25 AM,6E374,Kolkata (CCU),IndiGo,A320 (VT-IGV),Departed 9:48 AM
9:25 AM,6E801,Raipur (RPR),IndiGo,A21N (VT-IUJ),Departed 9:36 AM
9:30 AM,AI635,Indore (IDR),Air India,A319 (VT-SCM),Departed 10:06 AM
9:30 AM,SG5,Dubai (DXB),SpiceJet,B738 (VT-SGJ),Departed 10:28 AM
9:30 AM,6E6126,Delhi (DEL),IndiGo,A320 (VT-IED),Departed 10:04 AM
9:35 AM,6.00E+236,Bengaluru (BLR),IndiGo,A20N (VT-IVV),Departed 10:02 AM
9:40 AM,6E6834,Chennai (MAA),IndiGo,A320 (VT-IFI),Departed 10:14 AM
9:45 AM,UK825,Chennai (MAA),Vistara,B738 (VT-TGD),Departed 10:20 AM
9:46 AM,AI671,Chennai (MAA),Air india (Star Alliance Livery),A20N (VT-EXO),Departed 10:52 AM
9:50 AM,G8319,Delhi (DEL),GoAir,A20N (VT-WGJ),Departed 10:25 AM
9:55 AM,6E568,Mangalore (IXE),IndiGo,A320 (VT-IHE),Departed 10:22 AM
9:55 AM,SV749,Riyadh (RUH),Saudia,A333 (HZ-AQG),Departed 11:38 AM
10:00 AM,AI645,Jodhpur (JDH),Air India,A20N (VT-EXF),Departed 11:07 AM
10:00 AM,AI809,Delhi (DEL),Air India,A20N (VT-EXS),Departed 12:22 PM
10:10 AM,SG6702,Delhi (DEL),SpiceJet,B738 (VT-SYB),Departed 10:31 AM
10:20 AM,6E533,Bhubaneswar (BBI),IndiGo,A320 (VT-IEW),Departed 10:34 AM
10:25 AM,EK505,Dubai (DXB),Emirates,B77W (A6-EGM),Departed 10:47 AM
10:25 AM,AI679,Mangalore (IXE),Air India,A20N (VT-EXQ),Departed 11:41 AM
10:25 AM,AI695,Varanasi (VNS),Air India,A319 (VT-SCV),Departed 11:20 AM
10:25 AM,SG6258,Patna (PAT),SpiceJet,B738 (VT-SXA),Departed 11:00 AM
10:25 AM,UK994,Delhi (DEL),Vistara,A320 (VT-TTJ),Departed 10:41 AM
10:30 AM,6E453,Amritsar (ATQ),IndiGo,A320 (VT-IDX),Departed 10:50 AM
10:30 AM,6E496,Indore (IDR),IndiGo,A320 (VT-IHZ),Departed 10:58 AM
10:30 AM,G8287,Jammu (IXJ),GoAir,A20N (VT-WJI),Departed 11:02 AM
10:30 AM,SG6429,Kanpur (KNU),SpiceJet,B738 (VT-SYY),Departed 12:36 PM
10:30 AM,WY202,Muscat (MCT),Oman Air,B788 (A4O-SA),Departed 10:44 AM
10:40 AM,6E1783,Male (MLE),IndiGo,A320 (VT-IHJ),Departed 10:55 AM
10:45 AM,6E559,Jammu (IXJ),IndiGo,A20N (VT-ITO),Departed 11:14 AM
10:45 AM,SQ7951,Singapore (SIN),Singapore Airlines Cargo,B744 (9V-SFN),Departed 11:46 AM
10:45 AM,AI651,Raipur (RPR),Air India,A321 (VT-PPK),Departed 12:10 PM
