Source,Destination,Flight Name,type,Status,Time,Actual_Time,Delay 
Ahmedabad (AMD),Mumbai,Air India,A,0,2020-02-09 06:37:00,2020-02-09 06:52:00,15.0
Goa (GOI),Mumbai,SpiceJet,A,0,2020-02-09 06:40:00,2020-02-09 06:21:00,19.0
Ahmedabad (AMD),Mumbai,SpiceJet,A,0,2020-02-09 06:40:00,2020-02-09 05:53:00,47.0
Muscat (MCT),Mumbai,Oman Air,A,0,2020-02-09 06:40:00,2020-02-09 06:04:00,36.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-09 06:40:00,2020-02-09 06:36:00,4.0
Nagpur (NAG),Mumbai,IndiGo,A,0,2020-02-09 06:45:00,2020-02-09 06:25:00,20.0
Mumbai,Goa (GOI),Vistara,D,1,2020-02-09 06:45:00,2020-02-09 07:05:00,20.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-09 06:45:00,2020-02-09 07:11:00,26.0
Chennai (MAA),Mumbai,GoAir,A,0,2020-02-09 06:50:00,2020-02-09 06:46:00,4.0
Mumbai,Istanbul (IST),Turkish Airlines,D,1,2020-02-09 06:50:00,2020-02-09 07:12:00,22.0
Mumbai,Doha (DOH),Air India Express (Kathakali/Bharatanatyam Livery),D,1,2020-02-09 06:50:00,2020-02-09 07:08:00,18.0
Mumbai,Patna (PAT),SpiceJet,D,1,2020-02-09 06:50:00,2020-02-09 07:21:00,31.0
Mumbai,Bangkok (DMK),Thai Lion Air,D,1,2020-02-09 06:50:00,2020-02-09 07:17:00,27.0
Jeddah (JED),Mumbai,SpiceJet,A,0,2020-02-09 06:55:00,2020-02-09 07:15:00,20.0
Sharjah (SHJ),Mumbai,Air India Express (Sitar/Tabla Livery),A,0,2020-02-09 06:55:00,2020-02-09 06:28:00,27.0
Mumbai,Kolkata (CCU),Vistara,D,1,2020-02-09 06:55:00,2020-02-09 07:20:00,25.0
Riyadh (RUH),Mumbai,SpiceJet,A,0,2020-02-09 07:00:00,2020-02-09 06:35:00,25.0
Mumbai,Delhi (DEL),Air India,D,1,2020-02-09 07:00:00,2020-02-09 07:28:00,28.0
Mumbai,Bengaluru (BLR),Vistara,D,1,2020-02-09 07:00:00,2020-02-09 07:26:00,26.0
Hyderabad (HYD),Mumbai,Corendon Airlines,A,0,2020-02-09 07:05:00,2020-02-09 06:47:00,18.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-09 07:05:00,2020-02-09 06:41:00,24.0
Jaipur (JAI),Mumbai,IndiGo,A,0,2020-02-09 07:05:00,2020-02-09 06:14:00,51.0
Mumbai,Indore (IDR),Air India,D,1,2020-02-09 07:05:00,2020-02-09 07:33:00,28.0
Bengaluru (BLR),Mumbai,AirAsia,A,0,2020-02-09 07:10:00,2020-02-09 07:10:00,0.0
Bengaluru (BLR),Mumbai,SpiceJet,A,0,2020-02-09 07:10:00,2020-02-09 06:58:00,12.0
Mumbai,Guwahati (GAU),IndiGo,D,1,2020-02-09 07:10:00,2020-02-09 07:44:00,34.0
Addis Ababa (ADD),Mumbai,Ethiopian Airlines,A,0,2020-02-09 07:15:00,2020-02-09 06:58:00,17.0
Hyderabad (HYD),Mumbai,Air India,A,2,2020-02-09 07:15:00,,
Chennai (MAA),Mumbai,IndiGo,A,0,2020-02-09 07:15:00,2020-02-09 07:08:00,7.0
Mumbai,Kuwait City (KWI),Kuwait Airways,D,1,2020-02-09 07:15:00,2020-02-09 07:23:00,8.0
Bengaluru (BLR),Mumbai,GoAir,A,0,2020-02-09 07:20:00,2020-02-09 07:29:00,9.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-09 07:20:00,2020-02-09 07:05:00,15.0
Mumbai,Delhi (DEL),SpiceJet,D,1,2020-02-09 07:20:00,2020-02-09 07:41:00,21.0
Abu Dhabi (AUH),Mumbai,Etihad,A,0,2020-02-09 07:25:00,2020-02-09 07:19:00,6.0
Mumbai,Chennai (MAA),SpiceJet,D,1,2020-02-09 07:25:00,2020-02-09 07:49:00,24.0
Mumbai,Ahmedabad (AMD),IndiGo,D,1,2020-02-09 07:25:00,2020-02-09 07:36:00,11.0
Mumbai,Bhopal (BHO),IndiGo,D,1,2020-02-09 07:25:00,2020-02-09 07:38:00,13.0
Mumbai,Delhi (DEL),Vistara (Retro Livery),D,1,2020-02-09 07:30:00,2020-02-09 07:51:00,21.0
Mumbai,Ahmedabad (AMD),GoAir,D,1,2020-02-09 07:35:00,2020-02-09 07:50:00,15.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-09 07:35:00,2020-02-09 08:14:00,39.0
Chennai (MAA),Mumbai,SpiceJet,A,0,2020-02-09 07:40:00,2020-02-09 07:42:00,2.0
Cochin (COK),Mumbai,SpiceJet,A,0,2020-02-09 07:40:00,2020-02-09 07:39:00,1.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-09 07:45:00,2020-02-09 07:26:00,19.0
Mumbai,Nairobi (NBO),Air India,D,1,2020-02-09 07:45:00,2020-02-09 08:32:00,47.0
Mumbai,Varanasi (VNS),Corendon Airlines,D,1,2020-02-09 07:45:00,2020-02-09 08:17:00,32.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-09 07:45:00,2020-02-09 07:59:00,14.0
Mumbai,Kolkata (CCU),IndiGo,D,1,2020-02-09 07:45:00,2020-02-09 07:54:00,9.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-09 07:50:00,2020-02-09 07:48:00,2.0
Mumbai,Bengaluru (BLR),AirAsia,D,1,2020-02-09 07:50:00,2020-02-09 08:08:00,18.0
Mumbai,Siliguri (IXB),SpiceJet,D,1,2020-02-09 07:50:00,2020-02-09 08:23:00,33.0
Mumbai,Kozhikode (CCJ),Air India,D,1,2020-02-09 07:51:00,2020-02-09 09:10:00,79.0
Goa (GOI),Mumbai,GoAir,A,0,2020-02-09 07:55:00,2020-02-09 07:50:00,5.0
Delhi (DEL),Mumbai,AirAsia,A,0,2020-02-09 07:55:00,2020-02-09 07:31:00,24.0
Vadodara (BDQ),Mumbai,IndiGo,A,0,2020-02-09 07:55:00,2020-02-09 07:52:00,3.0
Surat (STV),Mumbai,Alliance Air,A,2,2020-02-09 07:55:00,,
Mumbai,Lucknow (LKO),Air India,D,1,2020-02-09 07:55:00,2020-02-09 09:05:00,70.0
Mumbai,Delhi (DEL),Air India,D,4,2020-02-09 08:00:00,,
Mumbai,Delhi (DEL),GoAir,D,1,2020-02-09 08:00:00,2020-02-09 08:28:00,28.0
Mumbai,Thiruvananthapuram (TRV),SpiceJet,D,1,2020-02-09 08:10:00,2020-02-09 08:29:00,19.0
Kuwait City (KWI),Mumbai,Air India,A,0,2020-02-09 08:15:00,2020-02-09 08:17:00,2.0
Bengaluru (BLR),Mumbai,Vistara,A,0,2020-02-09 08:15:00,2020-02-09 08:13:00,2.0
Hyderabad (HYD),Mumbai,IndiGo,A,0,2020-02-09 08:15:00,2020-02-09 08:22:00,7.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-09 08:15:00,2020-02-09 08:25:00,10.0
Mumbai,Delhi (DEL),Air India,D,1,2020-02-09 08:15:00,2020-02-09 08:56:00,41.0
Riyadh (RUH),Mumbai,Saudia,A,0,2020-02-09 08:20:00,2020-02-09 08:07:00,13.0
Mumbai,Bengaluru (BLR),SpiceJet,D,1,2020-02-09 08:20:00,2020-02-09 09:01:00,41.0
Dubai (DXB),Mumbai,Emirates,A,0,2020-02-09 08:25:00,2020-02-09 07:56:00,29.0
Bangkok (BKK),Mumbai,Air India,A,0,2020-02-09 08:25:00,2020-02-09 08:47:00,22.0
Mumbai,Abu Dhabi (AUH),Etihad,D,1,2020-02-09 08:25:00,2020-02-09 08:48:00,23.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-09 08:25:00,2020-02-09 08:37:00,12.0
Kolkata (CCU),Mumbai,IndiGo,A,0,2020-02-09 08:30:00,2020-02-09 08:07:00,23.0
Mumbai,Dubai (DXB),IndiGo,D,1,2020-02-09 08:30:00,2020-02-09 08:51:00,21.0
Mumbai,Nagpur (NAG),IndiGo,D,1,2020-02-09 08:30:00,2020-02-09 08:54:00,24.0
Bengaluru (BLR),Mumbai,Air India,A,0,2020-02-09 08:35:00,2020-02-09 08:18:00,17.0
Chennai (MAA),Mumbai,SpiceJet,A,0,2020-02-09 08:35:00,2020-02-09 08:10:00,25.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-09 08:35:00,2020-02-09 08:01:00,34.0
Mumbai,Ranchi (IXR),GoAir,D,1,2020-02-09 08:35:00,2020-02-09 08:40:00,5.0
Mumbai,Jeddah (JED),Saudia Cargo,D,1,2020-02-09 08:35:00,2020-02-09 14:32:00,357.0
Mumbai,Siliguri (IXB),IndiGo,D,1,2020-02-09 08:35:00,2020-02-09 08:34:00,1.0
Chennai (MAA),Mumbai,IndiGo,A,0,2020-02-09 08:40:00,2020-02-09 08:41:00,1.0
Hyderabad (HYD),Mumbai,SpiceJet,A,0,2020-02-09 08:40:00,2020-02-09 08:44:00,4.0
Indore (IDR),Mumbai,IndiGo,A,0,2020-02-09 08:40:00,2020-02-09 08:33:00,7.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-09 08:40:00,2020-02-09 08:02:00,38.0
Mumbai,Delhi (DEL),AirAsia,D,1,2020-02-09 08:40:00,2020-02-09 08:45:00,5.0
Dubai (DXB),Mumbai,Air India,A,0,2020-02-09 08:45:00,2020-02-09 08:00:00,45.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-09 08:45:00,2020-02-09 08:24:00,21.0
Surat (STV),Mumbai,SpiceJet,A,2,2020-02-09 08:50:00,,
Kolkata (CCU),Mumbai,SpiceJet,A,0,2020-02-09 08:50:00,2020-02-09 08:28:00,22.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-09 08:50:00,2020-02-09 08:51:00,1.0
Dubai (DXB),Mumbai,IndiGo,A,0,2020-02-09 08:50:00,2020-02-09 08:35:00,15.0
Mumbai,Patna (PAT),IndiGo,D,1,2020-02-09 08:50:00,2020-02-09 09:09:00,19.0
Ahmedabad (AMD),Mumbai,IndiGo,A,0,2020-02-09 08:55:00,2020-02-09 08:33:00,22.0
Mumbai,Dhaka (DAC),SpiceJet,D,1,2020-02-09 08:55:00,2020-02-09 09:28:00,33.0
Mumbai,Hyderabad (HYD),IndiGo,D,1,2020-02-09 08:55:00,2020-02-09 09:33:00,38.0
Chennai (MAA),Mumbai,Vistara,A,0,2020-02-09 09:00:00,2020-02-09 09:05:00,5.0
Mumbai,Chennai (MAA),Air India,D,1,2020-02-09 09:00:00,2020-02-09 11:19:00,139.0
Mumbai,Delhi (DEL),Air India,D,1,2020-02-09 09:00:00,2020-02-09 10:13:00,73.0
Kozhikode (CCJ),Mumbai,Air India,A,0,2020-02-09 09:05:00,2020-02-09 09:03:00,2.0
Delhi (DEL),Mumbai,Air India,A,0,2020-02-09 09:05:00,2020-02-09 08:55:00,10.0
Mumbai,Bengaluru (BLR),Vistara,D,1,2020-02-09 09:05:00,2020-02-09 09:23:00,18.0
Delhi (DEL),Mumbai,GoAir,A,0,2020-02-09 09:10:00,2020-02-09 08:54:00,16.0
Lucknow (LKO),Mumbai,GoAir,A,0,2020-02-09 09:10:00,2020-02-09 09:07:00,3.0
Aurangabad (IXU),Mumbai,IndiGo,A,0,2020-02-09 09:15:00,2020-02-09 08:58:00,17.0
Chennai (MAA),Mumbai,IndiGo,A,0,2020-02-09 09:15:00,2020-02-09 09:01:00,14.0
Mumbai,Bengaluru (BLR),Air India,D,1,2020-02-09 09:15:00,2020-02-09 09:53:00,38.0
Mumbai,Jaisalmer (JSA),SpiceJet,D,1,2020-02-09 09:15:00,2020-02-09 09:35:00,20.0
Mumbai,Jodhpur (JDH),SpiceJet,D,1,2020-02-09 09:15:00,2020-02-09 09:25:00,10.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-09 09:20:00,2020-02-09 09:13:00,7.0
Mumbai,Varanasi (VNS),IndiGo,D,1,2020-02-09 09:20:00,2020-02-09 09:40:00,20.0
Mumbai,Coimbatore (CJB),SpiceJet,D,1,2020-02-09 09:20:00,2020-02-09 09:56:00,36.0
Chennai (MAA),Mumbai,Air India,A,0,2020-02-09 09:25:00,2020-02-09 09:28:00,3.0
Mumbai,Porbandar (PBD),SpiceJet,D,1,2020-02-09 09:25:00,2020-02-09 09:37:00,12.0
Mumbai,Kolkata (CCU),IndiGo,D,1,2020-02-09 09:25:00,2020-02-09 09:48:00,23.0
Mumbai,Raipur (RPR),IndiGo,D,1,2020-02-09 09:25:00,2020-02-09 09:51:00,26.0
Mumbai,Dubai (DXB),SpiceJet,D,1,2020-02-09 09:30:00,2020-02-09 09:45:00,15.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-09 09:30:00,2020-02-09 09:52:00,22.0
Bengaluru (BLR),Mumbai,SpiceJet,A,0,2020-02-09 09:35:00,2020-02-09 09:28:00,7.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-09 09:35:00,2020-02-09 10:02:00,27.0
Hyderabad (HYD),Mumbai,Air India,A,0,2020-02-09 09:40:00,2020-02-09 09:39:00,1.0
Nagpur (NAG),Mumbai,Air India,A,0,2020-02-09 09:40:00,2020-02-09 10:04:00,24.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-09 09:40:00,2020-02-09 09:18:00,22.0
Mumbai,Chennai (MAA),IndiGo,D,1,2020-02-09 09:40:00,2020-02-09 09:57:00,17.0
Cochin (COK),Mumbai,GoAir,A,0,2020-02-09 09:45:00,2020-02-09 10:48:00,63.0
Jaipur (JAI),Mumbai,SpiceJet,A,0,2020-02-09 09:45:00,2020-02-09 09:21:00,24.0
Mumbai,Goa (GOI),GoAir,D,1,2020-02-09 09:45:00,2020-02-09 10:11:00,26.0
Mumbai,Chennai (MAA),Vistara,D,1,2020-02-09 09:45:00,2020-02-09 10:19:00,34.0
Mumbai,Raipur (RPR),Air India,D,1,2020-02-09 09:46:00,2020-02-09 10:34:00,48.0
Kolkata (CCU),Mumbai,IndiGo,A,0,2020-02-09 09:50:00,2020-02-09 09:34:00,16.0
Coimbatore (CJB),Mumbai,IndiGo,A,0,2020-02-09 09:50:00,2020-02-09 09:44:00,6.0
Mumbai,Delhi (DEL),GoAir,D,1,2020-02-09 09:50:00,2020-02-09 10:08:00,18.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-09 09:55:00,2020-02-09 09:40:00,15.0
Bengaluru (BLR),Mumbai,GoAir,A,0,2020-02-09 09:55:00,2020-02-09 09:50:00,5.0
Goa (GOI),Mumbai,Vistara,A,0,2020-02-09 09:55:00,2020-02-09 09:35:00,20.0
Hyderabad (HYD),Mumbai,Vistara,A,0,2020-02-09 09:55:00,2020-02-09 10:05:00,10.0
Mumbai,Mangalore (IXE),IndiGo,D,1,2020-02-09 09:55:00,2020-02-09 09:59:00,4.0
Mumbai,Riyadh (RUH),Saudia,D,1,2020-02-09 09:55:00,2020-02-09 10:16:00,21.0
Mumbai,Nagpur (NAG),IndiGo,D,4,2020-02-09 10:00:00,,
Mumbai,Delhi (DEL),Air India,D,1,2020-02-09 10:00:00,2020-02-09 10:37:00,37.0
Cochin (COK),Mumbai,IndiGo,A,0,2020-02-09 10:05:00,2020-02-09 09:49:00,16.0
Lucknow (LKO),Mumbai,IndiGo,A,0,2020-02-09 10:05:00,2020-02-09 09:31:00,34.0
Mumbai,Goa (GOI),IndiGo,D,1,2020-02-09 10:05:00,2020-02-09 10:24:00,19.0
Delhi (DEL),Mumbai,GoAir,A,0,2020-02-09 10:10:00,2020-02-09 10:00:00,10.0
Mumbai,Delhi (DEL),SpiceJet,D,1,2020-02-09 10:10:00,2020-02-09 10:27:00,17.0
Delhi (DEL),Mumbai,Air India,A,4,2020-02-09 10:15:00,,
Doha (DOH),Mumbai,IndiGo,A,0,2020-02-09 10:15:00,2020-02-09 10:15:00,0.0
Shanghai (PVG),Mumbai,Etihad Airways,A,2,2020-02-09 10:20:00,,
Indore (IDR),Mumbai,IndiGo,A,0,2020-02-09 10:20:00,2020-02-09 10:09:00,11.0
Mumbai,Frankfurt (FRA),Air India,D,1,2020-02-09 10:20:00,2020-02-09 11:01:00,41.0
Mumbai,Hubli (HBX),Air India,D,1,2020-02-09 10:20:00,2020-02-09 12:06:00,106.0
Mumbai,Bhubaneswar (BBI),IndiGo,D,1,2020-02-09 10:20:00,2020-02-09 10:45:00,25.0
Mumbai,Dubai (DXB),Emirates,D,1,2020-02-09 10:25:00,2020-02-09 10:39:00,14.0
Mumbai,Mangalore (IXE),Air India,D,1,2020-02-09 10:25:00,2020-02-09 11:56:00,91.0
Mumbai,Patna (PAT),SpiceJet,D,1,2020-02-09 10:25:00,2020-02-09 10:42:00,17.0
Mumbai,Delhi (DEL),Vistara,D,1,2020-02-09 10:25:00,2020-02-09 11:05:00,40.0
Ahmedabad (AMD),Mumbai,IndiGo,A,0,2020-02-09 10:30:00,2020-02-09 10:30:00,0.0
Mumbai,Patna (PAT),Air India,D,1,2020-02-09 10:30:00,2020-02-09 11:27:00,57.0
Mumbai,Jammu (IXJ),GoAir,D,1,2020-02-09 10:30:00,2020-02-09 10:31:00,1.0
Mumbai,Amritsar (ATQ),Air India,D,1,2020-02-09 10:30:00,2020-02-09 11:35:00,65.0
Mumbai,Kanpur (KNU),SpiceJet,D,1,2020-02-09 10:30:00,2020-02-09 12:14:00,104.0
Mumbai,Muscat (MCT),Oman Air,D,1,2020-02-09 10:30:00,2020-02-09 10:53:00,23.0
Mumbai,Indore (IDR),IndiGo,D,1,2020-02-09 10:30:00,2020-02-09 10:50:00,20.0
Mumbai,Amritsar (ATQ),IndiGo,D,1,2020-02-09 10:30:00,2020-02-09 11:09:00,39.0
Bengaluru (BLR),Mumbai,Air India,A,0,2020-02-09 10:35:00,2020-02-09 10:23:00,12.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-09 10:35:00,2020-02-09 10:30:00,5.0
Singapore (SIN),Mumbai,Singapore Airlines,A,0,2020-02-09 10:35:00,2020-02-09 10:49:00,14.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-09 10:35:00,2020-02-09 10:58:00,23.0
Ahmedabad (AMD),Mumbai,Air India,A,0,2020-02-09 10:40:00,2020-02-09 10:44:00,4.0
Jaipur (JAI),Mumbai,GoAir,A,0,2020-02-09 10:40:00,2020-02-09 10:22:00,18.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-09 10:40:00,2020-02-09 10:18:00,22.0
Mumbai,Male (MLE),IndiGo,D,1,2020-02-09 10:40:00,2020-02-09 10:56:00,16.0
Ahmedabad (AMD),Mumbai,GoAir,A,0,2020-02-09 10:45:00,2020-02-09 10:33:00,12.0
Hyderabad (HYD),Mumbai,SpiceJet,A,0,2020-02-09 10:45:00,2020-02-09 10:15:00,30.0
Mumbai,Jammu (IXJ),IndiGo,D,1,2020-02-09 10:45:00,2020-02-09 11:11:00,26.0
Cochin (COK),Mumbai,Air India,A,0,2020-02-09 10:50:00,2020-02-09 11:24:00,34.0
Nagpur (NAG),Mumbai,GoAir,A,0,2020-02-09 10:50:00,2020-02-09 10:54:00,4.0
Kolkata (CCU),Mumbai,SpiceJet,A,0,2020-02-09 10:50:00,2020-02-09 10:41:00,9.0
Mumbai,Ranchi (IXR),GoAir,D,1,2020-02-09 10:50:00,2020-02-09 11:22:00,32.0
Mumbai,Varanasi (VNS),Vistara,D,1,2020-02-09 10:50:00,2020-02-09 11:24:00,34.0
Bhuj (BHJ),Mumbai,Alliance Air,A,0,2020-02-09 10:55:00,2020-02-09 11:00:00,5.0
Mumbai,Lucknow (LKO),GoAir,D,1,2020-02-09 10:55:00,2020-02-09 11:29:00,34.0
Delhi (DEL),Mumbai,Malaysia Airlines,A,2,2020-02-09 11:00:00,,
Goa (GOI),Mumbai,Air India,A,0,2020-02-09 11:00:00,2020-02-09 10:50:00,10.0
Chennai (MAA),Mumbai,IndiGo,A,0,2020-02-09 11:00:00,2020-02-09 11:02:00,2.0
Bhopal (BHO),Mumbai,IndiGo,A,0,2020-02-09 11:00:00,2020-02-09 11:07:00,7.0
Mumbai,Colombo (CMB),Vistara,D,1,2020-02-09 11:00:00,2020-02-09 11:32:00,32.0
Mumbai,Jodhpur (JDH),IndiGo,D,1,2020-02-09 11:00:00,2020-02-09 11:40:00,40.0
Ahmedabad (AMD),Mumbai,IndiGo,A,0,2020-02-09 11:05:00,2020-02-09 10:41:00,24.0
Ranchi (IXR),Mumbai,IndiGo,A,0,2020-02-09 11:05:00,2020-02-09 11:47:00,42.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-09 11:05:00,2020-02-09 11:38:00,33.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-09 11:10:00,2020-02-09 11:09:00,1.0
Mumbai,Allahabad (IXD),IndiGo,D,1,2020-02-09 11:10:00,2020-02-09 11:45:00,35.0
London (LHR),Mumbai,British Airways,A,0,2020-02-09 11:15:00,2020-02-09 11:26:00,11.0
Bhubaneswar (BBI),Mumbai,IndiGo,A,0,2020-02-09 11:15:00,2020-02-09 11:15:00,0.0
Kolkata (CCU),Mumbai,IndiGo,A,0,2020-02-09 11:15:00,2020-02-09 11:17:00,2.0
Mumbai,Doha (DOH),IndiGo,D,1,2020-02-09 11:15:00,2020-02-09 11:59:00,44.0
Hyderabad (HYD),Mumbai,Air India,A,0,2020-02-09 11:20:00,2020-02-09 10:39:00,41.0
Istanbul (IST),Mumbai,AirACT,A,3,2020-02-09 11:20:00,,
Bengaluru (BLR),Mumbai,Vistara,A,0,2020-02-09 11:20:00,2020-02-09 11:39:00,19.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-09 11:20:00,2020-02-09 11:33:00,13.0
Mumbai,Patna (PAT),GoAir,D,1,2020-02-09 11:20:00,2020-02-09 12:00:00,40.0
Mumbai,Goa (GOI),IndiGo,D,1,2020-02-09 11:20:00,2020-02-09 11:51:00,31.0
Udaipur (UDR),Mumbai,IndiGo,A,0,2020-02-09 11:25:00,2020-02-09 10:59:00,26.0
Mumbai,Rajkot (RAJ),SpiceJet,D,1,2020-02-09 11:25:00,2020-02-09 11:43:00,18.0
Mumbai,Goa (GOI),Vistara,D,1,2020-02-09 11:25:00,2020-02-09 11:49:00,24.0
Delhi (DEL),Mumbai,Air India,A,0,2020-02-09 11:30:00,2020-02-09 11:47:00,17.0
Jaipur (JAI),Mumbai,IndiGo,A,0,2020-02-09 11:30:00,2020-02-09 11:26:00,4.0
Mumbai,Jodhpur (JDH),Air India,D,1,2020-02-09 11:30:00,2020-02-09 12:19:00,49.0
Mumbai,Jamnagar (JGA),Air India,D,1,2020-02-09 11:30:00,2020-02-09 12:09:00,39.0
Mumbai,Goa (GOI),GoAir,D,1,2020-02-09 11:30:00,2020-02-09 12:01:00,31.0
Mumbai,Goa (GOI),SpiceJet,D,1,2020-02-09 11:30:00,2020-02-09 12:04:00,34.0
Port Blair (IXZ),Mumbai,GoAir,A,0,2020-02-09 11:35:00,2020-02-09 11:29:00,6.0
Hyderabad (HYD),Mumbai,IndiGo,A,0,2020-02-09 11:35:00,2020-02-09 11:51:00,16.0
Mumbai,Nagpur (NAG),IndiGo,D,1,2020-02-09 11:35:00,2020-02-09 12:22:00,47.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-09 11:40:00,2020-02-09 11:32:00,8.0
Phuket (HKT),Mumbai,GoAir,A,0,2020-02-09 11:40:00,2020-02-09 11:40:00,0.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-09 11:40:00,2020-02-09 11:41:00,1.0
Mumbai,Jaipur (JAI),Air India,D,1,2020-02-09 11:40:00,2020-02-09 12:27:00,47.0
Mumbai,Varanasi (VNS),Air India,D,1,2020-02-09 11:40:00,2020-02-09 12:48:00,68.0
Mumbai,Addis Ababa (ADD),Ethiopian Airlines,D,1,2020-02-09 11:40:00,2020-02-09 11:54:00,14.0
Mumbai,Kolkata (CCU),IndiGo,D,1,2020-02-09 11:40:00,2020-02-09 12:11:00,31.0
Dehradun (DED),Mumbai,SpiceJet,A,0,2020-02-09 11:45:00,2020-02-09 11:56:00,11.0
Mumbai,Singapore (SIN),Singapore Airlines,D,1,2020-02-09 11:50:00,2020-02-09 12:33:00,43.0
Mumbai,Delhi (DEL),Vistara,D,1,2020-02-09 11:55:00,2020-02-09 12:25:00,30.0
Mumbai,Chandigarh (IXC),IndiGo,D,1,2020-02-09 11:55:00,2020-02-09 12:56:00,61.0
Mumbai,Coimbatore (CJB),IndiGo,D,1,2020-02-09 12:00:00,2020-02-09 12:17:00,17.0
Hyderabad (HYD),Mumbai,IndiGo,A,0,2020-02-09 12:05:00,2020-02-09 12:19:00,14.0
Nagpur (NAG),Mumbai,IndiGo,A,0,2020-02-09 12:05:00,2020-02-09 12:05:00,0.0
Guwahati (GAU),Mumbai,IndiGo,A,0,2020-02-09 12:05:00,2020-02-09 11:55:00,10.0
Mumbai,Diu (DIU),Alliance Air,D,1,2020-02-09 12:05:00,2020-02-09 12:35:00,30.0
Mumbai,Gorakhpur (GOP),SpiceJet,D,1,2020-02-09 12:05:00,2020-02-09 12:43:00,38.0
Kolkata (CCU),Mumbai,SpiceJet,A,0,2020-02-09 12:10:00,2020-02-09 12:28:00,18.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-09 12:10:00,2020-02-09 12:10:00,0.0
Mumbai,Varanasi (VNS),IndiGo,D,1,2020-02-09 12:10:00,2020-02-09 12:46:00,36.0
Delhi (DEL),Mumbai,Air India,A,0,2020-02-09 12:15:00,2020-02-09 12:15:00,0.0
Mumbai,Delhi (DEL),GoAir,D,1,2020-02-09 12:15:00,2020-02-09 12:30:00,15.0
Mumbai,Udaipur (UDR),Vistara,D,1,2020-02-09 12:15:00,2020-02-09 13:04:00,49.0
Mumbai,Udaipur (UDR),IndiGo,D,1,2020-02-09 12:15:00,2020-02-09 12:51:00,36.0
Mumbai,Hyderabad (HYD),IndiGo,D,1,2020-02-09 12:15:00,2020-02-09 13:11:00,56.0
Kolkata (CCU),Mumbai,Air india (Star Alliance Livery),A,0,2020-02-09 12:20:00,2020-02-09 13:14:00,54.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-09 12:20:00,2020-02-09 12:23:00,3.0
Mumbai,Vadodara (BDQ),IndiGo,D,1,2020-02-09 12:20:00,2020-02-09 13:00:00,40.0
Mumbai,Abu Dhabi (AUH),Etihad Airways,D,2,2020-02-09 12:20:00,,
Mumbai,Bhubaneswar (BBI),Air India,D,1,2020-02-09 12:25:00,2020-02-09 13:27:00,62.0
Mumbai,Guwahati (GAU),SpiceJet,D,1,2020-02-09 12:25:00,2020-02-09 13:02:00,37.0
Mumbai,Amritsar (ATQ),SpiceJet,D,1,2020-02-09 12:25:00,2020-02-09 12:59:00,34.0
Mumbai,Patna (PAT),IndiGo,D,1,2020-02-09 12:25:00,2020-02-09 13:06:00,41.0
Porbandar (PBD),Mumbai,SpiceJet,A,2,2020-02-09 12:30:00,,
Varanasi (VNS),Mumbai,IndiGo,A,0,2020-02-09 12:30:00,2020-02-09 12:34:00,4.0
Bengaluru (BLR),Mumbai,AirAsia,A,0,2020-02-09 12:35:00,2020-02-09 12:36:00,1.0
Delhi (DEL),Mumbai,Vistara (Retro Livery),A,0,2020-02-09 12:35:00,2020-02-09 12:42:00,7.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-09 12:35:00,2020-02-09 12:26:00,9.0
Jammu (IXJ),Mumbai,SpiceJet,A,0,2020-02-09 12:40:00,2020-02-09 14:11:00,91.0
