Source,Destination,Flight Name,type,Status,Time,Actual_Time,Delay 
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-03 23:00:00,2020-02-04 22:47:00,1427.0
Nagpur (NAG),Mumbai,Air India,A,0,2020-02-03 23:05:00,2020-02-04 23:13:00,8.0
Chennai (MAA),Mumbai,SpiceJet,A,0,2020-02-03 23:05:00,2020-02-04 23:21:00,16.0
Mumbai,Delhi (DEL),GoAir,D,1,2020-02-03 23:05:00,2020-02-04 23:49:00,44.0
Mumbai,Goa (GOI),AirAsia,D,1,2020-02-03 23:05:00,2020-02-04 23:20:00,15.0
Mumbai,Dubai (DXB),SpiceJet,D,1,2020-02-03 23:05:00,2020-02-04 23:43:00,38.0
Delhi (DEL),Mumbai,Air India,A,0,2020-02-03 23:10:00,2020-02-04 23:46:00,36.0
Delhi (DEL),Mumbai,AirAsia,A,0,2020-02-03 23:10:00,2020-02-04 23:38:00,28.0
Hyderabad (HYD),Mumbai,IndiGo,A,0,2020-02-03 23:10:00,2020-02-04 23:45:00,35.0
Mumbai,Muscat (MCT),GoAir,D,1,2020-02-03 23:10:00,2020-02-04 23:47:00,37.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-03 23:10:00,2020-02-04 23:30:00,20.0
Bangkok (BKK),Mumbai,Bangkok Airways (Samui Livery),A,0,2020-02-03 23:15:00,2020-02-04 23:02:00,1427.0
Mumbai,Kolkata (CCU),GoAir,D,1,2020-02-03 23:15:00,2020-02-04 23:58:00,43.0
Mumbai,Kuala Lumpur (KUL),Malindo Air,D,1,2020-02-03 23:15:00,2020-02-04 23:37:00,22.0
Mumbai,Bangkok (BKK),Thai Airways,D,1,2020-02-03 23:20:00,2020-02-04 23:52:00,32.0
Jaipur (JAI),Mumbai,SpiceJet,A,0,2020-02-03 23:25:00,2020-02-04 23:16:00,1431.0
Bengaluru (BLR),Mumbai,Vistara,A,0,2020-02-03 23:25:00,2020-02-04 23:39:00,14.0
Hyderabad (HYD),Mumbai,Air India,A,0,2020-02-03 23:30:00,2020-02-04 02:02:00,152.0
Delhi (DEL),Mumbai,Air India,A,0,2020-02-03 23:30:00,2020-02-04 23:53:00,23.0
Thiruvananthapuram (TRV),Mumbai,Air India,A,0,2020-02-03 23:30:00,2020-02-03 00:00:00,1410.0
Mumbai,Bengaluru (BLR),AirAsia (The Pioneer Livery),D,1,2020-02-03 23:35:00,2020-02-04 00:20:00,45.0
Mumbai,Kuala Lumpur (KUL),Malaysia Airlines,D,1,2020-02-03 23:35:00,2020-02-04 00:25:00,50.0
Mumbai,Singapore (SIN),Singapore Airlines,D,1,2020-02-03 23:35:00,2020-02-04 00:18:00,43.0
Coimbatore (CJB),Mumbai,SpiceJet,A,0,2020-02-03 23:40:00,2020-02-04 23:36:00,1436.0
Mumbai,Sharjah (SHJ),Air India Express (Hawa Mahal/Ujjayanta Palace),D,1,2020-02-03 23:40:00,2020-02-04 00:44:00,64.0
Chennai (MAA),Mumbai,SpiceJet,A,0,2020-02-03 23:45:00,2020-02-04 00:26:00,41.0
Kolkata (CCU),Mumbai,SpiceJet,A,0,2020-02-03 23:45:00,2020-02-04 00:16:00,31.0
Mangalore (IXE),Mumbai,SpiceJet,A,0,2020-02-03 23:45:00,2020-02-04 23:46:00,1.0
Mumbai,Colombo (CMB),Air India,D,1,2020-02-03 23:45:00,2020-02-04 00:54:00,69.0
Delhi (DEL),Mumbai,GoAir,A,0,2020-02-03 23:50:00,2020-02-04 23:55:00,5.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-03 23:50:00,2020-02-04 00:53:00,63.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-03 23:50:00,2020-02-04 00:10:00,20.0
Mumbai,Hyderabad (HYD),IndiGo,D,1,2020-02-03 23:50:00,2020-02-04 02:28:00,158.0
Munich (MUC),Mumbai,Lufthansa,A,0,2020-02-03 23:55:00,2020-02-04 00:17:00,22.0
Kolkata (CCU),Mumbai,Vistara,A,0,2020-02-03 23:55:00,2020-02-03 00:00:00,1435.0
Chennai (MAA),Mumbai,IndiGo,A,0,2020-02-03 23:55:00,2020-02-04 00:14:00,19.0
Mumbai,Toronto (YYZ),Air Canada,D,1,2020-02-03 23:55:00,2020-02-04 00:40:00,45.0
Mumbai,Singapore (SIN),Air India,D,1,2020-02-03 23:55:00,2020-02-04 01:57:00,122.0
Mumbai,Abu Dhabi (AUH),Air India,D,1,2020-02-03 23:55:00,2020-02-04 01:09:00,74.0
Mumbai,Singapore (SIN),Vistara,D,1,2020-02-03 23:55:00,2020-02-04 00:06:00,11.0
Ahmedabad (AMD),Mumbai,SpiceJet,A,0,2020-02-03 23:59:00,2020-02-04 00:27:00,28.0
London (LHR),Mumbai,Air India,A,0,2020-02-04 04:00:00,2020-02-04 05:07:00,67.0
Delhi (DEL),Mumbai,SpiceXpress,A,0,2020-02-04 04:00:00,2020-02-04 05:05:00,65.0
Mumbai,Port Blair (IXZ),GoAir,D,1,2020-02-04 04:00:00,2020-02-04 04:01:00,1.0
Mumbai,Doha (DOH),Qatar Airways,D,1,2020-02-04 04:00:00,2020-02-04 04:16:00,16.0
Mumbai,Addis Ababa (ADD),Ethiopian Airlines,D,1,2020-02-04 04:05:00,2020-02-04 04:24:00,19.0
Mumbai,Kuwait City (KWI),Jazeera Airways,D,1,2020-02-04 04:05:00,2020-02-04 04:21:00,16.0
Mumbai,Bangkok (BKK),SpiceJet,D,1,2020-02-04 04:05:00,2020-02-04 04:03:00,2.0
Dubai (DXB),Mumbai,Air India,A,0,2020-02-04 04:10:00,2020-02-04 04:10:00,0.0
Delhi (DEL),Mumbai,Blue Dart Aviation,A,0,2020-02-04 04:10:00,2020-02-04 04:14:00,4.0
Sharjah (SHJ),Mumbai,Air Arabia,A,0,2020-02-04 04:15:00,2020-02-04 04:04:00,11.0
Doha (DOH),Mumbai,IndiGo,A,0,2020-02-04 04:15:00,2020-02-04 04:22:00,7.0
Mumbai,Dubai (DXB),Emirates (Expo 2020 - Mobility Livery),D,1,2020-02-04 04:15:00,2020-02-04 04:32:00,17.0
Milan (MXP),Mumbai,Cathay Pacific,A,2,2020-02-04 04:20:00,,
Abu Dhabi (AUH),Mumbai,IndiGo,A,0,2020-02-04 04:20:00,2020-02-04 04:08:00,12.0
Chennai (MAA),Mumbai,SpiceXpress,A,0,2020-02-04 04:20:00,2020-02-04 04:11:00,9.0
Ahmedabad (AMD),Mumbai,Blue Dart Aviation,A,0,2020-02-04 04:25:00,2020-02-04 04:38:00,13.0
Mumbai,Sharjah (SHJ),SpiceJet,D,4,2020-02-04 04:25:00,,
Mumbai,Abu Dhabi (AUH),Etihad,D,1,2020-02-04 04:40:00,2020-02-04 04:49:00,9.0
Kannur (CNN),Mumbai,GoAir,A,0,2020-02-04 04:50:00,2020-02-04 04:31:00,19.0
Cochin (COK),Mumbai,IndiGo,A,0,2020-02-04 04:50:00,2020-02-04 04:31:00,19.0
Mumbai,Bengaluru (BLR),SpiceXpress,D,1,2020-02-04 04:50:00,2020-02-04 05:59:00,69.0
Muscat (MCT),Mumbai,Air India,A,0,2020-02-04 04:52:00,2020-02-04 05:00:00,8.0
Bahrain (BAH),Mumbai,Gulf Air (Bahrain Grand Prix 2015 Livery),A,0,2020-02-04 04:55:00,2020-02-04 04:43:00,12.0
Delhi (DEL),Mumbai,GoAir,A,0,2020-02-04 04:55:00,2020-02-04 04:43:00,12.0
Mumbai,Goa (GOI),GoAir,D,1,2020-02-04 04:55:00,2020-02-04 05:03:00,8.0
Mumbai,Sharjah (SHJ),Air Arabia,D,1,2020-02-04 04:55:00,2020-02-04 05:04:00,9.0
Mumbai,Rajkot (RAJ),Air India,D,1,2020-02-04 05:00:00,2020-02-04 05:20:00,20.0
Mumbai,Kolkata (CCU),IndiGo,D,1,2020-02-04 05:00:00,2020-02-04 05:14:00,14.0
Mumbai,Kuwait City (KWI),IndiGo,D,1,2020-02-04 05:05:00,2020-02-04 05:19:00,14.0
Istanbul (IST),Mumbai,Turkish Airlines,A,0,2020-02-04 05:10:00,2020-02-04 06:03:00,53.0
Riyadh (RUH),Mumbai,IndiGo,A,0,2020-02-04 05:10:00,2020-02-04 05:21:00,11.0
Mumbai,Bengaluru (BLR),Blue Dart Aviation,D,1,2020-02-04 05:10:00,2020-02-04 05:30:00,20.0
Mumbai,Cochin (COK),GoAir,D,1,2020-02-04 05:10:00,2020-02-04 05:17:00,7.0
Ahmedabad (AMD),Mumbai,Air India,A,0,2020-02-04 05:15:00,2020-02-04 05:22:00,7.0
Mumbai,Vadodara (BDQ),IndiGo,D,1,2020-02-04 05:15:00,2020-02-04 05:25:00,10.0
Mumbai,Delhi (DEL),AirAsia,D,1,2020-02-04 05:20:00,2020-02-04 05:22:00,2.0
Mumbai,Jaipur (JAI),SpiceJet,D,1,2020-02-04 05:20:00,2020-02-04 05:29:00,9.0
Mumbai,Jaipur (JAI),IndiGo,D,1,2020-02-04 05:20:00,2020-02-04 05:32:00,12.0
Mumbai,Bengaluru (BLR),SpiceXpress,D,1,2020-02-04 05:20:00,2020-02-04 05:51:00,31.0
Goa (GOI),Mumbai,Air India,A,0,2020-02-04 05:25:00,2020-02-04 05:17:00,8.0
Hyderabad (HYD),Mumbai,IndiGo,A,0,2020-02-04 05:25:00,2020-02-04 05:13:00,12.0
Mumbai,Hyderabad (HYD),Blue Dart Aviation,D,1,2020-02-04 05:25:00,2020-02-04 05:43:00,18.0
Mumbai,Ahmedabad (AMD),Air India,D,1,2020-02-04 05:31:00,2020-02-04 06:56:00,85.0
Mumbai,Kolkata (CCU),SpiceJet,D,1,2020-02-04 05:31:00,2020-02-04 05:38:00,7.0
Mumbai,Delhi (DEL),Vistara,D,1,2020-02-04 05:31:00,2020-02-04 05:34:00,3.0
Nairobi (NBO),Mumbai,Kenya Airways (SkyTeam Livery),A,0,2020-02-04 05:35:00,2020-02-04 06:26:00,51.0
Mumbai,Nagpur (NAG),Air India,D,1,2020-02-04 05:35:00,2020-02-04 05:35:00,0.0
Mumbai,Ranchi (IXR),IndiGo,D,1,2020-02-04 05:35:00,2020-02-04 05:41:00,6.0
Bangkok (DMK),Mumbai,Thai Lion Air,A,0,2020-02-04 05:40:00,2020-02-04 05:54:00,14.0
Mumbai,Chennai (MAA),Air India,D,1,2020-02-04 05:40:00,2020-02-04 10:52:00,312.0
Muscat (MCT),Mumbai,GoAir,A,0,2020-02-04 05:45:00,2020-02-04 05:27:00,18.0
Mumbai,Bhopal (BHO),Air India,D,1,2020-02-04 05:45:00,2020-02-04 06:11:00,26.0
Mumbai,Hong Kong (HKG),Cathay Pacific,D,2,2020-02-04 05:45:00,,
Mumbai,Jaipur (JAI),GoAir,D,1,2020-02-04 05:45:00,2020-02-04 06:28:00,43.0
Mumbai,Hyderabad (HYD),SpiceJet,D,1,2020-02-04 05:45:00,2020-02-04 06:05:00,20.0
Colombo (CMB),Mumbai,Air India,A,0,2020-02-04 05:50:00,2020-02-04 06:06:00,16.0
Mumbai,Chennai (MAA),GoAir,D,1,2020-02-04 05:50:00,2020-02-04 06:02:00,12.0
Frankfurt (FRA),Mumbai,Lufthansa Cargo,A,0,2020-02-04 05:55:00,2020-02-04 05:49:00,6.0
Mumbai,Guwahati (GAU),SpiceJet,D,1,2020-02-04 05:55:00,2020-02-04 07:06:00,71.0
Mumbai,Jammu (IXJ),SpiceJet,D,1,2020-02-04 05:55:00,2020-02-04 08:14:00,139.0
Mumbai,Goa (GOI),Air India,D,1,2020-02-04 06:00:00,2020-02-04 07:33:00,93.0
Mumbai,Bengaluru (BLR),GoAir,D,1,2020-02-04 06:00:00,2020-02-04 06:13:00,13.0
Mumbai,Delhi (DEL),GoAir,D,1,2020-02-04 06:00:00,2020-02-04 06:19:00,19.0
Mumbai,Delhi (DEL),SpiceJet,D,1,2020-02-04 06:00:00,2020-02-04 06:16:00,16.0
Mumbai,Bengaluru (BLR),Vistara,D,1,2020-02-04 06:00:00,2020-02-04 06:20:00,20.0
Mumbai,Chandigarh (IXC),Air India,D,1,2020-02-04 06:01:00,2020-02-04 06:48:00,47.0
Mumbai,Nagpur (NAG),GoAir,D,1,2020-02-04 06:05:00,2020-02-04 06:23:00,18.0
Mumbai,Chennai (MAA),Vistara,D,1,2020-02-04 06:05:00,2020-02-04 06:08:00,3.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-04 06:05:00,2020-02-04 06:25:00,20.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-04 06:05:00,2020-02-04 06:34:00,29.0
Mumbai,Hyderabad (HYD),Air India,D,1,2020-02-04 06:10:00,2020-02-04 06:22:00,12.0
Mumbai,Kolkata (CCU),Air India,D,1,2020-02-04 06:10:00,2020-02-04 07:01:00,51.0
Mumbai,Hyderabad (HYD),Vistara,D,1,2020-02-04 06:10:00,2020-02-04 06:39:00,29.0
Mumbai,Chennai (MAA),IndiGo,D,1,2020-02-04 06:10:00,2020-02-04 06:31:00,21.0
Kuwait City (KWI),Mumbai,Kuwait Airways,A,0,2020-02-04 06:15:00,2020-02-04 05:38:00,37.0
Mumbai,Bengaluru (BLR),Air India,D,1,2020-02-04 06:15:00,2020-02-04 06:49:00,34.0
Mumbai,Hyderabad (HYD),IndiGo,D,1,2020-02-04 06:15:00,2020-02-04 06:47:00,32.0
Hyderabad (HYD),Mumbai,IndiGo,A,0,2020-02-04 06:20:00,2020-02-04 05:58:00,22.0
Mumbai,Abu Dhabi (AUH),IndiGo,D,1,2020-02-04 06:20:00,2020-02-04 06:46:00,26.0
Dubai (DXB),Mumbai,SpiceJet,A,0,2020-02-04 06:25:00,2020-02-04 06:37:00,12.0
Mumbai,Hyderabad (HYD),SpiceJet,D,1,2020-02-04 06:25:00,2020-02-04 06:27:00,2.0
Mumbai,Vadodara (BDQ),IndiGo,D,1,2020-02-04 06:25:00,2020-02-04 06:43:00,18.0
Ahmedabad (AMD),Mumbai,IndiGo,A,0,2020-02-04 06:30:00,2020-02-04 06:12:00,18.0
Mumbai,Bahrain (BAH),Gulf Air (Bahrain Grand Prix 2015 Livery),D,1,2020-02-04 06:30:00,2020-02-04 06:22:00,8.0
Mumbai,Delhi (DEL),Vistara,D,1,2020-02-04 06:30:00,2020-02-04 06:50:00,20.0
Mumbai,Indore (IDR),IndiGo,D,1,2020-02-04 06:30:00,2020-02-04 06:41:00,11.0
Mumbai,Nairobi (NBO),Kenya Airways (SkyTeam Livery),D,1,2020-02-04 06:35:00,2020-02-04 08:09:00,94.0
Mumbai,Dehradun (DED),SpiceJet,D,2,2020-02-04 06:35:00,,
Goa (GOI),Mumbai,SpiceJet,A,0,2020-02-04 06:40:00,2020-02-04 06:03:00,37.0
Ahmedabad (AMD),Mumbai,SpiceJet,A,0,2020-02-04 06:40:00,2020-02-04 06:12:00,28.0
Muscat (MCT),Mumbai,Oman Air,A,0,2020-02-04 06:40:00,2020-02-04 06:17:00,23.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-04 06:40:00,2020-02-04 06:27:00,13.0
Nagpur (NAG),Mumbai,IndiGo,A,0,2020-02-04 06:45:00,2020-02-04 06:16:00,29.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-04 06:45:00,2020-02-04 06:58:00,13.0
Chennai (MAA),Mumbai,GoAir,A,0,2020-02-04 06:50:00,2020-02-04 06:44:00,6.0
Mumbai,Patna (PAT),SpiceJet,D,1,2020-02-04 06:50:00,2020-02-04 07:11:00,21.0
Mumbai,Bangkok (DMK),Thai Lion Air,D,1,2020-02-04 06:50:00,2020-02-04 07:16:00,26.0
Mumbai,Istanbul (IST),Turkish Airlines,D,1,2020-02-04 06:50:00,2020-02-04 08:32:00,102.0
Jeddah (JED),Mumbai,SpiceJet,A,0,2020-02-04 06:55:00,2020-02-04 09:10:00,135.0
Sharjah (SHJ),Mumbai,Air India Express (Hawa Mahal/Ujjayanta Palace),A,0,2020-02-04 06:55:00,2020-02-04 07:07:00,12.0
Mumbai,Kolkata (CCU),Vistara,D,1,2020-02-04 06:55:00,2020-02-04 07:04:00,9.0
Riyadh (RUH),Mumbai,SpiceJet,A,0,2020-02-04 07:00:00,2020-02-04 06:32:00,28.0
Mumbai,London (LHR),Air India,D,1,2020-02-04 07:00:00,2020-02-04 08:25:00,85.0
Mumbai,Delhi (DEL),Air india (Star Alliance Livery),D,1,2020-02-04 07:00:00,2020-02-04 07:24:00,24.0
Mumbai,Bengaluru (BLR),Vistara,D,1,2020-02-04 07:00:00,2020-02-04 07:12:00,12.0
Hyderabad (HYD),Mumbai,Corendon Airlines,A,0,2020-02-04 07:05:00,2020-02-04 06:40:00,25.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-04 07:05:00,2020-02-04 06:57:00,8.0
Jaipur (JAI),Mumbai,IndiGo,A,0,2020-02-04 07:05:00,2020-02-04 06:32:00,33.0
Mumbai,Indore (IDR),Air India,D,1,2020-02-04 07:05:00,2020-02-04 07:53:00,48.0
Bengaluru (BLR),Mumbai,AirAsia,A,0,2020-02-04 07:10:00,2020-02-04 07:00:00,10.0
Bengaluru (BLR),Mumbai,SpiceJet,A,0,2020-02-04 07:10:00,2020-02-04 06:51:00,19.0
Mumbai,Guwahati (GAU),IndiGo,D,1,2020-02-04 07:10:00,2020-02-04 07:10:00,0.0
Addis Ababa (ADD),Mumbai,Ethiopian Airlines,A,0,2020-02-04 07:15:00,2020-02-04 06:37:00,38.0
Hyderabad (HYD),Mumbai,Air India,A,0,2020-02-04 07:15:00,2020-02-04 06:42:00,33.0
Chennai (MAA),Mumbai,IndiGo,A,0,2020-02-04 07:15:00,2020-02-04 07:03:00,12.0
Mumbai,Kuwait City (KWI),Kuwait Airways,D,1,2020-02-04 07:15:00,2020-02-04 07:18:00,3.0
Bengaluru (BLR),Mumbai,GoAir,A,0,2020-02-04 07:20:00,2020-02-04 07:37:00,17.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-04 07:20:00,2020-02-04 07:09:00,11.0
Mumbai,Delhi (DEL),SpiceJet,D,1,2020-02-04 07:20:00,2020-02-04 07:27:00,7.0
Abu Dhabi (AUH),Mumbai,Etihad,A,0,2020-02-04 07:25:00,2020-02-04 07:16:00,9.0
Mumbai,Chennai (MAA),SpiceJet,D,1,2020-02-04 07:25:00,2020-02-04 07:43:00,18.0
Mumbai,Ahmedabad (AMD),IndiGo,D,1,2020-02-04 07:25:00,2020-02-04 07:31:00,6.0
Mumbai,Bhopal (BHO),IndiGo,D,1,2020-02-04 07:25:00,2020-02-04 07:36:00,11.0
Mumbai,Delhi (DEL),Vistara,D,1,2020-02-04 07:30:00,2020-02-04 07:59:00,29.0
Mumbai,Ahmedabad (AMD),GoAir,D,1,2020-02-04 07:35:00,2020-02-04 07:45:00,10.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-04 07:35:00,2020-02-04 07:41:00,6.0
Chennai (MAA),Mumbai,SpiceJet,A,0,2020-02-04 07:40:00,2020-02-04 07:19:00,21.0
Cochin (COK),Mumbai,SpiceJet,A,0,2020-02-04 07:40:00,2020-02-04 07:32:00,8.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-04 07:45:00,2020-02-04 07:31:00,14.0
Mumbai,Vijayawada (VGA),Air India Express (Hawa Mahal/Ujjayanta Palace),D,1,2020-02-04 07:45:00,2020-02-04 08:40:00,55.0
Mumbai,Varanasi (VNS),Corendon Airlines,D,1,2020-02-04 07:45:00,2020-02-04 08:18:00,33.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-04 07:45:00,2020-02-04 08:04:00,19.0
Mumbai,Kolkata (CCU),IndiGo,D,1,2020-02-04 07:45:00,2020-02-04 07:54:00,9.0
Rajkot (RAJ),Mumbai,Air India,A,0,2020-02-04 07:50:00,2020-02-04 07:40:00,10.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-04 07:50:00,2020-02-04 07:28:00,22.0
Mumbai,Bengaluru (BLR),AirAsia,D,1,2020-02-04 07:50:00,2020-02-04 08:12:00,22.0
Mumbai,Siliguri (IXB),SpiceJet,D,1,2020-02-04 07:50:00,2020-02-04 08:23:00,33.0
Mumbai,Bhuj (BHJ),Alliance Air,D,1,2020-02-04 07:50:00,2020-02-04 08:20:00,30.0
Goa (GOI),Mumbai,GoAir,A,0,2020-02-04 07:55:00,2020-02-04 07:36:00,19.0
Delhi (DEL),Mumbai,AirAsia,A,0,2020-02-04 07:55:00,2020-02-04 07:42:00,13.0
Vadodara (BDQ),Mumbai,IndiGo,A,0,2020-02-04 07:55:00,2020-02-04 08:06:00,11.0
Mumbai,Lucknow (LKO),Air India,D,1,2020-02-04 07:55:00,2020-02-04 08:17:00,22.0
Mumbai,Hyderabad (HYD),Lufthansa Cargo,D,1,2020-02-04 07:55:00,2020-02-04 08:01:00,6.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-04 08:00:00,2020-02-04 07:59:00,1.0
Mumbai,Delhi (DEL),Air India,D,4,2020-02-04 08:00:00,,
Mumbai,Delhi (DEL),GoAir,D,1,2020-02-04 08:00:00,2020-02-04 08:56:00,56.0
Abu Dhabi (AUH),Mumbai,Air India,A,0,2020-02-04 08:05:00,2020-02-04 08:04:00,1.0
Chennai (MAA),Mumbai,Air India,A,0,2020-02-04 08:10:00,2020-02-04 08:01:00,9.0
Mumbai,Thiruvananthapuram (TRV),SpiceJet,D,1,2020-02-04 08:10:00,2020-02-04 08:28:00,18.0
Bengaluru (BLR),Mumbai,Vistara,A,0,2020-02-04 08:15:00,2020-02-04 08:09:00,6.0
Hyderabad (HYD),Mumbai,IndiGo,A,0,2020-02-04 08:15:00,2020-02-04 08:10:00,5.0
Mumbai,Delhi (DEL),Air India (Star Alliance Livery),D,1,2020-02-04 08:15:00,2020-02-04 08:52:00,37.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-04 08:15:00,2020-02-04 08:38:00,23.0
Kuwait City (KWI),Mumbai,Air India,A,0,2020-02-04 08:20:00,2020-02-04 07:56:00,24.0
Riyadh (RUH),Mumbai,Saudia,A,0,2020-02-04 08:20:00,2020-02-04 07:52:00,28.0
Mumbai,Bengaluru (BLR),SpiceJet,D,1,2020-02-04 08:20:00,2020-02-04 08:31:00,11.0
Bangkok (BKK),Mumbai,Air India,A,0,2020-02-04 08:25:00,2020-02-04 08:15:00,10.0
Dubai (DXB),Mumbai,Emirates (Expo 2020 - Sustainability Livery),A,0,2020-02-04 08:25:00,2020-02-04 07:53:00,32.0
Mumbai,Abu Dhabi (AUH),Etihad,D,1,2020-02-04 08:25:00,2020-02-04 08:46:00,21.0
Mumbai,Kolkata (CCU),SpiceJet,D,1,2020-02-04 08:25:00,2020-02-04 09:07:00,42.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-04 08:25:00,2020-02-04 08:48:00,23.0
Kolkata (CCU),Mumbai,IndiGo,A,0,2020-02-04 08:30:00,2020-02-04 08:21:00,9.0
Mumbai,Dubai (DXB),IndiGo,D,1,2020-02-04 08:30:00,2020-02-04 08:44:00,14.0
Mumbai,Nagpur (NAG),IndiGo,D,1,2020-02-04 08:30:00,2020-02-04 08:53:00,23.0
Bengaluru (BLR),Mumbai,Air India,A,0,2020-02-04 08:35:00,2020-02-04 08:27:00,8.0
Chennai (MAA),Mumbai,SpiceJet,A,0,2020-02-04 08:35:00,2020-02-04 08:14:00,21.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-04 08:35:00,2020-02-04 07:49:00,46.0
Mumbai,Chandigarh (IXC),GoAir,D,1,2020-02-04 08:35:00,2020-02-04 09:01:00,26.0
Mumbai,Siliguri (IXB),IndiGo,D,1,2020-02-04 08:35:00,2020-02-04 08:58:00,23.0
Hyderabad (HYD),Mumbai,SpiceJet,A,0,2020-02-04 08:40:00,2020-02-04 08:33:00,7.0
Chennai (MAA),Mumbai,IndiGo,A,0,2020-02-04 08:40:00,2020-02-04 08:36:00,4.0
Indore (IDR),Mumbai,IndiGo,A,0,2020-02-04 08:40:00,2020-02-04 08:45:00,5.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-04 08:40:00,2020-02-04 08:25:00,15.0
Mumbai,Delhi (DEL),AirAsia,D,1,2020-02-04 08:40:00,2020-02-04 09:04:00,24.0
Dubai (DXB),Mumbai,Air India,A,0,2020-02-04 08:45:00,2020-02-04 08:36:00,9.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-04 08:45:00,2020-02-04 08:55:00,10.0
Mumbai,Delhi (DEL),Vistara,D,1,2020-02-04 08:45:00,2020-02-04 09:11:00,26.0
Surat (STV),Mumbai,SpiceJet,A,0,2020-02-04 08:50:00,2020-02-04 08:38:00,12.0
Kolkata (CCU),Mumbai,SpiceJet,A,0,2020-02-04 08:50:00,2020-02-04 08:47:00,3.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-04 08:50:00,2020-02-04 08:44:00,6.0
Dubai (DXB),Mumbai,IndiGo,A,0,2020-02-04 08:50:00,2020-02-04 08:30:00,20.0
Mumbai,Patna (PAT),IndiGo,D,1,2020-02-04 08:50:00,2020-02-04 09:17:00,27.0
Ahmedabad (AMD),Mumbai,IndiGo,A,0,2020-02-04 08:55:00,2020-02-04 08:51:00,4.0
Mumbai,Dhaka (DAC),SpiceJet,D,1,2020-02-04 08:55:00,2020-02-04 11:48:00,173.0
Mumbai,Hyderabad (HYD),IndiGo,D,1,2020-02-04 08:55:00,2020-02-04 09:09:00,14.0
Chennai (MAA),Mumbai,Vistara,A,0,2020-02-04 09:00:00,2020-02-04 08:57:00,3.0
Mumbai,Chennai (MAA),Air India,D,1,2020-02-04 09:00:00,2020-02-04 10:25:00,85.0
Mumbai,Delhi (DEL),Air India,D,1,2020-02-04 09:00:00,2020-02-04 09:44:00,44.0
Kozhikode (CCJ),Mumbai,Air India,A,0,2020-02-04 09:05:00,2020-02-04 09:00:00,5.0
Ahmedabad (AMD),Mumbai,Air India,A,0,2020-02-04 09:05:00,2020-02-04 09:39:00,34.0
Delhi (DEL),Mumbai,Air India,A,0,2020-02-04 09:05:00,2020-02-04 09:20:00,15.0
Mumbai,Bengaluru (BLR),Vistara,D,1,2020-02-04 09:05:00,2020-02-04 09:19:00,14.0
Delhi (DEL),Mumbai,GoAir,A,0,2020-02-04 09:10:00,2020-02-04 09:05:00,5.0
Goa (GOI),Mumbai,Air India,A,0,2020-02-04 09:15:00,2020-02-04 10:20:00,65.0
Vadodara (BDQ),Mumbai,IndiGo,A,0,2020-02-04 09:15:00,2020-02-04 09:06:00,9.0
Chennai (MAA),Mumbai,IndiGo,A,0,2020-02-04 09:15:00,2020-02-04 08:57:00,18.0
Mumbai,Bengaluru (BLR),Air India,D,1,2020-02-04 09:15:00,2020-02-04 09:46:00,31.0
Mumbai,Jaisalmer (JSA),SpiceJet,D,1,2020-02-04 09:15:00,2020-02-04 09:24:00,9.0
Mumbai,Jodhpur (JDH),SpiceJet,D,1,2020-02-04 09:15:00,2020-02-04 09:32:00,17.0
Nagpur (NAG),Mumbai,Air India,A,0,2020-02-04 09:20:00,2020-02-04 09:15:00,5.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-04 09:20:00,2020-02-04 09:35:00,15.0
Mumbai,Coimbatore (CJB),SpiceJet,D,1,2020-02-04 09:20:00,2020-02-04 09:55:00,35.0
Mumbai,Chandigarh (IXC),IndiGo,D,1,2020-02-04 09:20:00,2020-02-04 09:39:00,19.0
Mumbai,Porbandar (PBD),SpiceJet,D,1,2020-02-04 09:25:00,2020-02-04 09:25:00,0.0
Mumbai,Kolkata (CCU),IndiGo,D,1,2020-02-04 09:25:00,2020-02-04 09:31:00,6.0
