Time,Source,Flight Name,Status,date,type,Destination 
05:10:00,,Blue Dart Aviation,Departed 5:30 AM,2020-02-04,D,Bengaluru (BLR)
05:10:00,,GoAir,Departed 5:17 AM,2020-02-04,D,Cochin (COK)
05:15:00,Ahmedabad (AMD),Air India,Landed 5:22 AM,2020-02-04,A,
05:15:00,,IndiGo,Departed 5:25 AM,2020-02-04,D,Vadodara (BDQ)
05:20:00,,AirAsia,Departed 5:22 AM,2020-02-04,D,Delhi (DEL)
05:20:00,,SpiceJet,Departed 5:29 AM,2020-02-04,D,Jaipur (JAI)
05:20:00,,IndiGo,Departed 5:32 AM,2020-02-04,D,Jaipur (JAI)
05:20:00,,SpiceXpress,Departed 5:51 AM,2020-02-04,D,Bengaluru (BLR)
05:25:00,Goa (GOI),Air India,Landed 5:17 AM,2020-02-04,A,
05:25:00,Hyderabad (HYD),IndiGo,Landed 5:13 AM,2020-02-04,A,
05:25:00,,Blue Dart Aviation,Departed 5:43 AM,2020-02-04,D,Hyderabad (HYD)
05:31:00,,Air India,Departed 6:56 AM,2020-02-04,D,Ahmedabad (AMD)
05:31:00,,SpiceJet,Departed 5:38 AM,2020-02-04,D,Kolkata (CCU)
05:31:00,,Vistara,Departed 5:34 AM,2020-02-04,D,Delhi (DEL)
05:35:00,Nairobi (NBO),Kenya Airways (SkyTeam Livery),Landed 6:26 AM,2020-02-04,A,
05:35:00,,Air India,Departed 5:35 AM,2020-02-04,D,Nagpur (NAG)
05:35:00,,IndiGo,Departed 5:41 AM,2020-02-04,D,Ranchi (IXR)
05:40:00,Bangkok (DMK),Thai Lion Air,Landed 5:54 AM,2020-02-04,A,
05:40:00,,Air India,Departed 10:52 AM,2020-02-04,D,Chennai (MAA)
05:45:00,Muscat (MCT),GoAir,Landed 5:27 AM,2020-02-04,A,
05:45:00,,Air India,Departed 6:11 AM,2020-02-04,D,Bhopal (BHO)
05:45:00,,Cathay Pacific,Unknown,2020-02-04,D,Hong Kong (HKG)
05:45:00,,GoAir,Departed 6:28 AM,2020-02-04,D,Jaipur (JAI)
05:45:00,,SpiceJet,Departed 6:05 AM,2020-02-04,D,Hyderabad (HYD)
05:50:00,Colombo (CMB),Air India,Landed 6:06 AM,2020-02-04,A,
05:50:00,,GoAir,Departed 6:02 AM,2020-02-04,D,Chennai (MAA)
05:55:00,Frankfurt (FRA),Lufthansa Cargo,Landed 5:49 AM,2020-02-04,A,
05:55:00,,SpiceJet,Departed 7:06 AM,2020-02-04,D,Guwahati (GAU)
05:55:00,,SpiceJet,Departed 8:14 AM,2020-02-04,D,Jammu (IXJ)
06:00:00,,Air India,Departed 7:33 AM,2020-02-04,D,Goa (GOI)
06:00:00,,GoAir,Departed 6:13 AM,2020-02-04,D,Bengaluru (BLR)
06:00:00,,GoAir,Departed 6:19 AM,2020-02-04,D,Delhi (DEL)
06:00:00,,SpiceJet,Departed 6:16 AM,2020-02-04,D,Delhi (DEL)
06:00:00,,Vistara,Departed 6:20 AM,2020-02-04,D,Bengaluru (BLR)
06:01:00,,Air India,Departed 6:48 AM,2020-02-04,D,Chandigarh (IXC)
06:05:00,,GoAir,Departed 6:23 AM,2020-02-04,D,Nagpur (NAG)
06:05:00,,Vistara,Departed 6:08 AM,2020-02-04,D,Chennai (MAA)
06:05:00,,IndiGo,Departed 6:25 AM,2020-02-04,D,Bengaluru (BLR)
06:05:00,,IndiGo,Departed 6:34 AM,2020-02-04,D,Delhi (DEL)
06:10:00,,Air India,Departed 6:22 AM,2020-02-04,D,Hyderabad (HYD)
06:10:00,,Air India,Departed 7:01 AM,2020-02-04,D,Kolkata (CCU)
06:10:00,,Vistara,Departed 6:39 AM,2020-02-04,D,Hyderabad (HYD)
06:10:00,,IndiGo,Departed 6:31 AM,2020-02-04,D,Chennai (MAA)
06:15:00,Kuwait City (KWI),Kuwait Airways,Landed 5:38 AM,2020-02-04,A,
06:15:00,,Air India,Departed 6:49 AM,2020-02-04,D,Bengaluru (BLR)
06:15:00,,IndiGo,Departed 6:47 AM,2020-02-04,D,Hyderabad (HYD)
06:20:00,Hyderabad (HYD),IndiGo,Landed 5:58 AM,2020-02-04,A,
06:20:00,,IndiGo,Departed 6:46 AM,2020-02-04,D,Abu Dhabi (AUH)
06:25:00,Dubai (DXB),SpiceJet,Landed 6:37 AM,2020-02-04,A,
06:25:00,,SpiceJet,Departed 6:27 AM,2020-02-04,D,Hyderabad (HYD)
06:25:00,,IndiGo,Departed 6:43 AM,2020-02-04,D,Vadodara (BDQ)
06:30:00,Ahmedabad (AMD),IndiGo,Landed 6:12 AM,2020-02-04,A,
06:30:00,,Gulf Air (Bahrain Grand Prix 2015 Livery),Departed 6:22 AM,2020-02-04,D,Bahrain (BAH)
06:30:00,,Vistara,Departed 6:50 AM,2020-02-04,D,Delhi (DEL)
06:30:00,,IndiGo,Departed 6:41 AM,2020-02-04,D,Indore (IDR)
06:35:00,,Kenya Airways (SkyTeam Livery),Departed 8:09 AM,2020-02-04,D,Nairobi (NBO)
06:35:00,,SpiceJet,Unknown,2020-02-04,D,Dehradun (DED)
06:40:00,Goa (GOI),SpiceJet,Landed 6:03 AM,2020-02-04,A,
06:40:00,Ahmedabad (AMD),SpiceJet,Landed 6:12 AM,2020-02-04,A,
06:40:00,Muscat (MCT),Oman Air,Landed 6:17 AM,2020-02-04,A,
06:40:00,Bengaluru (BLR),IndiGo,Landed 6:27 AM,2020-02-04,A,
06:45:00,Nagpur (NAG),IndiGo,Landed 6:16 AM,2020-02-04,A,
06:45:00,,IndiGo,Departed 6:58 AM,2020-02-04,D,Delhi (DEL)
06:50:00,Chennai (MAA),GoAir,Landed 6:44 AM,2020-02-04,A,
06:50:00,,SpiceJet,Departed 7:11 AM,2020-02-04,D,Patna (PAT)
06:50:00,,Thai Lion Air,Departed 7:16 AM,2020-02-04,D,Bangkok (DMK)
06:50:00,,Turkish Airlines,Departed 8:32 AM,2020-02-04,D,Istanbul (IST)
06:55:00,Jeddah (JED),SpiceJet,Landed 9:10 AM,2020-02-04,A,
06:55:00,Sharjah (SHJ),Air India Express (Hawa Mahal/Ujjayanta Palace),Landed 7:07 AM,2020-02-04,A,
06:55:00,,Vistara,Departed 7:04 AM,2020-02-04,D,Kolkata (CCU)
07:00:00,Riyadh (RUH),SpiceJet,Landed 6:32 AM,2020-02-04,A,
07:00:00,,Air India,Departed 8:25 AM,2020-02-04,D,London (LHR)
07:00:00,,Air india (Star Alliance Livery),Departed 7:24 AM,2020-02-04,D,Delhi (DEL)
07:00:00,,Vistara,Departed 7:12 AM,2020-02-04,D,Bengaluru (BLR)
07:05:00,Hyderabad (HYD),Corendon Airlines,Landed 6:40 AM,2020-02-04,A,
07:05:00,Delhi (DEL),IndiGo,Landed 6:57 AM,2020-02-04,A,
07:05:00,Jaipur (JAI),IndiGo,Landed 6:32 AM,2020-02-04,A,
07:05:00,,Air India,Departed 7:53 AM,2020-02-04,D,Indore (IDR)
07:10:00,Bengaluru (BLR),AirAsia,Landed 7:00 AM,2020-02-04,A,
07:10:00,Bengaluru (BLR),SpiceJet,Landed 6:51 AM,2020-02-04,A,
07:10:00,,IndiGo,Departed 7:10 AM,2020-02-04,D,Guwahati (GAU)
07:15:00,Addis Ababa (ADD),Ethiopian Airlines,Landed 6:37 AM,2020-02-04,A,
07:15:00,Hyderabad (HYD),Air India,Landed 6:42 AM,2020-02-04,A,
07:15:00,Chennai (MAA),IndiGo,Landed 7:03 AM,2020-02-04,A,
07:15:00,,Kuwait Airways,Departed 7:18 AM,2020-02-04,D,Kuwait City (KWI)
07:20:00,Bengaluru (BLR),GoAir,Landed 7:37 AM,2020-02-04,A,
07:20:00,Bengaluru (BLR),IndiGo,Landed 7:09 AM,2020-02-04,A,
07:20:00,,SpiceJet,Departed 7:27 AM,2020-02-04,D,Delhi (DEL)
07:25:00,Abu Dhabi (AUH),Etihad,Landed 7:16 AM,2020-02-04,A,
07:25:00,,SpiceJet,Departed 7:43 AM,2020-02-04,D,Chennai (MAA)
07:25:00,,IndiGo,Departed 7:31 AM,2020-02-04,D,Ahmedabad (AMD)
07:25:00,,IndiGo,Departed 7:36 AM,2020-02-04,D,Bhopal (BHO)
07:30:00,,Vistara,Departed 7:59 AM,2020-02-04,D,Delhi (DEL)
07:35:00,,GoAir,Departed 7:45 AM,2020-02-04,D,Ahmedabad (AMD)
07:35:00,,IndiGo,Departed 7:41 AM,2020-02-04,D,Bengaluru (BLR)
07:40:00,Chennai (MAA),SpiceJet,Landed 7:19 AM,2020-02-04,A,
07:40:00,Cochin (COK),SpiceJet,Landed 7:32 AM,2020-02-04,A,
07:45:00,Delhi (DEL),IndiGo,Landed 7:31 AM,2020-02-04,A,
07:45:00,,Air India Express (Hawa Mahal/Ujjayanta Palace),Departed 8:40 AM,2020-02-04,D,Vijayawada (VGA)
07:45:00,,Corendon Airlines,Departed 8:18 AM,2020-02-04,D,Varanasi (VNS)
07:45:00,,IndiGo,Departed 8:04 AM,2020-02-04,D,Delhi (DEL)
07:45:00,,IndiGo,Departed 7:54 AM,2020-02-04,D,Kolkata (CCU)
07:50:00,Rajkot (RAJ),Air India,Landed 7:40 AM,2020-02-04,A,
07:50:00,Bengaluru (BLR),IndiGo,Landed 7:28 AM,2020-02-04,A,
07:50:00,,AirAsia,Departed 8:12 AM,2020-02-04,D,Bengaluru (BLR)
07:50:00,,SpiceJet,Departed 8:23 AM,2020-02-04,D,Siliguri (IXB)
07:50:00,,Alliance Air,Departed 8:20 AM,2020-02-04,D,Bhuj (BHJ)
07:55:00,Goa (GOI),GoAir,Landed 7:36 AM,2020-02-04,A,
07:55:00,Delhi (DEL),AirAsia,Landed 7:42 AM,2020-02-04,A,
07:55:00,Vadodara (BDQ),IndiGo,Landed 8:06 AM,2020-02-04,A,
07:55:00,,Air India,Departed 8:17 AM,2020-02-04,D,Lucknow (LKO)
07:55:00,,Lufthansa Cargo,Departed 8:01 AM,2020-02-04,D,Hyderabad (HYD)
08:00:00,Delhi (DEL),Vistara,Landed 7:59 AM,2020-02-04,A,
08:00:00,,Air India,Canceled,2020-02-04,D,Delhi (DEL)
08:00:00,,GoAir,Departed 8:56 AM,2020-02-04,D,Delhi (DEL)
08:05:00,Abu Dhabi (AUH),Air India,Landed 8:04 AM,2020-02-04,A,
08:10:00,Chennai (MAA),Air India,Landed 8:01 AM,2020-02-04,A,
08:10:00,,SpiceJet,Departed 8:28 AM,2020-02-04,D,Thiruvananthapuram (TRV)
08:15:00,Bengaluru (BLR),Vistara,Landed 8:09 AM,2020-02-04,A,
08:15:00,Hyderabad (HYD),IndiGo,Landed 8:10 AM,2020-02-04,A,
08:15:00,,Air India (Star Alliance Livery),Departed 8:52 AM,2020-02-04,D,Delhi (DEL)
08:15:00,,IndiGo,Departed 8:38 AM,2020-02-04,D,Bengaluru (BLR)
08:20:00,Kuwait City (KWI),Air India,Landed 7:56 AM,2020-02-04,A,
08:20:00,Riyadh (RUH),Saudia,Landed 7:52 AM,2020-02-04,A,
08:20:00,,SpiceJet,Departed 8:31 AM,2020-02-04,D,Bengaluru (BLR)
08:25:00,Bangkok (BKK),Air India,Landed 8:15 AM,2020-02-04,A,
08:25:00,Dubai (DXB),Emirates (Expo 2020 - Sustainability Livery),Landed 7:53 AM,2020-02-04,A,
08:25:00,,Etihad,Departed 8:46 AM,2020-02-04,D,Abu Dhabi (AUH)
08:25:00,,SpiceJet,Departed 9:07 AM,2020-02-04,D,Kolkata (CCU)
08:25:00,,IndiGo,Departed 8:48 AM,2020-02-04,D,Delhi (DEL)
08:30:00,Kolkata (CCU),IndiGo,Landed 8:21 AM,2020-02-04,A,
08:30:00,,IndiGo,Departed 8:44 AM,2020-02-04,D,Dubai (DXB)
08:30:00,,IndiGo,Departed 8:53 AM,2020-02-04,D,Nagpur (NAG)
08:35:00,Bengaluru (BLR),Air India,Landed 8:27 AM,2020-02-04,A,
08:35:00,Chennai (MAA),SpiceJet,Landed 8:14 AM,2020-02-04,A,
08:35:00,Delhi (DEL),SpiceJet,Landed 7:49 AM,2020-02-04,A,
08:35:00,,GoAir,Departed 9:01 AM,2020-02-04,D,Chandigarh (IXC)
08:35:00,,IndiGo,Departed 8:58 AM,2020-02-04,D,Siliguri (IXB)
08:40:00,Hyderabad (HYD),SpiceJet,Landed 8:33 AM,2020-02-04,A,
08:40:00,Chennai (MAA),IndiGo,Landed 8:36 AM,2020-02-04,A,
08:40:00,Indore (IDR),IndiGo,Landed 8:45 AM,2020-02-04,A,
08:40:00,Delhi (DEL),IndiGo,Landed 8:25 AM,2020-02-04,A,
08:40:00,,AirAsia,Departed 9:04 AM,2020-02-04,D,Delhi (DEL)
08:45:00,Dubai (DXB),Air India,Landed 8:36 AM,2020-02-04,A,
08:45:00,Delhi (DEL),Vistara,Landed 8:55 AM,2020-02-04,A,
08:45:00,,Vistara,Departed 9:11 AM,2020-02-04,D,Delhi (DEL)
08:50:00,Surat (STV),SpiceJet,Landed 8:38 AM,2020-02-04,A,
08:50:00,Kolkata (CCU),SpiceJet,Landed 8:47 AM,2020-02-04,A,
08:50:00,Bengaluru (BLR),IndiGo,Landed 8:44 AM,2020-02-04,A,
08:50:00,Dubai (DXB),IndiGo,Landed 8:30 AM,2020-02-04,A,
08:50:00,,IndiGo,Departed 9:17 AM,2020-02-04,D,Patna (PAT)
08:55:00,Ahmedabad (AMD),IndiGo,Landed 8:51 AM,2020-02-04,A,
08:55:00,,SpiceJet,Departed 11:48 AM,2020-02-04,D,Dhaka (DAC)
08:55:00,,IndiGo,Departed 9:09 AM,2020-02-04,D,Hyderabad (HYD)
09:00:00,Chennai (MAA),Vistara,Landed 8:57 AM,2020-02-04,A,
09:00:00,,Air India,Departed 10:25 AM,2020-02-04,D,Chennai (MAA)
09:00:00,,Air India,Departed 9:44 AM,2020-02-04,D,Delhi (DEL)
09:05:00,Kozhikode (CCJ),Air India,Landed 9:00 AM,2020-02-04,A,
09:05:00,Ahmedabad (AMD),Air India,Landed 9:39 AM,2020-02-04,A,
09:05:00,Delhi (DEL),Air India,Landed 9:20 AM,2020-02-04,A,
09:05:00,,Vistara,Departed 9:19 AM,2020-02-04,D,Bengaluru (BLR)
09:10:00,Delhi (DEL),GoAir,Landed 9:05 AM,2020-02-04,A,
09:15:00,Goa (GOI),Air India,Landed 10:20 AM,2020-02-04,A,
09:15:00,Vadodara (BDQ),IndiGo,Landed 9:06 AM,2020-02-04,A,
09:15:00,Chennai (MAA),IndiGo,Landed 8:57 AM,2020-02-04,A,
09:15:00,,Air India,Departed 9:46 AM,2020-02-04,D,Bengaluru (BLR)
09:15:00,,SpiceJet,Departed 9:24 AM,2020-02-04,D,Jaisalmer (JSA)
09:15:00,,SpiceJet,Departed 9:32 AM,2020-02-04,D,Jodhpur (JDH)
09:20:00,Nagpur (NAG),Air India,Landed 9:15 AM,2020-02-04,A,
09:20:00,Delhi (DEL),SpiceJet,Landed 9:35 AM,2020-02-04,A,
09:20:00,,SpiceJet,Departed 9:55 AM,2020-02-04,D,Coimbatore (CJB)
09:20:00,,IndiGo,Departed 9:39 AM,2020-02-04,D,Chandigarh (IXC)
09:25:00,,SpiceJet,Departed 9:25 AM,2020-02-04,D,Porbandar (PBD)
09:25:00,,IndiGo,Departed 9:31 AM,2020-02-04,D,Kolkata (CCU)
09:25:00,,IndiGo,Departed 9:58 AM,2020-02-04,D,Raipur (RPR)
09:30:00,Bhopal (BHO),Air India,Landed 9:19 AM,2020-02-04,A,
09:30:00,,SpiceJet,Departed 9:42 AM,2020-02-04,D,Dubai (DXB)
09:30:00,,IndiGo,Departed 9:34 AM,2020-02-04,D,Delhi (DEL)
09:35:00,Bengaluru (BLR),SpiceJet,Landed 9:23 AM,2020-02-04,A,
09:35:00,,IndiGo,Departed 9:45 AM,2020-02-04,D,Bengaluru (BLR)
09:40:00,Hyderabad (HYD),Air India,Landed 9:38 AM,2020-02-04,A,
09:40:00,Delhi (DEL),IndiGo,Landed 9:27 AM,2020-02-04,A,
09:40:00,,IndiGo,Departed 9:54 AM,2020-02-04,D,Chennai (MAA)
09:45:00,Cochin (COK),GoAir,Landed 9:27 AM,2020-02-04,A,
09:45:00,Jaipur (JAI),SpiceJet,Landed 9:30 AM,2020-02-04,A,
09:45:00,Delhi (DEL),Vistara,Landed 10:07 AM,2020-02-04,A,
09:45:00,,Vistara,Departed 10:20 AM,2020-02-04,D,Chennai (MAA)
09:46:00,,Air India,Departed 10:03 AM,2020-02-04,D,Kozhikode (CCJ)
09:46:00,,Air India,Departed 10:35 AM,2020-02-04,D,Patna (PAT)
09:50:00,Kolkata (CCU),IndiGo,Landed 9:49 AM,2020-02-04,A,
09:50:00,Coimbatore (CJB),IndiGo,Landed 9:19 AM,2020-02-04,A,
09:50:00,,GoAir,Departed 10:01 AM,2020-02-04,D,Delhi (DEL)
09:55:00,Bengaluru (BLR),GoAir,Landed 9:52 AM,2020-02-04,A,
09:55:00,Bengaluru (BLR),Vistara,Landed 10:10 AM,2020-02-04,A,
09:55:00,Hyderabad (HYD),Vistara,Landed 9:52 AM,2020-02-04,A,
09:55:00,,Air India,Departed 10:43 AM,2020-02-04,D,Jodhpur (JDH)
09:55:00,,Air India,Departed 10:55 AM,2020-02-04,D,Raipur (RPR)
09:55:00,,Saudia,Departed 10:06 AM,2020-02-04,D,Riyadh (RUH)
09:55:00,,IndiGo,Departed 10:11 AM,2020-02-04,D,Mangalore (IXE)
10:00:00,,Air India,Departed 12:01 PM,2020-02-04,D,Delhi (DEL)
10:05:00,Cochin (COK),IndiGo,Landed 10:00 AM,2020-02-04,A,
10:05:00,Lucknow (LKO),IndiGo,Landed 9:42 AM,2020-02-04,A,
10:10:00,Delhi (DEL),GoAir,Landed 10:29 AM,2020-02-04,A,
10:10:00,Lucknow (LKO),GoAir,Landed 10:05 AM,2020-02-04,A,
10:10:00,,SpiceJet,Departed 11:05 AM,2020-02-04,D,Delhi (DEL)
10:15:00,Delhi (DEL),Air India,Canceled,2020-02-04,A,
10:15:00,Doha (DOH),IndiGo,Landed 10:02 AM,2020-02-04,A,
10:20:00,Indore (IDR),IndiGo,Landed 9:57 AM,2020-02-04,A,
10:20:00,,IndiGo,Departed 10:22 AM,2020-02-04,D,Bhubaneswar (BBI)
10:25:00,,Air India,Departed 11:12 AM,2020-02-04,D,Mangalore (IXE)
10:25:00,,Air India,Departed 11:34 AM,2020-02-04,D,Varanasi (VNS)
10:25:00,,Emirates (Expo 2020 - Sustainability Livery),Departed 10:39 AM,2020-02-04,D,Dubai (DXB)
10:25:00,,SpiceJet,Departed 11:01 AM,2020-02-04,D,Patna (PAT)
10:25:00,,Vistara,Departed 11:40 AM,2020-02-04,D,Delhi (DEL)
10:30:00,Ahmedabad (AMD),IndiGo,Landed 10:16 AM,2020-02-04,A,
10:30:00,,GoAir,Departed 10:49 AM,2020-02-04,D,Jammu (IXJ)
10:30:00,,SpiceJet,Departed 11:07 AM,2020-02-04,D,Kanpur (KNU)
10:30:00,,Oman Air,Departed 10:30 AM,2020-02-04,D,Muscat (MCT)
10:30:00,,IndiGo,Departed 11:10 AM,2020-02-04,D,Indore (IDR)
10:30:00,,IndiGo,Departed 10:52 AM,2020-02-04,D,Amritsar (ATQ)
10:35:00,Delhi (DEL),SpiceJet,Landed 10:56 AM,2020-02-04,A,
10:35:00,Singapore (SIN),Singapore Airlines,Landed 10:26 AM,2020-02-04,A,
10:40:00,Jaipur (JAI),GoAir,Landed 10:18 AM,2020-02-04,A,
10:40:00,Delhi (DEL),IndiGo,Landed 10:31 AM,2020-02-04,A,
10:40:00,,IndiGo,Departed 11:15 AM,2020-02-04,D,Male (MLE)
10:45:00,Ahmedabad (AMD),GoAir,Landed 10:46 AM,2020-02-04,A,
10:45:00,Hyderabad (HYD),SpiceJet,Landed 10:13 AM,2020-02-04,A,
10:45:00,,IndiGo,Departed 11:32 AM,2020-02-04,D,Jammu (IXJ)
10:50:00,Bengaluru (BLR),Air India,Landed 10:36 AM,2020-02-04,A,
10:50:00,Nagpur (NAG),GoAir,Landed 10:50 AM,2020-02-04,A,
10:50:00,Kolkata (CCU),SpiceJet,Landed 10:39 AM,2020-02-04,A,
10:50:00,,GoAir,Departed 11:20 AM,2020-02-04,D,Ranchi (IXR)
10:50:00,,Vistara,Departed 11:18 AM,2020-02-04,D,Varanasi (VNS)
10:55:00,,GoAir,Departed 11:43 AM,2020-02-04,D,Lucknow (LKO)
11:00:00,Chennai (MAA),IndiGo,Landed 10:41 AM,2020-02-04,A,
11:00:00,Bhopal (BHO),IndiGo,Landed 10:35 AM,2020-02-04,A,
11:00:00,,Air India,Departed 12:06 PM,2020-02-04,D,Jamnagar (JGA)
11:00:00,,Vistara,Departed 11:26 AM,2020-02-04,D,Colombo (CMB)
11:00:00,,IndiGo,Departed 11:23 AM,2020-02-04,D,Jodhpur (JDH)
11:05:00,Ranchi (IXR),IndiGo,Landed 10:57 AM,2020-02-04,A,
11:05:00,,IndiGo,Departed 11:29 AM,2020-02-04,D,Delhi (DEL)
11:10:00,Delhi (DEL),Air India,Landed 11:30 AM,2020-02-04,A,
11:10:00,Delhi (DEL),Vistara,Landed 11:09 AM,2020-02-04,A,
11:10:00,,Air India,Departed 11:47 AM,2020-02-04,D,Jaipur (JAI)
11:10:00,,IndiGo,Departed 11:37 AM,2020-02-04,D,Allahabad (IXD)
11:15:00,London (LHR),British Airways,Landed 10:59 AM,2020-02-04,A,
11:15:00,Bhubaneswar (BBI),IndiGo,Landed 11:12 AM,2020-02-04,A,
11:15:00,Kolkata (CCU),IndiGo,Landed 11:22 AM,2020-02-04,A,
11:15:00,,Air India,Departed 12:29 PM,2020-02-04,D,Frankfurt (FRA)
11:15:00,,IndiGo,Departed 11:56 AM,2020-02-04,D,Doha (DOH)
11:20:00,Bengaluru (BLR),Vistara,Landed 11:34 AM,2020-02-04,A,
11:20:00,Bengaluru (BLR),IndiGo,Landed 11:14 AM,2020-02-04,A,
11:20:00,,GoAir,Departed 12:02 PM,2020-02-04,D,Patna (PAT)
11:20:00,,IndiGo,Departed 11:51 AM,2020-02-04,D,Goa (GOI)
11:25:00,Udaipur (UDR),IndiGo,Landed 11:03 AM,2020-02-04,A,
11:25:00,,SpiceJet,Departed 11:59 AM,2020-02-04,D,Rajkot (RAJ)
11:25:00,,Vistara,Departed 12:15 PM,2020-02-04,D,Goa (GOI)
11:30:00,Hyderabad (HYD),Air India,Landed 11:40 AM,2020-02-04,A,
11:30:00,Jaipur (JAI),IndiGo,Landed 11:16 AM,2020-02-04,A,
11:30:00,,GoAir,Departed 12:27 PM,2020-02-04,D,Goa (GOI)
11:30:00,,SpiceJet,Departed 12:00 PM,2020-02-04,D,Goa (GOI)
11:35:00,Port Blair (IXZ),GoAir,Landed 11:06 AM,2020-02-04,A,
11:35:00,Hyderabad (HYD),IndiGo,Landed 11:44 AM,2020-02-04,A,
11:35:00,Ahmedabad (AMD),IndiGo,Landed 11:19 AM,2020-02-04,A,
11:35:00,,IndiGo,Departed 12:12 PM,2020-02-04,D,Nagpur (NAG)
11:40:00,Phuket (HKT),GoAir,Landed 11:31 AM,2020-02-04,A,
11:40:00,Delhi (DEL),Vistara,Landed 12:04 PM,2020-02-04,A,
11:40:00,,Ethiopian Airlines,Departed 12:09 PM,2020-02-04,D,Addis Ababa (ADD)
11:40:00,,IndiGo,Departed 12:03 PM,2020-02-04,D,Kolkata (CCU)
11:45:00,Dehradun (DED),SpiceJet,Unknown,2020-02-04,A,
11:45:00,Delhi (DEL),IndiGo,Landed 11:39 AM,2020-02-04,A,
11:50:00,,Singapore Airlines,Departed 12:24 PM,2020-02-04,D,Singapore (SIN)
11:55:00,,Vistara,Departed 12:38 PM,2020-02-04,D,Delhi (DEL)
11:55:00,,IndiGo,Departed 12:37 PM,2020-02-04,D,Chandigarh (IXC)
12:00:00,Kigali (KGL),RwandAir,Unknown,2020-02-04,A,
12:00:00,,GoAir,Departed 12:57 PM,2020-02-04,D,Ahmedabad (AMD)
12:00:00,,IndiGo,Departed 12:34 PM,2020-02-04,D,Coimbatore (CJB)
12:05:00,Nagpur (NAG),IndiGo,Landed 11:58 AM,2020-02-04,A,
12:05:00,Guwahati (GAU),IndiGo,Landed 12:58 PM,2020-02-04,A,
12:05:00,,Air India,Departed 1:02 PM,2020-02-04,D,Bhubaneswar (BBI)
12:05:00,,SpiceJet,Departed 12:32 PM,2020-02-04,D,Gorakhpur (GOP)
12:10:00,London (LHR),British Airways,Landed 11:46 AM,2020-02-04,A,
12:10:00,Kolkata (CCU),SpiceJet,Landed 12:24 PM,2020-02-04,A,
12:10:00,Bengaluru (BLR),IndiGo,Landed 12:08 PM,2020-02-04,A,
12:10:00,Bhuj (BHJ),Alliance Air,Landed 11:54 AM,2020-02-04,A,
12:10:00,,IndiGo,Departed 12:47 PM,2020-02-04,D,Varanasi (VNS)
12:15:00,Delhi (DEL),Air india (Star Alliance Livery),Landed 12:31 PM,2020-02-04,A,
12:15:00,Vijayawada (VGA),Air India Express (Hawa Mahal/Ujjayanta Palace),Landed 12:13 PM,2020-02-04,A,
12:15:00,,GoAir,Departed 12:41 PM,2020-02-04,D,Delhi (DEL)
12:15:00,,Vistara,Departed 12:49 PM,2020-02-04,D,Udaipur (UDR)
12:15:00,,IndiGo,Departed 12:44 PM,2020-02-04,D,Udaipur (UDR)
12:15:00,,IndiGo,Departed 12:59 PM,2020-02-04,D,Hyderabad (HYD)
12:20:00,Delhi (DEL),IndiGo,Landed 12:16 PM,2020-02-04,A,
12:25:00,,SpiceJet,Unknown,2020-02-04,D,Guwahati (GAU)
12:25:00,,SpiceJet,Departed 12:54 PM,2020-02-04,D,Amritsar (ATQ)
12:25:00,,IndiGo,Departed 1:05 PM,2020-02-04,D,Ahmedabad (AMD)
12:25:00,,IndiGo,Departed 1:07 PM,2020-02-04,D,Patna (PAT)
12:30:00,Tehran (IKA),Iran Air,Landed 12:36 PM,2020-02-04,A,
12:30:00,Porbandar (PBD),SpiceJet,Unknown,2020-02-04,A,
12:30:00,Varanasi (VNS),IndiGo,Landed 12:25 PM,2020-02-04,A,
12:30:00,,Air India,Departed 1:14 PM,2020-02-04,D,Riyadh (RUH)
12:35:00,Bengaluru (BLR),AirAsia,Landed 12:29 PM,2020-02-04,A,
12:35:00,Delhi (DEL),Vistara,Landed 12:44 PM,2020-02-04,A,
12:35:00,Delhi (DEL),IndiGo,Landed 12:19 PM,2020-02-04,A,
12:40:00,Jammu (IXJ),SpiceJet,Landed 1:45 PM,2020-02-04,A,
12:40:00,Nanded (NDC),Trujet,Landed 12:33 PM,2020-02-04,A,
12:40:00,,GoAir,Departed 1:12 PM,2020-02-04,D,Bangkok (BKK)
12:45:00,Delhi (DEL),SpiceJet,Landed 12:53 PM,2020-02-04,A,
12:45:00,,Vistara,Departed 1:32 PM,2020-02-04,D,Goa (GOI)
12:45:00,,Trujet,Departed 1:24 PM,2020-02-04,D,Kolhapur (KLH)
12:45:00,,IndiGo,Departed 1:19 PM,2020-02-04,D,Jeddah (JED)
12:45:00,,Alliance Air,Departed 1:10 PM,2020-02-04,D,Diu (DIU)
12:50:00,Delhi (DEL),GoAir,Landed 12:50 PM,2020-02-04,A,
12:50:00,,SpiceJet,Departed 1:22 PM,2020-02-04,D,Varanasi (VNS)
12:55:00,Kolkata (CCU),Air India,Landed 1:08 PM,2020-02-04,A,
12:55:00,Thiruvananthapuram (TRV),SpiceJet,Landed 1:15 PM,2020-02-04,A,
12:55:00,,IndiGo,Departed 1:23 PM,2020-02-04,D,Delhi (DEL)
13:00:00,New York (EWR),Air India,Landed 12:11 PM,2020-02-04,A,
13:00:00,Thiruvananthapuram (TRV),IndiGo,Landed 12:50 PM,2020-02-04,A,
13:00:00,,IndiGo,Departed 2:01 PM,2020-02-04,D,Goa (GOI)
