Time,FlightNumber,Source,Flight Name,Aircraft,Status
6:05 PM,SG8161,Delhi (DEL),SpiceJet,B738 (VT-SYI),Landed 5:57 PM
6:05 PM,6E5318,Lucknow (LKO),IndiGo,A20N (VT-IZQ),Landed 5:48 PM
6:10 PM,AI670,Bhubaneswar (BBI),Air India,A20N (VT-CIP),Landed 7:06 PM
6:10 PM,6E981,Dehradun (DED),IndiGo,A20N (VT-ITG),Landed 7:10 PM
6:15 PM,AI636,Indore (IDR),Air India,A319 (VT-SCS),Landed 6:08 PM
6:15 PM,G8320,Bengaluru (BLR),GoAir,A20N (VT-WJL),Landed 5:59 PM
6:15 PM,UK656,Jodhpur (JDH),Vistara,B738 (VT-TGA),Landed 6:16 PM
6:15 PM,6E755,Delhi (DEL),IndiGo,A320 (VT-IKD),Unknown
6:20 PM,G82606,Goa (GOI),GoAir,A20N (VT-WGY),Landed 5:53 PM
6:25 PM,NH829,Tokyo (NRT),All Nippon Airways (Star Wars R2-D2 Livery),B789 (JA873A),Landed 5:50 PM
6:25 PM,6E628,Vadodara (BDQ),IndiGo,A20N (VT-ITV),Landed 6:03 PM
6:30 PM,UK622,Varanasi (VNS),Vistara,A320 (VT-TTC),Landed 6:48 PM
6:35 PM,SG6372,Amritsar (ATQ),SpiceJet,B738 (VT-SYC),Diverted to JAI
6:35 PM,6E418,Goa (GOI),IndiGo,A20N (VT-IVE),Landed 6:14 PM
6:40 PM,G82602,Nagpur (NAG),GoAir,A320 (VT-WAL),Landed 6:10 PM
6:45 PM,6E804,Raipur (RPR),IndiGo,A21N (VT-IUL),Landed 6:33 PM
6:50 PM,SG487,Goa (GOI),SpiceJet,B739 (VT-SPU),Landed 6:31 PM
6:50 PM,SG8168,Kanpur (KNU),SpiceJet,B738 (VT-SXE),Landed 6:20 PM
6:50 PM,6E983,Bhopal (BHO),IndiGo,A20N (VT-IVC),Landed 6:36 PM
6:50 PM,6E1793,Bangkok (BKK),IndiGo,A320 (VT-IGU),Landed 6:24 PM
6:55 PM,6E5331,Bengaluru (BLR),IndiGo,A20N (VT-IJI),Landed 6:27 PM
7:05 PM,UK941,Delhi (DEL),Vistara,A320 (VT-TTI),Landed 7:00 PM
7:10 PM,AI102,Delhi (DEL),Air India (Star Alliance Livery),B77W (VT-ALJ),Landed 6:58 PM
7:10 PM,EY204,Abu Dhabi (AUH),Etihad,A321 (A6-AEB),Landed 6:42 PM
7:10 PM,6E757,Kolkata (CCU),IndiGo,A20N (VT-IVG),Landed 6:44 PM
7:15 PM,SG6266,Guwahati (GAU),SpiceJet,B738 (VT-SLN),Landed 7:33 PM
7:15 PM,6E468,Goa (GOI),IndiGo,A320 (VT-IFV),Landed 6:51 PM
7:20 PM,AI656,Rajkot (RAJ),Air India,A319 (VT-SCM),Landed 6:54 PM
7:20 PM,6.00E+191,Delhi (DEL),IndiGo,A320 (VT-IHN),Landed 7:05 PM
7:20 PM,6E787,Ranchi (IXR),IndiGo,A20N (VT-IZF),Landed 6:44 PM
7:20 PM,6E998,Chennai (MAA),IndiGo,A320 (VT-IGY),Landed 6:52 PM
7:30 PM,SV772,Jeddah (JED),Saudia,B77W (HZ-AK35),Landed 7:07 PM
7:30 PM,6E394,Jaipur (JAI),IndiGo,A20N (VT-IJT),Landed 7:13 PM
7:35 PM,6E5306,Indore (IDR),IndiGo,A20N (VT-IZD),Landed 7:25 PM
7:40 PM,G8372,Goa (GOI),GoAir,A320 (VT-GOR),Landed 7:15 PM
7:40 PM,SG6438,Thiruvananthapuram (TRV),SpiceJet,B738 (VT-SYR),Landed 7:40 PM
7:40 PM,SG6476,Udaipur (UDR),SpiceJet,B738 (VT-SGQ),Landed 6:56 PM
7:40 PM,6E5376,Hyderabad (HYD),IndiGo,A20N (VT-ITU),Landed 8:16 PM
7:45 PM,AI773,Kolkata (CCU),Air India,A319 (VT-SCV),Landed 7:36 PM
7:45 PM,UL143,Colombo (CMB),SriLankan Airlines (Oneworld Livery),A320 (4R-ABO),Landed 7:19 PM
7:50 PM,6.00E+129,Delhi (DEL),IndiGo,A320 (VT-IFZ),Landed 7:22 PM
8:05 PM,UK955,Delhi (DEL),Vistara,A20N (VT-TNJ),Landed 7:53 PM
8:15 PM,AI24,Delhi (DEL),Air India,A20N (VT-CIM),Landed 9:06 PM
8:15 PM,UK776,Kolkata (CCU),Vistara,B738 (VT-TGD),Landed 8:09 PM
8:15 PM,UK854,Bengaluru (BLR),Vistara,B738 (VT-TGE),Landed 8:00 PM
8:15 PM,6E313,Ahmedabad (AMD),IndiGo,A320 (VT-IAX),Landed 8:01 PM
8:20 PM,G8640,Delhi (DEL),GoAir,A20N (VT-WGU),Landed 7:46 PM
8:20 PM,SG6379,Madurai (IXM),SpiceJet,B737 (VT-SYU),Landed 8:07 PM
8:20 PM,6E6449,Bengaluru (BLR),IndiGo,A320 (VT-IEN),Landed 7:41 PM
8:25 PM,GF64,Bahrain (BAH),Gulf Air,A321 (A9C-CD),Landed 8:12 PM
8:25 PM,G8396,Lucknow (LKO),GoAir,A20N (VT-WGF),Landed 7:55 PM
8:35 PM,EK508,Dubai (DXB),Emirates,B77W (A6-EQA),Landed 7:48 PM
8:35 PM,SG6355,Andal (RDP),SpiceJet,B737 (VT-SYO),Landed 8:28 PM
8:35 PM,6E5395,Cochin (COK),IndiGo,A320 (VT-IDM),Landed 8:20 PM
8:40 PM,AI985,Ahmedabad (AMD),Air India,A321 (VT-PPT),Landed 8:53 PM
8:40 PM,SG468,Hyderabad (HYD),SpiceJet,B738 (VT-SZM),Landed 8:32 PM
8:45 PM,G9401,Sharjah (SHJ),Air Arabia,A320 (A6-ANL),Landed 8:20 PM
8:45 PM,6.00E+231,Hyderabad (HYD),IndiGo,A320 (VT-IDQ),Landed 8:25 PM
8:45 PM,6E433,Guwahati (GAU),IndiGo,A20N (VT-ITR),Landed 8:43 PM
8:50 PM,SG6366,Kolkata (CCU),SpiceJet,B738 (VT-SLL),Landed 8:55 PM
8:50 PM,SG8709,Delhi (DEL),SpiceJet,B738 (VT-SXC),Landed 9:33 PM
8:50 PM,6E459,Mangalore (IXE),IndiGo,A20N (VT-IZA),Landed 8:43 PM
8:55 PM,SG6283,Cochin (COK),SpiceJet,B738 (VT-SLG),Landed 8:45 PM
9:00 PM,AI618,Hyderabad (HYD),Air India,A20N (VT-EXP),Landed 8:34 PM
9:00 PM,AI962,Nairobi (NBO),Air India,B788 (VT-ANS),Landed 9:18 PM
9:05 PM,9I652,Bhavnagar (BHU),Alliance Air,AT76 (VT-RKG),Landed 8:51 PM
9:10 PM,6E843,Delhi (DEL),IndiGo,A320 (VT-IAY),Landed 8:48 PM
9:15 PM,AI624,Delhi (DEL),Air India,32B,Unknown
9:15 PM,UK977,Delhi (DEL),Vistara,A320 (VT-TTJ),Landed 9:21 PM
9:25 PM,G8537,Ahmedabad (AMD),GoAir,A20N (VT-WJP),Landed 9:05 PM
9:25 PM,6E587,Indore (IDR),IndiGo,A320 (VT-IFK),Landed 9:01 PM
9:30 PM,6E5348,Bengaluru (BLR),IndiGo,A20N (VT-IVN),Landed 9:16 PM
9:30 PM,SG6372,Jaipur (JAI),SpiceJet,B738 (VT-SYC),Landed 8:38 PM
9:40 PM,UA48,New York (EWR),United Airlines,B77W (N2250U),Landed 9:09 PM
9:40 PM,AI662,Goa (GOI),Air India,A20N (VT-EXR),Landed 9:38 PM
9:45 PM,G8484,Ranchi (IXR),GoAir,A20N (VT-WJI),Landed 9:13 PM
9:45 PM,6.00E+197,Delhi (DEL),IndiGo,A320 (VT-IEG),Landed 9:28 PM
9:50 PM,AI610,Bengaluru (BLR),Air India,A20N (VT-EXK),Landed 10:03 PM
9:50 PM,UK850,Bengaluru (BLR),Vistara,B738 (VT-TGI),Landed 9:26 PM
9:50 PM,6E6017,Hyderabad (HYD),IndiGo,A320 (VT-INT),Landed 9:58 PM
9:55 PM,UK985,Delhi (DEL),Vistara,A320 (VT-TTF),Landed 10:17 PM
10:00 PM,TG317,Bangkok (BKK),Thai Airways,B773 (HS-TKB),Landed 9:43 PM
10:00 PM,G86,Abu Dhabi (AUH),GoAir,A20N (VT-WGG),Landed 10:24 PM
10:05 PM,SG703,Varanasi (VNS),Corendon Airlines,B738 (TC-TJT),Landed 9:44 PM
10:05 PM,SG8169,Delhi (DEL),SpiceJet,B738 (VT-SYY),Landed 9:50 PM
10:10 PM,G8345,Cochin (COK),GoAir,A320 (VT-GOL),Landed 10:34 PM
10:10 PM,AI55,Cochin (COK),Air India,A321 (VT-PPD),Landed 10:40 PM
10:10 PM,AI441,Aurangabad (IXU),Air India,A20N (VT-CIE),Landed 10:19 PM
10:10 PM,AI805,Delhi (DEL),Air India,A319 (VT-SCM),Unknown
10:10 PM,G8446,Delhi (DEL),GoAir,A320 (VT-GOO),Landed 10:10 PM
10:10 PM,SQ424,Singapore (SIN),Singapore Airlines,A388 (9V-SKY),Landed 9:34 PM
10:15 PM,SG6933,Dehradun (DED),SpiceJet,B738 (VT-SYZ),Landed 10:31 PM
10:15 PM,6.00E+84,Dubai (DXB),IndiGo,A320 (VT-IFR),Landed 9:48 PM
10:20 PM,AI343,Singapore (SIN),Air India,A20N (VT-CIH),Landed 10:44 PM
10:20 PM,OD215,Kuala Lumpur (KUL),Malindo Air,B738 (9M-LCK),Landed 10:06 PM
10:20 PM,6E404,Nagpur (NAG),IndiGo,A20N (VT-ITM),Landed 9:53 PM
10:25 PM,MH194,Kuala Lumpur (KUL),Malaysia Airlines,A333 (9M-MTJ),Landed 10:10 PM
10:25 PM,G8247,Bhubaneswar (BBI),GoAir,A20N (VT-WJN),Landed 10:22 PM
10:25 PM,G82507,Chandigarh (IXC),GoAir,A20N (VT-WGJ),Landed 10:37 PM
10:25 PM,6E6176,Kolkata (CCU),IndiGo,A320 (VT-IDY),Landed 10:09 PM
10:30 PM,I5331,Hyderabad (HYD),AirAsia,A320 (VT-SIN),Landed 10:15 PM
10:30 PM,LX154,Zurich (ZRH),Swiss,A333 (HB-JHK),Landed 10:53 PM
10:35 PM,DL24,New York (JFK),Delta Air Lines,B77L (N707DN),Landed 9:58 PM
10:35 PM,SG377,Patna (PAT),SpiceJet,B738 (VT-SGZ),Landed 10:26 PM
10:35 PM,IX248,Dubai (DXB),Air India Express (Great Stupa/Charminar Livery),B738 (VT-AXW),Landed 11:22 PM
10:35 PM,UK824,Chennai (MAA),Vistara,B738 (VT-TGG),Landed 10:30 PM
10:45 PM,SG456,Bengaluru (BLR),SpiceJet,B738 (VT-SGH),Landed 10:20 PM
10:45 PM,SG8705,Delhi (DEL),SpiceJet,737,Unknown
10:50 PM,UK953,Delhi (DEL),Vistara,A20N (VT-TNW),Landed 10:56 PM
10:55 PM,UK876,Hyderabad (HYD),Vistara,A320 (VT-TTC),Landed 11:13 PM
11:00 PM,G826,Bangkok (BKK),GoAir,A20N (VT-WJH),Landed 10:58 PM
11:00 PM,I5334,Bengaluru (BLR),AirAsia,A320 (VT-PNQ),Landed 10:39 PM
11:00 PM,6.00E+185,Delhi (DEL),IndiGo,A320 (VT-IAQ),Landed 10:51 PM
11:05 PM,AI630,Nagpur (NAG),Air India,A20N (VT-CIQ),Landed 11:10 PM
11:05 PM,SG252,Chennai (MAA),SpiceJet,B738 (VT-SYJ),Landed 11:32 PM
11:10 PM,AI191,Delhi (DEL),Air India,B77W (VT-ALT),Landed 11:17 PM
11:10 PM,I5482,Delhi (DEL),AirAsia,A320 (VT-RED),Landed 11:09 PM
11:15 PM,PG733,Bangkok (BKK),Bangkok Airways,A319 (HS-PGY),Landed 10:49 PM
11:25 PM,AI632,Bhopal (BHO),Air India,A20N (VT-CIP),Landed 11:34 PM
11:25 PM,UK652,Chandigarh (IXC),Vistara,A320 (VT-TTG),Landed 11:05 PM
11:25 PM,SG6237,Jaipur (JAI),SpiceJet,737,Unknown
11:25 PM,UK866,Bengaluru (BLR),Vistara,B738 (VT-TGA),Landed 11:14 PM
11:30 PM,AI51,Hyderabad (HYD),Air India,A319 (VT-SCV),Landed 12:23 AM
11:40 PM,SG6248,Coimbatore (CJB),SpiceJet,737,Unknown
11:40 PM,SQ426,Singapore (SIN),Singapore Airlines,B772 (9V-SVC),Landed 11:19 PM
11:40 PM,6E6794,Bengaluru (BLR),IndiGo,A20N (VT-IVB),Landed 11:26 PM
11:45 PM,SG612,Chennai (MAA),SpiceJet,B737 (VT-SLA),Landed 11:55 PM
11:45 PM,SG489,Kolkata (CCU),SpiceJet,B737 (VT-SYP),Landed 11:50 PM
11:45 PM,SG6250,Mangalore (IXE),SpiceJet,B738 (VT-SYA),Landed 12:03 AM
11:50 PM,G8429,Delhi (DEL),GoAir,A20N (VT-WGD),Landed 11:56 PM
11:50 PM,SG8159,Delhi (DEL),SpiceJet,B738 (VT-SYI),Landed 11:44 PM
11:50 PM,UK981,Delhi (DEL),Vistara (Retro Livery),A20N (VT-ATV),Landed 12:08 AM
11:50 PM,AI689,Dehradun (DED),Air India,A319 (VT-SCP),Landed 12:34 AM
11:55 PM,LH766,Munich (MUC),Lufthansa,A359 (D-AIXA),Landed 12:05 AM
11:55 PM,UK774,Kolkata (CCU),Vistara,B738 (VT-TGB),Landed 11:39 PM
11:55 PM,6E6183,Chennai (MAA),IndiGo,A320 (VT-IFC),Landed 11:44 PM
11:59 PM,SG638,Ahmedabad (AMD),SpiceJet,B737 (VT-SLP),Landed 12:12 AM
