Time,Flight Number,Source,Flight Name,Aircraft,Status
4:15 PM,6E448,Amritsar (ATQ),IndiGo,A20N (VT-ITB),Landed 4:03 PM
4:20 PM,SG6430,Kanpur (KNU),SpiceJet,B738 (VT-SLF),Landed 3:50 PM
4:20 PM,6E389,Hyderabad (HYD),IndiGo,A320 (VT-IGH),Landed 4:28 PM
4:20 PM,6E598,Coimbatore (CJB),IndiGo,A320 (VT-IHT),Landed 4:20 PM
4:25 PM,AI696,Varanasi (VNS),Air India,A319 (VT-SCL),Landed 4:51 PM
4:30 PM,AI679,Coimbatore (CJB),Air India,A20N (VT-EXH),Landed 4:40 PM
4:30 PM,G82503,Ranchi (IXR),GoAir,A320 (VT-WAK),Landed 5:13 PM
4:30 PM,6E6128,Bengaluru (BLR),IndiGo,A20N (VT-IZA),Landed 4:46 PM
4:35 PM,SG2876,Kandla (IXY),SpiceJet,DH8D (VT-SUL),Unknown
4:40 PM,G8336,Delhi (DEL),GoAir,A20N (VT-WJN),Landed 4:37 PM
4:40 PM,UK822,Chennai (MAA),Vistara,B738 (VT-TGH),Landed 4:54 PM
4:40 PM,6E753,Udaipur (UDR),IndiGo,A20N (VT-ITZ),Landed 4:24 PM
4:45 PM,AI910,Dubai (DXB),Air India,B788 (VT-ANN),Landed 4:09 PM
5:00 PM,G8586,Patna (PAT),GoAir,A320 (VT-GON),Landed 5:23 PM
5:00 PM,UK132,Colombo (CMB),Vistara,A20N (VT-TNF),Landed 5:03 PM
5:05 PM,SG6,Dubai (DXB),SpiceJet,B738 (VT-SGJ),Landed 4:42 PM
5:05 PM,6.00E+189,Delhi (DEL),IndiGo,A20N (VT-IVY),Landed 5:11 PM
5:10 PM,6E579,Varanasi (VNS),IndiGo,A320 (VT-IFJ),Landed 5:15 PM
5:20 PM,6E361,Bengaluru (BLR),IndiGo,A20N (VT-IVD),Landed 5:19 PM
5:20 PM,6E463,Chandigarh (IXC),IndiGo,A20N (VT-IVS),Landed 6:24 PM
5:25 PM,9I654,Shirdi (SAG),Alliance Air,AT76 (VT-RKL),Landed 5:42 PM
5:35 PM,I5375,Indore (IDR),AirAsia,A320 (VT-ATQ),Landed 5:30 PM
5:35 PM,AI670,Bhubaneswar (BBI),Air India,A20N (VT-EXS),Landed 6:14 PM
5:40 PM,SG415,Gorakhpur (GOP),SpiceJet,B738 (VT-SLN),Landed 5:45 PM
5:40 PM,UK933,Delhi (DEL),Vistara,A20N (VT-TNP),Landed 5:38 PM
