Time,Flight Number,Source,Flight Name,Aircraft,Status
4:50 AM,G8385,Kannur (CNN),GoAir,A20N (VT-WGR),Landed 4:51 AM
4:50 AM,6.00E+184,Cochin (COK),IndiGo,A20N (VT-IVV),Landed 4:55 AM
4:55 AM,G82501,Delhi (DEL),GoAir,A20N (VT-WJC),Landed 4:53 AM
4:55 AM,GF56,Bahrain (BAH),Gulf Air,A321 (A9C-CC),Landed 4:46 AM
5:00 AM,MK748,Port Louis (MRU),Air Mauritius,A332 (3B-NBL),Landed 5:00 AM
5:00 AM,AI932,Jeddah (JED),Air India,B77W (VT-ALM),Landed 4:39 AM
5:10 AM,TK720,Istanbul (IST),Turkish Airlines,B77W (TC-LJE),Landed 5:06 AM
5:10 AM,6E1826,Riyadh (RUH),IndiGo,A320 (VT-IEK),Landed 5:03 AM
5:15 AM,AI30,Ahmedabad (AMD),Air India,B788 (VT-ANX),Landed 7:31 AM
5:15 AM,AI986,Muscat (MCT),Air India,A321 (VT-PPV),Landed 5:26 AM
5:25 AM,AI34,Goa (GOI),Air India,A319 (VT-SCM),Landed 4:46 AM
5:25 AM,6E428,Hyderabad (HYD),IndiGo,A320 (VT-IFQ),Landed 5:10 AM
5:35 AM,KQ204,Nairobi (NBO),Kenya Airways,B738 (5Y-CYA),Landed 6:38 AM
5:40 AM,SL218,Bangkok (DMK),Thai Lion Air,B738 (HS-LUL),Landed 6:02 AM
5:45 AM,G830,Muscat (MCT),GoAir,A20N (VT-WJK),Landed 5:25 AM
6:15 AM,KU303,Kuwait City (KWI),Kuwait Airways,A320 (9K-AKF),Landed 5:34 AM
6:15 AM,AI349,Delhi (DEL),Air India,B788 (VT-ANC),Landed 5:21 AM
6:20 AM,6.00E+235,Hyderabad (HYD),IndiGo,A320 (VT-IHH),Landed 6:04 AM
6:25 AM,SG14,Dubai (DXB),SpiceJet,B738 (VT-SGJ),Landed 8:13 AM
6:30 AM,6E6789,Ahmedabad (AMD),IndiGo,A320 (VT-IHV),Landed 6:21 AM
6:32 AM,AI946,Abu Dhabi (AUH),Air India,A20N (VT-CID),Landed 6:15 AM
6:40 AM,WY201,Muscat (MCT),Oman Air,B788 (A4O-SB),Landed 6:07 AM
6:40 AM,SG611,Goa (GOI),SpiceJet,B737 (VT-SLP),Landed 6:12 AM
6:40 AM,SG636,Ahmedabad (AMD),SpiceJet,B738 (VT-SYZ),Landed 6:12 AM
6:40 AM,6E456,Bengaluru (BLR),IndiGo,A20N (VT-IVB),Landed 6:35 AM
6:45 AM,6E5385,Nagpur (NAG),IndiGo,A320 (VT-IHJ),Landed 6:26 AM
6:50 AM,G8302,Chennai (MAA),GoAir,A20N (VT-WJN),Landed 6:42 AM
6:55 AM,SG69,Jeddah (JED),SpiceJet,B738 (VT-SZN),Landed 7:28 AM
6:55 AM,IX252,Sharjah (SHJ),Air India Express (Kathakali/Bharatanatyam Livery),B738 (VT-GHE),Landed 6:26 AM
7:00 AM,SG20,Riyadh (RUH),SpiceJet,B738 (VT-SLI),Landed 6:48 AM
7:05 AM,SG704,Hyderabad (HYD),Corendon Airlines,B738 (TC-TJU),Landed 7:31 AM
7:05 AM,6.00E+171,Delhi (DEL),IndiGo,A20N (VT-IVQ),Landed 7:20 AM
7:05 AM,6.00E+218,Jaipur (JAI),IndiGo,A20N (VT-ITR),Landed 6:39 AM
7:10 AM,I5303,Bengaluru (BLR),AirAsia,A320 (VT-ATF),Landed 6:59 AM
7:10 AM,SG6351,Bengaluru (BLR),SpiceJet,B738 (VT-SLL),Landed 6:51 AM
7:15 AM,ET610,Addis Ababa (ADD),Ethiopian Airlines,A359 (ET-ATR),Landed 6:57 AM
7:15 AM,AI620,Hyderabad (HYD),Air India,A319 (VT-SCR),Landed 6:47 AM
7:15 AM,6E654,Chennai (MAA),IndiGo,A20N (VT-IZZ),Landed 7:12 AM
7:20 AM,G8418,Bengaluru (BLR),GoAir,A320 (VT-WAK),Landed 7:24 AM
7:20 AM,6E5322,Bengaluru (BLR),IndiGo,A20N (VT-IVA),Landed 7:09 AM
7:25 AM,EY212,Abu Dhabi (AUH),Etihad,A320 (A6-EIP),Landed 7:16 AM
7:40 AM,SG678,Chennai (MAA),SpiceJet,B738 (VT-SLF),Landed 7:20 AM
7:40 AM,SG6475,Cochin (COK),SpiceJet,B738 (VT-SXB),Landed 7:46 AM
7:45 AM,6E5335,Delhi (DEL),IndiGo,A320 (VT-IFD),Landed 7:37 AM
7:50 AM,6E5324,Bengaluru (BLR),IndiGo,A20N (VT-IZP),Landed 7:41 AM
7:55 AM,G8381,Goa (GOI),GoAir,A20N (VT-WGE),Landed 7:43 AM
7:55 AM,I5314,Delhi (DEL),AirAsia,A320 (VT-SIN),Landed 7:42 AM
7:55 AM,AI990,Kuwait City (KWI),Air India,A20N (VT-EXJ),Landed 7:52 AM
7:55 AM,6E5372,Vadodara (BDQ),IndiGo,A20N (VT-IVJ),Landed 8:05 AM
7:55 AM,9I650,Surat (STV),Alliance Air,ATR,Unknown
8:00 AM,UK975,Delhi (DEL),Vistara,A320 (VT-TTI),Landed 7:53 AM
8:10 AM,AI569,Chennai (MAA),Air India,A20N (VT-CIO),Landed 8:09 AM
8:15 AM,UK858,Bengaluru (BLR),Vistara,B738 (VT-TGI),Landed 8:13 AM
8:15 AM,6.00E+247,Hyderabad (HYD),IndiGo,A320 (VT-IKC),Landed 8:36 AM
8:20 AM,SV740,Riyadh (RUH),Saudia,A333 (HZ-AQ21),Landed 8:23 AM
8:25 AM,EK504,Dubai (DXB),Emirates,B77W (A6-ECI),Landed 8:03 AM
8:25 AM,AI341,Bangkok (BKK),Air India,A20N (VT-EXR),Landed 8:45 AM
8:30 AM,6E318,Kolkata (CCU),IndiGo,A20N (VT-IJL),Landed 8:16 AM
8:35 AM,SG8153,Delhi (DEL),SpiceJet,B737 (VT-SYO),Landed 7:59 AM
8:35 AM,SG6289,Chennai (MAA),SpiceJet,B738 (VT-SYJ),Landed 8:13 AM
8:40 AM,SG6363,Hyderabad (HYD),SpiceJet,B738 (VT-SLM),Landed 8:25 AM
8:40 AM,6E495,Chennai (MAA),IndiGo,A20N (VT-IJF),Landed 8:35 AM
8:40 AM,6E655,Indore (IDR),IndiGo,A21N (VT-IUJ),Landed 8:24 AM
8:40 AM,6E993,Delhi (DEL),IndiGo,A320 (VT-IDZ),Landed 8:28 AM
8:45 AM,AI912,Dubai (DXB),Air India,B788 (VT-ANK),Landed 8:30 AM
8:45 AM,UK923,Delhi (DEL),Vistara,A20N (VT-TNI),Landed 8:57 AM
8:50 AM,SG2763,Surat (STV),SpiceJet,DH8D (VT-SUV),Landed 8:54 AM
8:50 AM,SG6425,Kolkata (CCU),SpiceJet,B738 (VT-SXE),Landed 8:50 AM
8:50 AM,6E424,Bengaluru (BLR),IndiGo,A20N (VT-IVG),Landed 8:41 AM
8:50 AM,6E1769,Dubai (DXB),IndiGo,A320 (VT-INU),Landed 8:41 AM
8:55 AM,AI614,Ahmedabad (AMD),Air India,A20N (VT-CIF),Landed 10:06 AM
8:55 AM,6E6834,Ahmedabad (AMD),IndiGo,A20N (VT-ITB),Landed 8:47 AM
9:00 AM,UK828,Chennai (MAA),Vistara,B738 (VT-TGD),Landed 9:01 AM
9:05 AM,AI582,Kozhikode (CCJ),Air India,A321 (VT-PPO),Landed 9:23 AM
9:10 AM,G8530,Delhi (DEL),GoAir,A20N (VT-WGJ),Landed 9:12 AM
9:15 AM,6E568,Aurangabad (IXU),IndiGo,A320 (VT-IHX),Landed 9:26 AM
9:15 AM,AI684,Goa (GOI),Air India,A20N (VT-EXL),Landed 9:07 AM
9:15 AM,AI887,Delhi (DEL),Air India,A20N (VT-CIE),Landed 9:17 AM
9:15 AM,6E5309,Chennai (MAA),IndiGo,A320 (VT-IAO),Landed 9:07 AM
9:20 AM,SG8701,Delhi (DEL),SpiceJet,B738 (VT-SYB),Landed 9:25 AM
9:35 AM,SG438,Bengaluru (BLR),SpiceJet,B738 (VT-SGZ),Landed 9:27 AM
9:40 AM,AI616,Hyderabad (HYD),Air India,A319 (VT-SCM),Landed 9:47 AM
9:40 AM,AI628,Nagpur (NAG),Air India,A20N (VT-EXV),Landed 9:30 AM
9:40 AM,6.00E+167,Delhi (DEL),IndiGo,A20N (VT-IJT),Landed 9:34 AM
9:45 AM,G8348,Cochin (COK),GoAir,A20N (VT-WGK),Landed 9:34 AM
9:45 AM,SG6279,Jaipur (JAI),SpiceJet,B738 (VT-SYM),Landed 9:50 AM
9:45 AM,UK943,Delhi (DEL),Vistara,A320 (VT-TTC),Landed 9:56 AM
9:50 AM,6E453,Coimbatore (CJB),IndiGo,A320 (VT-IGT),Landed 9:41 AM
9:50 AM,6E496,Kolkata (CCU),IndiGo,A320 (VT-IFO),Landed 10:11 AM
9:55 AM,G8395,Bengaluru (BLR),GoAir,A20N (VT-WGI),Landed 9:47 AM
9:55 AM,UK846,Bengaluru (BLR),Vistara,B738 (VT-TGE),Landed 9:59 AM
9:55 AM,UK874,Hyderabad (HYD),Vistara,A20N (VT-TNS),Landed 9:56 AM
10:05 AM,6.00E+298,Cochin (COK),IndiGo,A320 (VT-IHN),Landed 10:18 AM
10:05 AM,6E685,Lucknow (LKO),IndiGo,A20N (VT-IJC),Landed 10:11 AM
10:10 AM,G8334,Delhi (DEL),GoAir,A20N (VT-WGY),Landed 10:19 AM
10:10 AM,G82609,Lucknow (LKO),GoAir,A20N (VT-WJQ),Landed 10:14 AM
10:15 AM,AI665,Delhi (DEL),Air India,A321 (VT-PPB),Landed 10:23 AM
10:15 AM,AI682,Cochin (COK),Air India,A319 (VT-SCQ),Landed 10:34 AM
10:15 AM,6E1708,Doha (DOH),IndiGo,A21N (VT-IUF),Landed 10:04 AM
10:20 AM,6E5387,Indore (IDR),IndiGo,A20N (VT-IVZ),Landed 10:04 AM
10:30 AM,6.00E+214,Ahmedabad (AMD),IndiGo,A320 (VT-IHV),Landed 10:37 AM
10:35 AM,AI604,Bengaluru (BLR),Air India,A20N (VT-CIQ),Landed 10:51 AM
10:35 AM,SG8723,Delhi (DEL),SpiceJet,B738 (VT-SXA),Landed 10:55 AM
10:35 AM,SQ422,Singapore (SIN),Singapore Airlines,A359 (9V-SMA),Landed 10:27 AM
10:40 AM,G8389,Jaipur (JAI),GoAir,A20N (VT-WGR),Landed 10:29 AM
10:40 AM,6.00E+179,Delhi (DEL),IndiGo,A320 (VT-IEN),Landed 10:38 AM
10:45 AM,G8459,Ahmedabad (AMD),GoAir,A20N (VT-WJN),Landed 10:47 AM
10:45 AM,SG6432,Hyderabad (HYD),SpiceJet,B737 (VT-SYP),Landed 10:43 AM
10:50 AM,G8141,Nagpur (NAG),GoAir,A320 (VT-GOJ),Landed 11:01 AM
10:50 AM,SG488,Kolkata (CCU),SpiceJet,B738 (VT-SYF),Landed 10:58 AM
10:55 AM,9I626,Bhuj (BHJ),Alliance Air,AT76 (VT-RKG),Landed 10:58 AM
11:00 AM,6E782,Chennai (MAA),IndiGo,A320 (VT-IHE),Landed 11:05 AM
11:00 AM,6E5302,Bhopal (BHO),IndiGo,A320 (VT-IHJ),Landed 11:07 AM
11:05 AM,6E5316,Ranchi (IXR),IndiGo,A20N (VT-IVO),Landed 11:11 AM
11:10 AM,AI678,Delhi (DEL),Air India,A320 (VT-EDE),Landed 11:25 AM
11:10 AM,UK963,Delhi (DEL),Vistara,A20N (VT-TNJ),Landed 11:14 AM
11:15 AM,BA199,London (LHR),British Airways,B772 (G-YMMR),Landed 1:48 PM
11:15 AM,6E375,Bhubaneswar (BBI),IndiGo,A320 (VT-IFR),Landed 11:31 AM
11:15 AM,6E5379,Kolkata (CCU),IndiGo,A20N (VT-IJK),Landed 11:21 AM
11:20 AM,AI966,Hyderabad (HYD),Air India,B744 (VT-EVA),Landed 10:48 AM
11:20 AM,UK852,Bengaluru (BLR),Vistara,B738 (VT-TGA),Landed 11:47 AM
11:20 AM,6E734,Bengaluru (BLR),IndiGo,A20N (VT-IZM),Landed 11:29 AM
11:25 AM,6E748,Udaipur (UDR),IndiGo,A320 (VT-IFK),Landed 11:08 AM
11:30 AM,6E965,Jaipur (JAI),IndiGo,A320 (VT-IHD),Landed 11:18 AM
11:35 AM,G8465,Port Blair (IXZ),GoAir,A320 (VT-GON),Landed 11:25 AM
11:35 AM,6E608,Hyderabad (HYD),IndiGo,A320 (VT-IFU),Landed 12:00 PM
11:35 AM,6E984,Ahmedabad (AMD),IndiGo,A320 (VT-IFZ),Landed 11:18 AM
11:40 AM,G822,Phuket (HKT),GoAir,A20N (VT-WGG),Landed 11:57 AM
11:40 AM,UK927,Delhi (DEL),Vistara,A20N (VT-TNU),Landed 11:58 AM
11:45 AM,SG6290,Dehradun (DED),SpiceJet,B738 (VT-SXC),Landed 11:52 AM
11:45 AM,6.00E+181,Delhi (DEL),IndiGo,A320 (VT-IHA),Landed 11:47 AM
11:55 AM,MH174,Kuala Lumpur (KUL),Malaysia Airlines,B738 (9M-MXM),Landed 12:32 PM
11:55 AM,QR8604,Doha (DOH),Qatar Cargo,B748 (A7-BGA),Landed 11:38 AM
12:05 PM,6E5326,Nagpur (NAG),IndiGo,A20N (VT-IZP),Landed 12:19 PM
12:05 PM,6E6219,Guwahati (GAU),IndiGo,A320 (VT-IHP),Landed 12:06 PM
12:10 PM,BA135,London (LHR),British Airways (GREAT Festival of Creativity),B772 (G-YMML),Landed 12:39 PM
12:10 PM,SG242,Kolkata (CCU),SpiceJet,B738 (VT-SGG),Landed 12:37 PM
12:10 PM,6E346,Bengaluru (BLR),IndiGo,A320 (VT-IHC),Landed 12:13 PM
12:20 PM,AI676,Kolkata (CCU),Air india (Star Alliance Livery),A20N (VT-EXO),Landed 12:57 PM
12:20 PM,6E5339,Delhi (DEL),IndiGo,A20N (VT-IVV),Landed 12:03 PM
12:25 PM,AI694,Hubli (HBX),Air India,A20N (VT-EXR),Landed 2:22 PM
12:30 PM,IR810,Tehran (IKA),Iran Air,A332 (EP-IJB),Landed 12:23 PM
12:30 PM,SG2874,Porbandar (PBD),SpiceJet,DH8D (VT-SUV),Unknown
12:30 PM,6E711,Varanasi (VNS),IndiGo,A20N (VT-IJE),Landed 12:21 PM
12:35 PM,I5304,Bengaluru (BLR),AirAsia,A320 (VT-ATF),Landed 12:46 PM
12:35 PM,UK995,Delhi (DEL),Vistara,A20N (VT-TNK),Landed 12:42 PM
12:35 PM,6.00E+223,Delhi (DEL),IndiGo,A20N (VT-IVC),Landed 12:27 PM
12:40 PM,SG6281,Jammu (IXJ),SpiceJet,B737 (VT-SLP),Landed 1:29 PM
12:40 PM,2T517,Nanded (NDC),Trujet,AT75 (VT-TMU),Unknown
12:45 PM,SG8911,Delhi (DEL),SpiceJet,B738 (VT-SZJ),Landed 1:24 PM
12:50 PM,AI640,Bengaluru (BLR),Air India,A20N (VT-CIG),Landed 12:47 PM
12:50 PM,G8338,Delhi (DEL),GoAir,A20N (VT-WJC),Landed 12:53 PM
12:55 PM,SG6353,Thiruvananthapuram (TRV),SpiceJet,B738 (VT-SLI),Landed 1:55 PM
1:00 PM,AI144,New York (EWR),Air India,B77W (VT-ALR),Landed 1:16 PM
1:00 PM,6.00E+176,Thiruvananthapuram (TRV),IndiGo,A320 (VT-IHW),Landed 1:14 PM
1:05 PM,AI865,Delhi (DEL),Air India,A20N (VT-CID),Landed 1:06 PM
1:05 PM,OG111,Belgaum (IXG),Star Air,ER4,Unknown
1:05 PM,UK772,Kolkata (CCU),Vistara,B738 (VT-TGH),Landed 1:45 PM
1:10 PM,WY203,Muscat (MCT),Oman Air,B788 (A4O-SA),Landed 12:53 PM
1:20 PM,SG8164,Jodhpur (JDH),SpiceJet,B738 (VT-SYJ),Landed 1:20 PM
1:20 PM,AI922,Riyadh (RUH),Air India,A20N (VT-EXP),Landed 1:46 PM
1:20 PM,UK864,Bengaluru (BLR),Vistara,B738 (VT-TGI),Landed 1:32 PM
1:25 PM,SG480,Jaisalmer (JSA),SpiceJet,B737 (VT-SYO),Landed 2:06 PM
1:25 PM,AI626,Lucknow (LKO),Air India,A321 (VT-PPV),Landed 1:20 PM
1:35 PM,AI606,Aurangabad (IXU),Air India,A319 (VT-SCL),Landed 12:36 PM
1:35 PM,SG2548,Belgaum (IXG),SpiceJet,DH8D (VT-SQE),Landed 2:02 PM
1:40 PM,6E933,Kozhikode (CCJ),IndiGo,A320 (VT-IES),Landed 2:09 PM
1:40 PM,6E957,Delhi (DEL),IndiGo,A320 (VT-IHZ),Landed 1:54 PM
1:45 PM,6E342,Hyderabad (HYD),IndiGo,A20N (VT-IVS),Landed 2:02 PM
1:45 PM,6.00E+295,Mangalore (IXE),IndiGo,A320 (VT-IHX),Landed 2:15 PM
1:45 PM,6E802,Raipur (RPR),IndiGo,A21N (VT-IUJ),Landed 2:30 PM
1:55 PM,G8382,Chandigarh (IXC),GoAir,A20N (VT-WGE),Landed 1:59 PM
1:55 PM,AI648,Jamnagar (JGA),Air India,A319 (VT-SCQ),Landed 3:28 PM
1:55 PM,6E429,Kolkata (CCU),IndiGo,A20N (VT-ITR),Landed 2:18 PM
2:00 PM,EK506,Dubai (DXB),Emirates (Expo 2020 - Mobility Livery),B77W (A6-ECC),Landed 2:27 PM
2:00 PM,SG6362,Coimbatore (CJB),SpiceJet,B738 (VT-SLM),Landed 2:15 PM
2:00 PM,SG6374,Siliguri (IXB),SpiceJet,B738 (VT-SLL),Landed 2:48 PM
2:00 PM,UK945,Delhi (DEL),Vistara,A320 (VT-TTI),Landed 2:35 PM
2:15 PM,I5716,Delhi (DEL),AirAsia,A320 (VT-JPR),Landed 2:45 PM
2:15 PM,SG6436,Rajkot (RAJ),SpiceJet,B737 (VT-SYP),Landed 3:21 PM
2:15 PM,UK826,Chennai (MAA),Vistara,B738 (VT-TGD),Landed 2:36 PM
2:20 PM,SG2872,Jabalpur (JLR),SpiceJet,DH8D (VT-SQG),Landed 2:26 PM
2:25 PM,6.00E+29,Singapore (SIN),IndiGo,A320 (VT-IAL),Landed 2:57 PM
2:25 PM,6E6097,Goa (GOI),IndiGo,A320 (VT-IEN),Landed 3:20 PM
2:30 PM,9I624,Diu (DIU),Alliance Air,AT76 (VT-RKG),Landed 2:58 PM
2:30 PM,6E917,Chennai (MAA),IndiGo,A20N (VT-ITB),Landed 2:46 PM
2:30 PM,6E1767,Kuwait City (KWI),IndiGo,A320 (VT-IAS),Landed 2:37 PM
2:30 PM,6E5374,Patna (PAT),IndiGo,A20N (VT-IVJ),Landed 3:01 PM
2:35 PM,G8478,Goa (GOI),GoAir,A20N (VT-WGR),Landed 2:41 PM
2:35 PM,6E414,Bengaluru (BLR),IndiGo,A320 (VT-IHT),Landed 3:06 PM
2:40 PM,UK842,Goa (GOI),Vistara,B738 (VT-TGE),Landed 3:04 PM
2:40 PM,6.00E+264,Chandigarh (IXC),IndiGo,A20N (VT-IJF),Landed 2:52 PM
2:55 PM,SG6422,Kolkata (CCU),SpiceJet,B738 (VT-SXB),Landed 3:23 PM
2:55 PM,SG454,Goa (GOI),SpiceJet,B738 (VT-SYF),Landed 3:51 PM
3:00 PM,ET3610,Addis Ababa (ADD),Ethiopian Airlines,77X,Unknown
3:00 PM,UK993,Delhi (DEL),Vistara,A320 (VT-TTE),Landed 3:15 PM
3:00 PM,6E5304,Jodhpur (JDH),IndiGo,A20N (VT-IVZ),Landed 3:53 PM
3:05 PM,EY208,Abu Dhabi (AUH),Etihad,A321 (A6-AEE),Landed 2:53 PM
3:05 PM,6E6175,Siliguri (IXB),IndiGo,A20N (VT-IZZ),Landed 3:42 PM
3:10 PM,G82505,Ahmedabad (AMD),GoAir,A320 (VT-GOJ),Landed 3:34 PM
3:15 PM,UK106,Singapore (SIN),Vistara,A20N (VT-TNQ),Landed 3:12 PM
3:15 PM,6E678,Lucknow (LKO),IndiGo,A20N (VT-ITC),Landed 3:57 PM
3:15 PM,6E5389,Nagpur (NAG),IndiGo,A320 (VT-IAO),Landed 3:37 PM
3:20 PM,6E486,Ahmedabad (AMD),IndiGo,A320 (VT-IHA),Landed 4:09 PM
3:25 PM,AI646,Jodhpur (JDH),Air India,A20N (VT-CIF),Landed 3:27 PM
3:30 PM,SG6481,Guwahati (GAU),SpiceJet,B738 (VT-SYY),Landed 5:12 PM
3:35 PM,6.00E+257,Bhubaneswar (BBI),IndiGo,A20N (VT-IJT),Landed 3:45 PM
3:40 PM,G8304,Chennai (MAA),GoAir,A320 (VT-GOK),Landed 3:42 PM
3:40 PM,AI317,Delhi (DEL),Air India,A20N (VT-CIE),Landed 4:25 PM
3:45 PM,KQ210,Nairobi (NBO),Kenya Airways,B738 (5Y-CYC),Landed 3:54 PM
3:45 PM,6E712,Goa (GOI),IndiGo,A320 (VT-IGK),Landed 4:03 PM
3:50 PM,AI612,Jaipur (JAI),Air India,A321 (VT-PPB),Landed 4:14 PM
3:50 PM,6E5915,Allahabad (IXD),IndiGo,A320 (VT-IHV),Landed 4:29 PM
3:55 PM,G8402,Lucknow (LKO),GoAir,A20N (VT-WGI),Landed 4:22 PM
3:55 PM,RA201,Kathmandu (KTM),Nepal Airlines,A320 (9N-AKX),Landed 4:30 PM
4:00 PM,UK614,Udaipur (UDR),Vistara,B738 (VT-TGA),Landed 5:00 PM
4:00 PM,UK910,Goa (GOI),Vistara,A20N (VT-TNU),Landed 5:13 PM
4:05 PM,SG6284,Patna (PAT),SpiceJet,B738 (VT-SYM),Landed 5:02 PM
4:05 PM,6.00E+64,Dubai (DXB),IndiGo,A320 (VT-IFP),Landed 4:13 PM
4:05 PM,6E813,Goa (GOI),IndiGo,A320 (VT-IHP),Landed 4:24 PM
4:15 PM,6E448,Amritsar (ATQ),IndiGo,A320 (VT-IGT),Landed 4:04 PM
4:15 PM,AI696,Varanasi (VNS),Air India,A319 (VT-SCM),Landed 4:43 PM
4:15 PM,SG64,Dhaka (DAC),SpiceJet,B738 (VT-SGJ),Landed 5:08 PM
4:20 PM,SG6430,Kanpur (KNU),SpiceJet,B738 (VT-SXE),Landed 6:27 PM
4:20 PM,6E389,Hyderabad (HYD),IndiGo,A320 (VT-IKC),Landed 4:52 PM
4:20 PM,6E598,Coimbatore (CJB),IndiGo,A320 (VT-IFR),Landed 5:36 PM
4:30 PM,G82503,Ranchi (IXR),GoAir,A20N (VT-WGY),Landed 4:56 PM
4:30 PM,AI679,Coimbatore (CJB),Air India,A20N (VT-EXV),Landed 4:17 PM
4:30 PM,6E6128,Bengaluru (BLR),IndiGo,A20N (VT-IJB),Landed 5:40 PM
4:35 PM,SG2876,Kandla (IXY),SpiceJet,DH8D (VT-SUV),Unknown
4:40 PM,G8336,Delhi (DEL),GoAir,A20N (VT-WJR),Landed 4:38 PM
4:40 PM,UK822,Chennai (MAA),Vistara,B738 (VT-TGB),Landed 4:43 PM
4:40 PM,6E753,Udaipur (UDR),IndiGo,A320 (VT-IHR),Landed 4:49 PM
4:50 PM,AI651,Visakhapatnam (VTZ),Air India,A321 (VT-PPO),Landed 5:41 PM
4:50 PM,9I628,Indore (IDR),Alliance Air,ATR,Unknown
5:00 PM,G8586,Patna (PAT),GoAir,A20N (VT-WJQ),Landed 5:47 PM
5:00 PM,UK132,Colombo (CMB),Vistara,A20N (VT-TNI),Landed 5:20 PM
5:05 PM,6.00E+189,Delhi (DEL),IndiGo,A20N (VT-IJU),Landed 5:04 PM
5:10 PM,6E579,Varanasi (VNS),IndiGo,A320 (VT-IHD),Landed 5:51 PM
