Time,Flight Number,Source,Flight Name,Aircraft,Status
12:05 AM,AF218,Paris (CDG),Air France,B77W (F-GSQC),Landed 11:47 PM
12:05 AM,6E5383,Hyderabad (HYD),IndiGo,A20N (VT-IZI),Landed 11:43 PM
12:10 AM,G82608,Jaipur (JAI),GoAir,A20N (VT-WGF),Landed 11:48 PM
12:10 AM,6E665,Delhi (DEL),IndiGo,A320 (VT-IKD),Landed 11:35 PM
12:15 AM,AI732,Patna (PAT),Air India,A319 (VT-SCQ),Landed 1:36 AM
12:15 AM,BA139,London (LHR),British Airways,B772 (G-YMMO),Landed 12:10 AM
12:15 AM,UK202,Dubai (DXB),Vistara,A20N (VT-TNV),Landed 11:50 PM
12:15 AM,6E6152,Coimbatore (CJB),IndiGo,A320 (VT-IGT),Landed 11:54 PM
12:20 AM,G8526,Bengaluru (BLR),GoAir,A20N (VT-WGB),Landed 12:05 AM
12:20 AM,SG6442,Goa (GOI),SpiceJet,B737 (VT-SYP),Landed 12:16 AM
12:20 AM,6E387,Chennai (MAA),IndiGo,A320 (VT-IFO),Landed 11:59 PM
12:25 AM,6E1832,Jeddah (JED),IndiGo,A20N (VT-IJH),Landed 11:31 PM
12:30 AM,I5306,Bengaluru (BLR),AirAsia,A320 (VT-ATQ),Landed 12:05 AM
12:30 AM,6E961,Kolkata (CCU),IndiGo,A20N (VT-IZO),Landed 12:19 AM
12:35 AM,CX663,Hong Kong (HKG),Cathay Pacific,A333 (B-LAL),Landed 12:26 AM
12:40 AM,KL877,Amsterdam (AMS),KLM,B789 (PH-BHN),Landed 12:38 AM
12:45 AM,6.00E+155,Delhi (DEL),IndiGo,A320 (VT-IEQ),Landed 12:30 AM
12:55 AM,VS354,London (LHR),Virgin Atlantic,B789 (G-VBEL),Landed 12:16 AM
12:55 AM,6E849,Bengaluru (BLR),IndiGo,A20N (VT-IVI),Landed 1:10 AM
1:00 AM,LH756,Frankfurt (FRA),Lufthansa,B744 (D-ABVZ),Landed 1:14 AM
1:00 AM,AI84,Goa (GOI),Air India,A321 (VT-PPA),Landed 12:29 AM
1:00 AM,G8544,Delhi (DEL),GoAir,A320 (VT-GON),Landed 12:28 AM
1:10 AM,KU301,Kuwait City (KWI),Kuwait Airways,A320 (9K-AKH),Landed 12:35 AM
1:10 AM,AI863,Delhi (DEL),Air India,A20N (VT-EXK),Landed 1:03 AM
1:10 AM,I5316,Kolkata (CCU),AirAsia,A320 (VT-HKG),Landed 12:52 AM
1:20 AM,G8380,Goa (GOI),GoAir,A20N (VT-WJI),Landed 12:43 AM
1:30 AM,G8512,Kolkata (CCU),GoAir,A320 (VT-GOP),Landed 1:21 AM
1:30 AM,6.00E+62,Dubai (DXB),IndiGo,A320 (VT-IFN),Landed 1:06 AM
1:35 AM,WE335,Bangkok (BKK),THAI Smile,A320 (HS-TXA),Landed 1:30 AM
1:45 AM,SG8287,Delhi (DEL),SpiceJet,B738 (VT-SZA),Landed 1:14 AM
1:50 AM,SG82,Bangkok (BKK),SpiceJet,B738 (VT-SYV),Landed 1:25 AM
1:50 AM,G8413,Ahmedabad (AMD),GoAir,A320 (VT-GOK),Landed 1:40 AM
1:50 AM,6.00E+263,Hyderabad (HYD),IndiGo,A320 (VT-IHF),Landed 1:26 AM
1:55 AM,QR8604,Doha (DOH),Qatar Cargo,A332 (A7-AFJ),Landed 2:18 AM
2:00 AM,AI632,Bhopal (BHO),Air India,A20N (VT-CIO),Landed 12:21 AM
2:05 AM,IX244,Doha (DOH),Air India Express (Elephant/Camel Livery),B738 (VT-GHA),Landed 1:18 AM
2:05 AM,I5472,Goa (GOI),AirAsia,A320 (VT-ATB),Landed 1:38 AM
2:10 AM,UL141,Colombo (CMB),SriLankan Airlines,A320 (4R-MRE),Landed 1:59 AM
2:15 AM,EK500,Dubai (DXB),Emirates,A388 (A6-EEB),Landed 2:15 AM
2:25 AM,TK6232,Istanbul (ISL),Turkish Cargo,A332 (TC-JOV),Landed 4:35 AM
2:25 AM,SG7046,Sharjah (SHJ),SpiceJet,-,Unknown
2:30 AM,QR556,Doha (DOH),Qatar Airways,B77W (A7-BEK),Landed 2:04 AM
2:35 AM,ET640,Addis Ababa (ADD),Ethiopian Airlines,A359 (ET-ATR),Landed 2:07 AM
2:40 AM,EY206,Abu Dhabi (AUH),Etihad,B77W (A6-ETR),Landed 2:10 AM
2:45 AM,6.00E+82,Muscat (MCT),IndiGo,A320 (VT-IFF),Landed 2:31 AM
3:05 AM,J9401,Kuwait City (KWI),Jazeera Airways,A20N (9K-CAQ),Landed 4:13 AM
4:00 AM,AI130,London (LHR),Air India,B77W (VT-ALQ),Landed 5:18 AM
4:05 AM,SG788,Bengaluru (BLR),SpiceJet,B738 (VT-SLG),Landed 4:02 AM
4:10 AM,AI984,Dubai (DXB),Air India,A321 (VT-PPI),Landed 4:10 AM
4:10 AM,FZ445,Dubai (DXB),flydubai,B738 (A6-FEK),Landed 4:15 AM
